Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,60.331532,[98  9] ; [49 67],[70.53363229 36.46636771] ; [76.46636771 39.53363229],1
d5,1,0.0,58.653342,[103   4] ; [59 58],[77.38392857 29.61607143] ; [84.61607143 32.38392857],1
d2,1,0.0,49.886055,[65 42] ; [ 18 100],[39.47111111 67.52888889] ; [43.52888889 74.47111111],1
a5,1,7e-06,20.20334,[78 29] ; [51 67],[61.34666667 45.65333333] ; [67.65333333 50.34666667],1
a4,1,1.2e-05,19.152227,[49 58] ; [22 96],[33.76444444 73.23555556] ; [37.23555556 80.76444444],1
a2,1,2.5e-05,17.766224,[25 82] ; [  5 113],[14.26666667 92.73333333] ; [ 15.73333333 102.26666667],1
a3,1,0.000293,13.114102,[75 32] ; [54 63],[61.62053571 45.37946429] ; [67.37946429 49.62053571],1
u1,1,0.001289,10.358128,[17 90] ; [  4 114],[ 9.98666667 97.01333333] ; [ 11.01333333 106.98666667],0
a8,1,0.0094,6.745173,[ 1 98] ; [ 10 101],[ 5.18571429 93.81428571] ; [  5.81428571 105.18571429],0
a7,1,0.009996,6.635693,[86 21] ; [76 41],[77.38392857 29.61607143] ; [84.61607143 32.38392857],0
n2,1,0.01266,6.21597,[24 18] ; [33  7],[29.19512195 12.80487805] ; [27.80487805 12.19512195],0
u3,1,0.013404,6.115054,[24  8] ; [30 32],[18.38297872 13.61702128] ; [35.61702128 26.38297872],0
r2,1,0.020949,5.331027,[102   5] ; [101  16],[96.96875 10.03125] ; [106.03125  10.96875],0
s5,1,0.021164,5.313196,[40 63] ; [28 87],[32.12844037 70.87155963] ; [35.87155963 79.12844037],0
v2,1,0.023045,5.165144,[57 41] ; [48 65],[48.76777251 49.23222749] ; [56.23222749 56.76777251],0
a6,1,0.026571,4.91846,[76 31] ; [67 51],[68.00444444 38.99555556] ; [74.99555556 43.00444444],0
b3,1,0.030448,4.683799,[22 34] ; [11 43],[16.8 39.2] ; [16.2 37.8],0
b2,1,0.030448,4.683799,[22 34] ; [11 43],[16.8 39.2] ; [16.2 37.8],0
n5,1,0.032609,4.566211,[28 79] ; [46 70],[35.50672646 71.49327354] ; [38.49327354 77.50672646],0
r1,1,0.036681,4.365145,[81 25] ; [75 43],[73.82142857 32.17857143] ; [82.17857143 35.82142857],0
n3,1,0.080368,3.057434,[25 17] ; [31  9],[28.68292683 13.31707317] ; [27.31707317 12.68292683],0
b5,1,0.080627,3.052226,[72 35] ; [66 52],[65.62666667 41.37333333] ; [72.37333333 45.62666667],0
u2,1,0.082383,3.017257,[22 10] ; [31 31],[18.04255319 13.95744681] ; [34.95744681 27.04255319],0
s6,1,0.102118,2.672143,[69 37] ; [63 53],[63.02702703 42.97297297] ; [68.97297297 47.02702703],0
