Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,83.511321,[30 61] ; [132  15],[61.94117647 29.05882353] ; [100.05882353  46.94117647],1
p2,1,0.0,32.4623,[47 47] ; [123  23],[66.58333333 27.41666667] ; [103.41666667  42.58333333],1
p11,1,0.0,32.207633,[40 54] ; [116  32],[60.59504132 33.40495868] ; [95.40495868 52.59504132],1
p8,1,0.0,26.594482,[19 73] ; [80 67],[38.10878661 53.89121339] ; [60.89121339 86.10878661],1
n6,1,2.9e-05,17.454296,[53 40] ; [121  27],[67.14522822 25.85477178] ; [106.85477178  41.14522822],1
p4,1,8.7e-05,15.389589,[24 70] ; [75 72],[38.61410788 55.38589212] ; [60.38589212 86.61410788],1
v4,1,0.000881,11.062734,[70 24] ; [133  14],[79.17842324 14.82157676] ; [123.82157676  23.17842324],1
r3,1,0.001271,10.384465,[66 28] ; [128  19],[75.66804979 18.33195021] ; [118.33195021  28.66804979],0
s8,1,0.001939,9.606362,[10 82] ; [ 41 107],[19.55 72.45] ; [ 31.45 116.55],0
d5,1,0.002222,9.356382,[55 39] ; [114  34],[65.6446281 28.3553719] ; [103.3553719  44.6446281],0
a1,1,0.002761,8.959281,[ 9 85] ; [  2 146],[ 4.27272727 89.72727273] ; [  6.72727273 141.27272727],0
p7,1,0.002946,8.840708,[35 59] ; [82 62],[46.21008403 47.78991597] ; [70.78991597 73.21008403],0
s7,1,0.003624,8.462976,[12 75] ; [44 99],[21.1826087 65.8173913] ; [ 34.8173913 108.1826087],0
p3,1,0.003938,8.312214,[22 72] ; [61 86],[32.37344398 61.62655602] ; [50.62655602 96.37344398],0
d4,1,0.005581,7.681003,[56 38] ; [113  35],[65.6446281 28.3553719] ; [103.3553719  44.6446281],0
s6,1,0.006944,7.287479,[26 66] ; [66 78],[35.86440678 56.13559322] ; [56.13559322 87.86440678],0
d1,1,0.007592,7.127251,[30 64] ; [73 75],[40.00826446 53.99173554] ; [62.99173554 85.00826446],0
p6,1,0.010015,6.632298,[14 79] ; [ 43 102],[22.27310924 70.72689076] ; [ 34.72689076 110.27310924],0
v1,1,0.011609,6.369596,[20 73] ; [54 92],[28.79497908 64.20502092] ; [ 45.20502092 100.79497908],0
r4,1,0.021068,5.321142,[61 33] ; [116  32],[68.75206612 25.24793388] ; [108.24793388  39.75206612],0
r2,1,0.024772,5.039779,[73 20] ; [131  16],[79.05 13.95] ; [124.95  22.05],0
u2,1,0.035897,4.402009,[15 28] ; [34 27],[20.25961538 22.74038462] ; [28.74038462 32.25961538],0
a5,1,0.037183,4.341996,[51 43] ; [100  48],[58.65289256 35.34710744] ; [92.34710744 55.65289256],0
s5,1,0.0615,3.496452,[10 82] ; [ 29 115],[15.20338983 76.79661017] ; [ 23.79661017 120.20338983],0
d3,1,0.067869,3.333815,[45 49] ; [88 59],[51.87551867 42.12448133] ; [81.12448133 65.87551867],0
n3,1,0.093801,2.807896,[23 19] ; [27 10],[26.58227848 15.41772152] ; [23.41772152 13.58227848],0
n5,1,0.104026,2.642706,[57 37] ; [104  43],[62.7966805 31.2033195] ; [98.2033195 48.7966805],0
r1,1,0.120984,2.404532,[53 40] ; [99 49],[58.65560166 34.34439834] ; [93.34439834 54.65560166],0
a7,1,0.123657,2.370379,[51 43] ; [95 53],[56.7107438 37.2892562] ; [89.2892562 58.7107438],0
p5,1,0.134511,2.239659,[ 4 89] ; [ 14 133],[ 6.975 86.025] ; [ 11.025 135.975],0
s1,1,0.155425,2.01818,[ 6 87] ; [  4 144],[ 3.85892116 89.14107884] ; [  6.14107884 141.85892116],0
n2,1,0.161715,1.958112,[24 21] ; [26 12],[27.10843373 17.89156627] ; [22.89156627 15.10843373],0
b1,1,0.183012,1.772996,[45 49] ; [58 90],[40.00826446 53.99173554] ; [62.99173554 85.00826446],0
p1,1,0.192347,1.699545,[ 5 88] ; [ 15 133],[ 7.71784232 85.28215768] ; [ 12.28215768 135.71784232],0
n4,1,0.224975,1.472354,[59 35] ; [104  44],[63.31404959 30.68595041] ; [99.68595041 48.31404959],0
a6,1,0.317113,1.000816,[53 41] ; [93 55],[56.7107438 37.2892562] ; [89.2892562 58.7107438],0
b3,1,0.414476,0.665923,[20 45] ; [28 47],[22.28571429 42.71428571] ; [25.71428571 49.28571429],0
b2,1,0.414476,0.665923,[20 45] ; [28 47],[22.28571429 42.71428571] ; [25.71428571 49.28571429],0
d2,1,0.414828,0.664921,[41 52] ; [57 90],[37.975 55.025] ; [60.025 86.975],0
a8,1,0.445594,0.581834,[11 76] ; [ 13 125],[ 9.28 77.72] ; [ 14.72 123.28],0
a2,1,0.454828,0.558593,[16 78] ; [ 20 128],[13.98347107 80.01652893] ; [ 22.01652893 125.98347107],0
b4,1,0.459005,0.548321,[52 42] ; [89 59],[54.76859504 39.23140496] ; [86.23140496 61.76859504],0
