Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,41.596593,[181 134] ; [25 88],[151.61214953 163.38785047] ; [54.38785047 58.61214953],1
p3,1,0.0,35.56809,[229  87] ; [47 67],[202.82790698 113.17209302] ; [73.17209302 40.82790698],1
p8,1,1e-05,19.542281,[235  79] ; [58 53],[216.47529412  97.52470588] ; [76.52470588 34.47529412],1
p5,1,0.000277,13.218481,[ 58 256] ; [  5 109],[ 46.21962617 267.78037383] ; [16.78037383 97.21962617],1
p11,1,0.000339,12.843131,[274  42] ; [82 32],[261.61860465  54.38139535] ; [94.38139535 19.61860465],1
v1,1,0.005184,7.814183,[195 115] ; [54 59],[182.4822695 127.5177305] ; [66.5177305 46.4822695],0
p2,1,0.005435,7.728688,[294  20] ; [97 17],[286.85514019  27.14485981] ; [104.14485981   9.85514019],0
d3,1,0.005646,7.660034,[246  70] ; [73 40],[234.97435897  81.02564103] ; [84.02564103 28.97435897],0
n5,1,0.00682,7.319732,[257  57] ; [78 34],[246.92488263  67.07511737] ; [88.07511737 23.92488263],0
p10,1,0.008041,7.02424,[285  29] ; [92 21],[277.23185012  36.76814988] ; [99.76814988 13.23185012],0
p9,1,0.017242,5.671561,[290  26] ; [93 18],[283.43793911  32.56206089] ; [99.56206089 11.43793911],0
p1,1,0.018606,5.538136,[ 34 280] ; [  4 110],[ 27.87850467 286.12149533] ; [ 10.12149533 103.87850467],0
a8,1,0.022997,5.168757,[ 41 243] ; [25 78],[ 48.43410853 235.56589147] ; [17.56589147 85.43410853],0
a7,1,0.024808,5.037225,[242  74] ; [75 39],[232.95813953  83.04186047] ; [84.04186047 29.95813953],0
u1,1,0.027721,4.845346,[ 82 234] ; [18 96],[ 73.48837209 242.51162791] ; [26.51162791 87.48837209],0
s7,1,0.035324,4.429463,[180 121] ; [53 57],[170.63990268 130.36009732] ; [62.36009732 47.63990268],0
b5,1,0.047534,3.926383,[177 139] ; [76 38],[185.9255814 130.0744186] ; [67.0744186 46.9255814],0
n3,1,0.050376,3.828887,[37 12] ; [27  2],[40.20512821  8.79487179] ; [23.79487179  5.20512821],0
s6,1,0.061902,3.485667,[227  79] ; [72 39],[219.41007194  86.58992806] ; [79.58992806 31.41007194],0
s5,1,0.078261,3.100659,[137 169] ; [39 72],[129.15107914 176.84892086] ; [46.84892086 64.15107914],0
u2,1,0.102723,2.662743,[33 23] ; [ 8 13],[29.81818182 26.18181818] ; [11.18181818  9.81818182],0
d1,1,0.102787,2.661766,[223  93] ; [71 43],[216.05581395  99.94418605] ; [77.94418605 36.05581395],0
p12,1,0.108039,2.582673,[ 33 283] ; [  6 106],[ 28.79439252 287.20560748] ; [ 10.20560748 101.79439252],0
s2,1,0.12379,2.368707,[174 138] ; [54 60],[166.98591549 145.01408451] ; [61.01408451 52.98591549],0
s8,1,0.128736,2.307675,[172 142] ; [52 60],[165.10798122 148.89201878] ; [58.89201878 53.10798122],0
a1,1,0.129559,2.297778,[ 24 292] ; [  4 110],[ 20.57674419 295.42325581] ; [  7.42325581 106.57674419],0
