Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000163,14.220886,[ 5 13] ; [54 18],[11.8  6.2] ; [47.2 24.8],1
r4,1,0.004794,7.955465,[12  6] ; [67  6],[15.62637363  2.37362637] ; [63.37362637  9.62637363],0
a5,1,0.016821,5.714981,[9 9] ; [57 16],[13.05494505  4.94505495] ; [52.94505495 20.05494505],0
p2,1,0.024931,5.028639,[10  8] ; [59 14],[13.64835165  4.35164835] ; [55.35164835 17.64835165],0
p6,1,0.029721,4.725365,[ 4 14] ; [37 36],[8.10989011 9.89010989] ; [32.89010989 40.10989011],0
p3,1,0.038058,4.30245,[ 4 14] ; [36 37],[ 7.91208791 10.08791209] ; [32.08791209 40.91208791],0
p7,1,0.045148,4.013093,[ 5 13] ; [39 33],[8.8 9.2] ; [35.2 36.8],0
a1,1,0.054512,3.696951,[ 3 15] ; [ 3 70],[ 1.18681319 16.81318681] ; [ 4.81318681 68.18681319],0
s8,1,0.057327,3.613086,[ 8 10] ; [50 23],[11.47252747  6.52747253] ; [46.52747253 26.47252747],0
p4,1,0.063043,3.455454,[ 7 11] ; [46 27],[10.48351648  7.51648352] ; [42.51648352 30.48351648],0
s2,1,0.071695,3.243782,[10  8] ; [56 17],[13.05494505  4.94505495] ; [52.94505495 20.05494505],0
s5,1,0.073461,3.203937,[ 5 13] ; [34 32],[8.35714286 9.64285714] ; [30.64285714 35.35714286],0
a6,1,0.08198,3.02521,[ 8 10] ; [48 24],[11.2  6.8] ; [44.8 27.2],0
u3,1,0.151494,2.057143,[2 4] ; [12  6],[3.5 2.5] ; [10.5  7.5],0
b5,1,0.17592,1.831762,[9 9] ; [49 24],[11.47252747  6.52747253] ; [46.52747253 26.47252747],0
a7,1,0.225705,1.467727,[11  7] ; [55 18],[13.05494505  4.94505495] ; [52.94505495 20.05494505],0
n3,1,0.229421,1.444444,[4 5] ; [20 10],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
s6,1,0.236605,1.400705,[13  5] ; [59 11],[14.72727273  3.27272727] ; [57.27272727 12.72727273],0
r2,1,0.24996,1.323529,[16  2] ; [69  3],[17.  1.] ; [68.  4.],0
a4,1,0.26926,1.220513,[ 7 11] ; [39 34],[9.0989011 8.9010989] ; [36.9010989 36.0989011],0
r3,1,0.282254,1.156207,[15  3] ; [67  6],[16.21978022  1.78021978] ; [65.78021978  7.21978022],0
d5,1,0.356356,0.850694,[13  5] ; [59 13],[14.4  3.6] ; [57.6 14.4],0
b1,1,0.361969,0.83105,[12  6] ; [40 33],[10.28571429  7.71428571] ; [41.71428571 31.28571429],0
v4,1,0.38851,0.7436,[16  2] ; [69  4],[16.81318681  1.18681319] ; [68.18681319  4.81318681],0
a3,1,0.397642,0.715445,[12  6] ; [55 17],[13.4  4.6] ; [53.6 18.4],0
v2,1,0.426088,0.633464,[ 8 10] ; [39 32],[9.50561798 8.49438202] ; [37.49438202 33.50561798],0
n5,1,0.465218,0.533312,[14  4] ; [49 22],[12.74157303  5.25842697] ; [50.25842697 20.74157303],0
s3,1,0.475402,0.509392,[11  7] ; [51 22],[12.26373626  5.73626374] ; [49.73626374 23.26373626],0
u1,1,0.533978,0.386816,[ 6 12] ; [19 54],[ 4.94505495 13.05494505] ; [20.05494505 52.94505495],0
d3,1,0.556298,0.346154,[12  6] ; [53 19],[13.  5.] ; [52. 20.],0
r1,1,0.560786,0.338346,[16  2] ; [60 12],[15.2  2.8] ; [60.8 11.2],0
a8,1,0.632743,0.22836,[ 2 14] ; [11 52],[ 2.63291139 13.36708861] ; [10.36708861 52.63291139],0
n6,1,0.655087,0.199546,[15  3] ; [55 15],[14.31818182  3.68181818] ; [55.68181818 14.31818182],0
n2,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
d1,1,0.715096,0.13324,[10  8] ; [44 29],[10.68131868  7.31868132] ; [43.31868132 29.68131868],0
b2,1,0.736429,0.11329,[5 8] ; [13 26],[4.5 8.5] ; [13.5 25.5],0
b3,1,0.736429,0.11329,[5 8] ; [13 26],[4.5 8.5] ; [13.5 25.5],0
p1,1,0.764291,0.08991,[ 3 15] ; [10 62],[ 2.6 15.4] ; [10.4 61.6],0
b4,1,0.782849,0.07596,[11  7] ; [42 31],[10.48351648  7.51648352] ; [42.51648352 30.48351648],0
