Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000163,14.220886,[ 5 13] ; [54 18],[11.8  6.2] ; [47.2 24.8],1
n4,1,0.783361,0.075593,[14  4] ; [53 18],[13.5505618  4.4494382] ; [53.4494382 17.5505618],0
u4,1,0.788675,0.071841,[ 1 17] ; [ 3 70],[ 0.79120879 17.20879121] ; [ 3.20879121 69.79120879],0
a2,1,0.844413,0.038515,[ 5 13] ; [22 51],[ 5.34065934 12.65934066] ; [21.65934066 51.34065934],0
v1,1,0.87097,0.026383,[10  8] ; [39 34],[9.69230769 8.30769231] ; [39.30769231 33.69230769],0
s1,1,0.874964,0.024761,[ 2 16] ; [ 7 64],[ 1.82022472 16.17977528] ; [ 7.17977528 63.82022472],0
p8,1,0.881201,0.022334,[ 7 11] ; [27 46],[ 6.72527473 11.27472527] ; [27.27472527 45.72527473],0
d4,1,0.897241,0.016679,[14  4] ; [57 15],[14.2  3.8] ; [56.8 15.2],0
u2,1,0.901321,0.015374,[3 3] ; [9 8],[3.13043478 2.86956522] ; [8.86956522 8.13043478],0
n1,1,0.906631,0.013757,[5 4] ; [16 14],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
v3,1,0.908282,0.013272,[ 6 12] ; [24 45],[ 6.20689655 11.79310345] ; [23.79310345 45.20689655],0
s4,1,0.923447,0.009234,[ 4 14] ; [17 56],[ 4.15384615 13.84615385] ; [16.84615385 56.15384615],0
p5,1,0.985245,0.000342,[ 2 16] ; [ 8 65],[ 1.97802198 16.02197802] ; [ 8.02197802 64.97802198],0
d2,1,1.0,0.0,[10  8] ; [40 32],[10.  8.] ; [40. 32.],0
