Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.011863,6.331213,[ 46 124] ; [15 15],[ 51.85 118.15] ; [ 9.15 20.85],0
s2,1,0.012885,6.184802,[92 84] ; [23  7],[98.25242718 77.74757282] ; [16.74757282 13.25242718],0
s3,1,0.037125,4.34465,[92 82] ; [22  8],[97.23529412 76.76470588] ; [16.76470588 13.23529412],0
n4,1,0.037476,4.32866,[133  42] ; [18 13],[128.27669903  46.72330097] ; [22.72330097  8.27669903],0
v3,1,0.050665,3.819302,[75 93] ; [ 8 23],[70.07035176 97.92964824] ; [12.92964824 18.07035176],0
p2,1,0.056009,3.651783,[137  40] ; [19 12],[132.75  44.25] ; [23.25  7.75],0
b3,1,0.05947,3.55209,[46 67] ; [ 4 17],[42.1641791 70.8358209] ; [ 7.8358209 13.1641791],0
b2,1,0.05947,3.55209,[46 67] ; [ 4 17],[42.1641791 70.8358209] ; [ 7.8358209 13.1641791],0
p1,1,0.09503,2.787026,[  9 169] ; [ 4 27],[ 11.07177033 166.92822967] ; [ 1.92822967 29.07177033],0
s8,1,0.111359,2.534823,[ 70 107] ; [17 14],[ 74.03365385 102.96634615] ; [12.96634615 18.03365385],0
r4,1,0.12235,2.38698,[147  31] ; [29  2],[149.89473684  28.10526316] ; [26.10526316  4.89473684],0
a8,1,0.241887,1.369565,[ 25 136] ; [ 2 26],[ 23. 138.] ; [ 4. 24.],0
s7,1,0.244403,1.355015,[77 93] ; [16 12],[79.84848485 90.15151515] ; [13.15151515 14.84848485],0
d3,1,0.248355,1.332532,[113  65] ; [23  8],[115.8277512  62.1722488] ; [20.1722488 10.8277512],0
d5,1,0.252269,1.310693,[139  39] ; [27  4],[141.37799043  36.62200957] ; [24.62200957  6.37799043],0
v2,1,0.25743,1.282524,[110  58] ; [17 14],[107.2160804  60.7839196] ; [19.7839196 11.2160804],0
n5,1,0.291368,1.113288,[129  46] ; [20 11],[126.5776699  48.4223301] ; [22.4223301  8.5776699],0
a5,1,0.292544,1.107878,[121  57] ; [24  7],[123.49282297  54.50717703] ; [21.50717703  9.49282297],0
n3,1,0.29781,1.083973,[35 11] ; [6 4],[33.67857143 12.32142857] ; [7.32142857 2.67857143],0
u2,1,0.313143,1.017374,[32 19] ; [3 4],[30.77586207 20.22413793] ; [4.22413793 2.77586207],0
b4,1,0.374826,0.787602,[107  71] ; [16 15],[104.75598086  73.24401914] ; [18.24401914 12.75598086],0
b1,1,0.388682,0.74306,[ 72 106] ; [10 21],[ 69.83732057 108.16267943] ; [12.16267943 18.83732057],0
a3,1,0.41384,0.667741,[125  53] ; [24  7],[126.89952153  51.10047847] ; [22.10047847  8.89952153],0
p10,1,0.437459,0.602938,[129  47] ; [24  6],[130.7184466  45.2815534] ; [22.2815534  7.7184466],0
d1,1,0.466372,0.53056,[93 85] ; [14 17],[91.1291866 86.8708134] ; [15.8708134 15.1291866],0
n2,1,0.484073,0.489672,[31 14] ; [8 2],[31.90909091 13.09090909] ; [7.09090909 2.90909091],0
s6,1,0.495106,0.465412,[118  58] ; [22  8],[119.61165049  56.38834951] ; [20.38834951  9.61165049],0
a4,1,0.520768,0.412373,[86 91] ; [17 14],[87.64903846 89.35096154] ; [15.35096154 15.64903846],0
p11,1,0.524527,0.404984,[125  53] ; [20 11],[123.49282297  54.50717703] ; [21.50717703  9.49282297],0
d4,1,0.530312,0.393793,[141  37] ; [23  8],[139.67464115  38.32535885] ; [24.32535885  6.67464115],0
a6,1,0.546107,0.364338,[119  59] ; [19 12],[117.53110048  60.46889952] ; [20.46889952 10.53110048],0
s1,1,0.557932,0.343297,[ 10 162] ; [ 1 30],[  9.32019704 162.67980296] ; [ 1.67980296 29.32019704],0
p6,1,0.605867,0.266237,[ 47 127] ; [ 7 24],[ 45.83414634 128.16585366] ; [ 8.16585366 22.83414634],0
u3,1,0.642845,0.215041,[35 18] ; [4 3],[34.45 18.55] ; [4.55 2.45],0
a2,1,0.653539,0.201467,[ 47 131] ; [ 7 24],[ 45.99043062 132.00956938] ; [ 8.00956938 22.99043062],0
a1,1,0.659479,0.194158,[  9 169] ; [ 1 30],[  8.51674641 169.48325359] ; [ 1.48325359 29.51674641],0
n6,1,0.666056,0.18625,[135  40] ; [25  6],[135.9223301  39.0776699] ; [24.0776699  6.9223301],0
b5,1,0.695744,0.152937,[120  58] ; [22  9],[120.93779904  57.06220096] ; [21.06220096  9.93779904],0
u1,1,0.708306,0.139975,[ 35 143] ; [ 7 24],[ 35.77033493 142.22966507] ; [ 6.22966507 24.77033493],0
n1,1,0.73824,0.11168,[16 29] ; [3 7],[15.54545455 29.45454545] ; [3.45454545 6.54545455],0
d2,1,0.768558,0.08659,[85 92] ; [14 17],[84.24519231 92.75480769] ; [14.75480769 16.24519231],0
p9,1,0.855701,0.033069,[139  38] ; [24  6],[139.37681159  37.62318841] ; [23.62318841  6.37681159],0
a7,1,0.858498,0.031786,[117  60] ; [21 10],[117.43269231  59.56730769] ; [20.56730769 10.43269231],0
p3,1,0.867594,0.027794,[ 71 105] ; [13 18],[ 71.42028986 104.57971014] ; [12.57971014 18.42028986],0
v4,1,0.888479,0.019664,[163  13] ; [28  2],[163.18446602  12.81553398] ; [27.81553398  2.18446602],0
r1,1,0.901956,0.015176,[138  38] ; [24  7],[137.73913043  38.26086957] ; [24.26086957  6.73913043],0
