Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.4e-05,18.833928,[14 31] ; [26  6],[23.37662338 21.62337662] ; [16.62337662 15.37662338],1
p9,1,0.000117,14.84816,[25 26] ; [32  4],[33.4137931 17.5862069] ; [23.5862069 12.4137931],1
u1,1,0.000121,14.774992,[ 2 49] ; [13 24],[ 8.69318182 42.30681818] ; [ 6.30681818 30.69318182],1
s2,1,0.000131,14.62625,[19 32] ; [29  8],[27.81818182 23.18181818] ; [20.18181818 16.81818182],1
s6,1,0.000927,10.96739,[30 21] ; [32  3],[36.76744186 14.23255814] ; [25.23255814  9.76744186],1
d1,1,0.001214,10.469071,[24 27] ; [30  7],[31.29545455 19.70454545] ; [22.70454545 14.29545455],0
d5,1,0.001343,10.282989,[36 15] ; [36  1],[41.72727273  9.27272727] ; [30.27272727  6.72727273],0
r4,1,0.003914,8.323154,[38 13] ; [36  1],[42.88636364  8.11363636] ; [31.11363636  5.88636364],0
p10,1,0.004214,8.189143,[21 30] ; [26 10],[27.55172414 23.44827586] ; [19.44827586 16.55172414],0
n6,1,0.004767,7.96564,[31 20] ; [31  4],[36.76744186 14.23255814] ; [25.23255814  9.76744186],0
d2,1,0.005416,7.735117,[22 29] ; [27 10],[28.39772727 22.60227273] ; [20.60227273 16.39772727],0
v2,1,0.009491,6.727995,[19 32] ; [23 12],[24.90697674 26.09302326] ; [17.09302326 17.90697674],0
p1,1,0.010869,6.486618,[ 3 48] ; [ 9 27],[ 7.03448276 43.96551724] ; [ 4.96551724 31.03448276],0
n1,1,0.011295,6.418234,[3 7] ; [10  2],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
r1,1,0.013567,6.093623,[32 19] ; [32  5],[37.09090909 13.90909091] ; [26.90909091 10.09090909],0
v4,1,0.017931,5.602847,[41 10] ; [36  1],[44.625  6.375] ; [32.375  4.625],0
a2,1,0.017994,5.596733,[ 7 44] ; [13 24],[11.59090909 39.40909091] ; [ 8.40909091 28.59090909],0
a3,1,0.022713,5.190309,[29 21] ; [30  7],[33.90804598 16.09195402] ; [25.09195402 11.90804598],0
v1,1,0.036898,4.355094,[21 30] ; [23 13],[25.79310345 25.20689655] ; [18.20689655 17.79310345],0
v3,1,0.053731,3.721033,[13 36] ; [16 18],[17.12048193 31.87951807] ; [11.87951807 22.12048193],0
a5,1,0.054049,3.711193,[30 21] ; [29  8],[34.19318182 16.80681818] ; [24.80681818 12.19318182],0
s5,1,0.055273,3.673835,[14 34] ; [17 17],[18.14634146 29.85365854] ; [12.85365854 21.14634146],0
a6,1,0.055905,3.654871,[24 27] ; [25 12],[28.39772727 22.60227273] ; [20.60227273 16.39772727],0
p5,1,0.057152,3.618148,[ 3 48] ; [ 7 30],[ 5.79545455 45.20454545] ; [ 4.20454545 32.79545455],0
n5,1,0.058461,3.580523,[26 24] ; [26 10],[30.23255814 19.76744186] ; [21.76744186 14.23255814],0
r3,1,0.080544,3.053888,[41  9] ; [35  2],[43.67816092  6.32183908] ; [32.32183908  4.67816092],0
p4,1,0.116473,2.464116,[32 19] ; [29  8],[35.35227273 15.64772727] ; [25.64772727 11.35227273],0
r2,1,0.120946,2.405027,[45  6] ; [36  1],[46.94318182  4.05681818] ; [34.05681818  2.94318182],0
s3,1,0.139661,2.181687,[25 26] ; [24 13],[28.39772727 22.60227273] ; [20.60227273 16.39772727],0
b4,1,0.143861,2.136162,[28 23] ; [26 11],[31.29545455 19.70454545] ; [22.70454545 14.29545455],0
p2,1,0.151706,2.055017,[36 15] ; [31  6],[38.82954545 12.17045455] ; [28.17045455  8.82954545],0
a4,1,0.167603,1.904257,[20 31] ; [20 17],[23.18181818 27.81818182] ; [16.81818182 20.18181818],0
p6,1,0.167603,1.904257,[20 31] ; [20 17],[23.18181818 27.81818182] ; [16.81818182 20.18181818],0
d4,1,0.185244,1.755047,[40 11] ; [33  4],[42.30681818  8.69318182] ; [30.69318182  6.30681818],0
u2,1,0.214193,1.542857,[ 8 13] ; [4 2],[ 9.33333333 11.66666667] ; [2.66666667 3.33333333],0
a8,1,0.354762,0.856351,[ 4 43] ; [ 5 28],[ 5.2875 41.7125] ; [ 3.7125 29.2875],0
d3,1,0.360523,0.836072,[34 17] ; [28  9],[35.93181818 15.06818182] ; [26.06818182 10.93181818],0
n3,1,0.363722,0.825,[9 1] ; [9 3],[8.18181818 1.81818182] ; [9.81818182 2.18181818],0
p8,1,0.377854,0.777673,[20 31] ; [18 19],[22.02272727 28.97727273] ; [15.97727273 21.02272727],0
n4,1,0.402985,0.699401,[34 17] ; [27  9],[35.75862069 15.24137931] ; [25.24137931 10.75862069],0
a7,1,0.411127,0.675539,[33 18] ; [27 10],[34.77272727 16.22727273] ; [25.22727273 11.77272727],0
p7,1,0.487817,0.481338,[34 17] ; [22 15],[32.45454545 18.54545455] ; [23.54545455 13.45454545],0
b3,1,0.497121,0.461077,[ 6 20] ; [ 7 15],[ 7.04166667 18.95833333] ; [ 5.95833333 16.04166667],0
b2,1,0.497121,0.461077,[ 6 20] ; [ 7 15],[ 7.04166667 18.95833333] ; [ 5.95833333 16.04166667],0
b5,1,0.583571,0.300496,[33 18] ; [26 11],[34.19318182 16.80681818] ; [24.80681818 12.19318182],0
s4,1,0.674286,0.176629,[13 38] ; [ 8 29],[12.17045455 38.82954545] ; [ 8.82954545 28.17045455],0
