Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000374,12.659125,[40 20] ; [36  1],[47.01030928 12.98969072] ; [28.98969072  8.01030928],1
s2,1,0.001535,10.035959,[28 32] ; [30  8],[35.51020408 24.48979592] ; [22.48979592 15.51020408],0
s7,1,0.002286,9.304511,[25 31] ; [25  7],[31.81818182 24.18181818] ; [18.18181818 13.81818182],0
p10,1,0.002379,9.231508,[26 33] ; [28  9],[33.1875 25.8125] ; [20.8125 16.1875],0
s4,1,0.003082,8.758001,[ 7 53] ; [14 24],[12.85714286 47.14285714] ; [ 8.14285714 29.85714286],0
d2,1,0.004927,7.906046,[22 38] ; [25 13],[28.7755102 31.2244898] ; [18.2244898 19.7755102],0
p9,1,0.006131,7.511437,[34 25] ; [32  6],[40.1443299 18.8556701] ; [25.8556701 12.1443299],0
a4,1,0.020921,5.333357,[22 38] ; [23 15],[27.55102041 32.44897959] ; [17.44897959 20.55102041],0
d5,1,0.024374,5.067817,[42 18] ; [34  4],[46.53061224 13.46938776] ; [29.46938776  8.53061224],0
s8,1,0.026057,4.952233,[21 39] ; [22 16],[26.32653061 33.67346939] ; [16.67346939 21.32653061],0
a3,1,0.028011,4.82741,[32 27] ; [29  9],[37.10309278 21.89690722] ; [23.89690722 14.10309278],0
d1,1,0.03015,4.700706,[26 34] ; [25 13],[31.2244898 28.7755102] ; [19.7755102 18.2244898],0
r2,1,0.048741,3.884246,[51  9] ; [37  1],[53.87755102  6.12244898] ; [34.12244898  3.87755102],0
b4,1,0.050876,3.812335,[29 31] ; [26 12],[33.67346939 26.32653061] ; [21.32653061 16.67346939],0
v3,1,0.056729,3.630536,[17 41] ; [18 19],[21.36842105 36.63157895] ; [13.63157895 23.36842105],0
a5,1,0.073076,3.21253,[37 23] ; [30  8],[41.02040816 18.97959184] ; [25.97959184 12.02040816],0
u1,1,0.095076,2.786255,[ 9 51] ; [11 27],[12.24489796 47.75510204] ; [ 7.75510204 30.24489796],0
p6,1,0.100513,2.697378,[20 40] ; [19 19],[23.87755102 36.12244898] ; [15.12244898 22.87755102],0
b1,1,0.12485,2.355402,[30 30] ; [25 13],[33.67346939 26.32653061] ; [21.32653061 16.67346939],0
p12,1,0.128954,2.305049,[ 1 59] ; [ 3 35],[ 2.44897959 57.55102041] ; [ 1.55102041 36.44897959],0
s3,1,0.138693,2.192402,[32 28] ; [26 12],[35.51020408 24.48979592] ; [22.48979592 15.51020408],0
