Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,133.994175,[452  56] ; [59 76],[403.71384137 104.28615863] ; [107.28615863  27.71384137],1
n6,1,0.0,39.628493,[465  41] ; [97 38],[443.63806552  62.36193448] ; [118.36193448  16.63806552],1
p4,1,5e-06,20.746732,[343 162] ; [63 72],[320.359375 184.640625] ; [85.640625 49.359375],1
v1,1,1e-05,19.419593,[305 185] ; [53 77],[282.93548387 207.06451613] ; [75.06451613 54.93548387],1
s7,1,1.2e-05,19.207538,[265 221] ; [44 89],[242.60743134 243.39256866] ; [66.39256866 66.60743134],1
p10,1,2.9e-05,17.471937,[483  24] ; [113  20],[472.14375  34.85625] ; [123.85625   9.14375],1
v3,1,0.000194,13.883999,[218 269] ; [34 94],[199.55121951 287.44878049] ; [52.44878049 75.55121951],1
a2,1,0.001747,9.797648,[133 375] ; [ 18 117],[119.2970451 388.7029549] ; [ 31.7029549 103.2970451],0
s2,1,0.002988,8.81472,[271 231] ; [53 81],[255.73584906 246.26415094] ; [68.26415094 65.73584906],0
p3,1,0.00337,8.595683,[289 217] ; [58 77],[273.91887676 232.08112324] ; [73.08112324 61.91887676],0
p6,1,0.003991,8.287881,[211 291] ; [37 94],[196.67614534 305.32385466] ; [51.32385466 79.67614534],0
d2,1,0.005211,7.804682,[252 254] ; [49 86],[237.60686427 268.39313573] ; [63.39313573 71.60686427],0
u1,1,0.006362,7.444811,[100 408] ; [ 13 122],[ 89.27527216 418.72472784] ; [ 23.72472784 111.27527216],0
a4,1,0.010275,6.586542,[243 264] ; [48 87],[229.80841121 277.19158879] ; [61.19158879 73.80841121],0
p8,1,0.016009,5.801927,[307 192] ; [67 67],[294.82780411 204.17219589] ; [79.17219589 54.82780411],0
b1,1,0.017923,5.603668,[183 325] ; [ 34 101],[171.44012442 336.55987558] ; [45.55987558 89.44012442],0
s6,1,0.022153,5.233762,[354 143] ; [81 52],[343.16666667 153.83333333] ; [91.83333333 41.16666667],0
a5,1,0.027083,4.885527,[393 115] ; [92 43],[383.1726283 124.8273717] ; [101.8273717  33.1726283],0
a3,1,0.027799,4.840516,[382 125] ; [89 46],[371.95794393 135.04205607] ; [99.04205607 35.95794393],0
p5,1,0.033006,4.545493,[ 78 426] ; [ 11 122],[ 70.41758242 433.58241758] ; [ 18.58241758 114.41758242],0
s3,1,0.051481,3.792571,[294 207] ; [65 67],[284.13744076 216.86255924] ; [74.86255924 57.13744076],0
d5,1,0.055001,3.682065,[419  87] ; [102  33],[411.27301092  94.72698908] ; [109.72698908  25.27301092],0
s8,1,0.057062,3.620789,[248 256] ; [54 81],[238.1971831 265.8028169] ; [63.8028169 71.1971831],0
d1,1,0.05748,3.608633,[313 195] ; [71 64],[303.37791602 204.62208398] ; [80.62208398 54.37791602],0
p7,1,0.058043,3.592449,[346 150] ; [80 51],[336.99521531 159.00478469] ; [89.00478469 41.99521531],0
n1,1,0.074358,3.184091,[38 53] ; [ 8 25],[33.75806452 57.24193548] ; [12.24193548 20.75806452],0
v2,1,0.099315,2.716513,[294 190] ; [68 61],[285.82055465 198.17944535] ; [76.17944535 52.82055465],0
s5,1,0.126526,2.334621,[177 313] ; [37 91],[169.6763754 320.3236246] ; [44.3236246 83.6763754],0
p12,1,0.129221,2.301839,[ 56 448] ; [  9 126],[ 51.26760563 452.73239437] ; [ 13.73239437 121.26760563],0
a7,1,0.139663,2.181671,[358 149] ; [104  31],[364.85046729 142.14953271] ; [97.14953271 37.85046729],0
u4,1,0.141833,2.157956,[ 15 492] ; [  1 134],[ 12.63551402 494.36448598] ; [  3.36448598 131.63551402],0
a6,1,0.186587,1.744365,[356 150] ; [87 48],[349.70046802 156.29953198] ; [93.29953198 41.70046802],0
a8,1,0.19807,1.656547,[ 71 395] ; [ 13 109],[ 66.57142857 399.42857143] ; [ 17.42857143 104.57142857],0
n2,1,0.215521,1.53395,[73 18] ; [23 10],[70.4516129 20.5483871] ; [25.5483871  7.4516129],0
d3,1,0.254579,1.297998,[346 161] ; [99 36],[351.42523364 155.57476636] ; [93.57476636 41.42523364],0
b3,1,0.316011,1.005385,[135 187] ; [29 52],[131.03722084 190.96277916] ; [32.96277916 48.03722084],0
b2,1,0.316011,1.005385,[135 187] ; [29 52],[131.03722084 190.96277916] ; [32.96277916 48.03722084],0
u3,1,0.331556,0.942811,[69 57] ; [29 17],[71.79069767 54.20930233] ; [26.20930233 19.79069767],0
v4,1,0.369023,0.806953,[487  18] ; [126   7],[485.21159875  19.78840125] ; [127.78840125   5.21159875],0
p2,1,0.453847,0.561027,[445  60] ; [114  19],[442.46865204  62.53134796] ; [116.53134796  16.46865204],0
b4,1,0.46941,0.523364,[291 217] ; [82 53],[294.6874028 213.3125972] ; [78.3125972 56.6874028],0
p1,1,0.485956,0.485467,[ 48 459] ; [ 10 123],[ 45.946875 461.053125] ; [ 12.053125 120.946875],0
r4,1,0.488647,0.479504,[465  43] ; [121  14],[462.96734059  45.03265941] ; [123.03265941  11.96734059],0
r1,1,0.501824,0.451077,[406 100] ; [104  30],[403.21875 102.78125] ; [106.78125  27.21875],0
s1,1,0.604482,0.268288,[ 11 489] ; [  4 131],[ 11.81102362 488.18897638] ; [  3.18897638 131.81102362],0
a1,1,0.638196,0.22111,[ 25 483] ; [  8 127],[ 26.07153966 481.92846034] ; [  6.92846034 128.07153966],0
r3,1,0.663528,0.189266,[490  15] ; [130   5],[489.21875  15.78125] ; [130.78125   4.21875],0
s4,1,0.729818,0.119279,[ 84 416] ; [ 21 114],[ 82.67716535 417.32283465] ; [ 22.32283465 112.67716535],0
d4,1,0.805224,0.060807,[419  87] ; [113  22],[419.95631825  86.04368175] ; [112.04368175  22.95631825],0
b5,1,0.810464,0.057517,[299 209] ; [81 54],[300.21772939 207.78227061] ; [79.78227061 55.21772939],0
u2,1,0.873364,0.025404,[75 51] ; [28 18],[75.45348837 50.54651163] ; [27.54651163 18.45348837],0
n3,1,0.881857,0.022087,[67 23] ; [25  8],[67.31707317 22.68292683] ; [24.68292683  8.31707317],0
r2,1,0.897468,0.016605,[474  29] ; [124   8],[473.69133858  29.30866142] ; [124.30866142   7.69133858],0
