Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.8e-05,16.530612,[32 16] ; [10 32],[22.4 25.6] ; [19.6 22.4],1
d5,1,0.001465,10.122228,[36 13] ; [17 25],[28.53846154 20.46153846] ; [24.46153846 17.53846154],0
d4,1,0.002984,8.816935,[39 10] ; [21 21],[32.30769231 16.69230769] ; [27.69230769 14.30769231],0
r3,1,0.004369,8.123912,[31 16] ; [15 27],[24.29213483 22.70786517] ; [21.70786517 20.29213483],0
a6,1,0.004413,8.105636,[31 18] ; [14 28],[24.23076923 24.76923077] ; [20.76923077 21.23076923],0
n5,1,0.012367,6.25744,[23 25] ; [31 11],[28.8 19.2] ; [25.2 16.8],0
p9,1,0.01358,6.091875,[30 18] ; [14 25],[24.27586207 23.72413793] ; [19.72413793 19.27586207],0
p10,1,0.017206,5.675263,[28 19] ; [14 27],[22.43181818 24.56818182] ; [19.56818182 21.43181818],0
a2,1,0.047168,3.939394,[ 9 40] ; [ 2 40],[ 5.92307692 43.07692308] ; [ 5.07692308 36.92307692],0
b1,1,0.048328,3.898533,[19 30] ; [25 17],[23.69230769 25.30769231] ; [20.30769231 21.69230769],0
d1,1,0.064242,3.42433,[22 27] ; [11 31],[17.76923077 31.23076923] ; [15.23076923 26.76923077],0
a8,1,0.069493,3.294955,[ 6 40] ; [ 1 40],[ 3.70114943 42.29885057] ; [ 3.29885057 37.70114943],0
p8,1,0.088973,2.892857,[11 37] ; [ 4 38],[ 8. 40.] ; [ 7. 35.],0
p7,1,0.096086,2.769343,[15 31] ; [ 7 34],[11.63218391 34.36781609] ; [10.36781609 30.63218391],0
n2,1,0.098398,2.731327,[14  7] ; [12 16],[11.14285714  9.85714286] ; [14.85714286 13.14285714],0
v2,1,0.100517,2.697318,[20 28] ; [10 30],[16.36363636 31.63636364] ; [13.63636364 26.36363636],0
p3,1,0.115467,2.477753,[ 9 39] ; [ 3 38],[ 6.47191011 41.52808989] ; [ 5.52808989 35.47191011],0
b5,1,0.12026,2.413926,[29 20] ; [18 24],[25.30769231 23.69230769] ; [21.69230769 20.30769231],0
a4,1,0.127464,2.323117,[18 31] ; [ 9 32],[14.7 34.3] ; [12.3 28.7],0
u3,1,0.129873,2.294021,[ 6 11] ; [ 3 18],[ 4.02631579 12.97368421] ; [ 4.97368421 16.02631579],0
u2,1,0.132967,2.257514,[8 7] ; [ 6 15],[5.83333333 9.16666667] ; [ 8.16666667 12.83333333],0
a3,1,0.138869,2.190452,[32 16] ; [21 20],[28.58426966 19.41573034] ; [24.41573034 16.58426966],0
a5,1,0.153389,2.038225,[26 23] ; [16 26],[22.61538462 26.38461538] ; [19.38461538 22.61538462],0
v4,1,0.21726,1.52238,[29 17] ; [21 21],[26.13636364 19.86363636] ; [23.86363636 18.13636364],0
b4,1,0.218629,1.51335,[33 16] ; [23 19],[30.15384615 18.84615385] ; [25.84615385 16.15384615],0
u1,1,0.227535,1.456202,[ 4 45] ; [ 1 41],[ 2.69230769 46.30769231] ; [ 2.30769231 39.69230769],0
v3,1,0.23568,1.40625,[13 35] ; [ 7 35],[10.66666667 37.33333333] ; [ 9.33333333 32.66666667],0
n6,1,0.245507,1.34869,[21 27] ; [23 18],[23.73033708 24.26966292] ; [20.26966292 20.73033708],0
n4,1,0.26071,1.264983,[27 22] ; [28 14],[29.61538462 19.38461538] ; [25.38461538 16.61538462],0
p11,1,0.279083,1.171549,[23 26] ; [15 27],[20.46153846 28.53846154] ; [17.53846154 24.46153846],0
s6,1,0.281871,1.158046,[18 31] ; [11 31],[15.61538462 33.38461538] ; [13.38461538 28.61538462],0
b2,1,0.295194,1.095779,[ 7 15] ; [13 15],[ 8.8 13.2] ; [11.2 16.8],0
b3,1,0.295194,1.095779,[ 7 15] ; [13 15],[ 8.8 13.2] ; [11.2 16.8],0
p6,1,0.400067,0.708125,[ 6 41] ; [ 3 38],[ 4.80681818 42.19318182] ; [ 4.19318182 36.80681818],0
s3,1,0.466724,0.52972,[20 28] ; [14 27],[18.33707865 29.66292135] ; [15.66292135 25.33707865],0
s8,1,0.487258,0.482576,[ 7 42] ; [ 4 38],[ 5.92307692 43.07692308] ; [ 5.07692308 36.92307692],0
r1,1,0.501083,0.452643,[16 33] ; [11 31],[14.53846154 34.46153846] ; [12.46153846 29.53846154],0
n3,1,0.536034,0.38294,[12  9] ; [13 14],[10.9375 10.0625] ; [14.0625 12.9375],0
p2,1,0.565719,0.329898,[24 24] ; [18 23],[22.65168539 25.34831461] ; [19.34831461 21.65168539],0
s2,1,0.57092,0.321146,[13 36] ; [ 9 33],[11.84615385 37.15384615] ; [10.15384615 31.84615385],0
r2,1,0.629748,0.232402,[28 16] ; [24 17],[26.91764706 17.08235294] ; [25.08235294 15.91764706],0
d2,1,0.767834,0.087148,[20 29] ; [18 23],[20.68888889 28.31111111] ; [17.31111111 23.68888889],0
a1,1,0.774233,0.082278,[ 6 43] ; [ 6 36],[ 6.46153846 42.53846154] ; [ 5.53846154 36.46153846],0
s1,1,0.819263,0.052209,[ 4 45] ; [ 4 38],[ 4.30769231 44.69230769] ; [ 3.69230769 38.30769231],0
s7,1,0.833246,0.044327,[13 34] ; [10 29],[12.56976744 34.43023256] ; [10.43023256 28.56976744],0
v1,1,0.836921,0.042367,[14 32] ; [13 27],[14.44186047 31.55813953] ; [12.55813953 27.44186047],0
p1,1,0.887981,0.019841,[ 5 43] ; [ 4 38],[ 4.8 43.2] ; [ 4.2 37.8],0
s5,1,0.935392,0.006571,[ 7 40] ; [ 6 36],[ 6.86516854 40.13483146] ; [ 6.13483146 35.86516854],0
s4,1,0.965227,0.001901,[ 8 41] ; [ 7 35],[ 8.07692308 40.92307692] ; [ 6.92307692 35.07692308],0
n1,1,1.0,0.0,[ 6 15] ; [ 8 20],[ 6. 15.] ; [ 8. 20.],0
