Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.689128,[ 1 22] ; [31 11],[11.32307692 11.67692308] ; [20.67692308 21.32307692],1
v4,1,1.4e-05,18.901139,[ 6 17] ; [34  8],[14.15384615  8.84615385] ; [25.84615385 16.15384615],1
v2,1,8.5e-05,15.433713,[ 1 21] ; [21 17],[ 8.06666667 13.93333333] ; [13.93333333 24.06666667],1
s2,1,0.0002,13.833188,[ 1 22] ; [21 21],[ 7.78461538 15.21538462] ; [14.21538462 27.78461538],1
p11,1,0.002592,9.074311,[ 2 21] ; [19 23],[ 7.43076923 15.56923077] ; [13.56923077 28.43076923],0
r1,1,0.004146,8.218554,[ 8 15] ; [30 12],[13.44615385  9.55384615] ; [24.55384615 17.44615385],0
a1,1,0.004163,8.211246,[ 7 16] ; [ 2 40],[ 3.18461538 19.81538462] ; [ 5.81538462 36.18461538],0
n4,1,0.005081,7.850242,[16  7] ; [14 28],[10.61538462 12.38461538] ; [19.38461538 22.61538462],0
s6,1,0.005905,7.579126,[ 2 21] ; [17 24],[ 6.828125 16.171875] ; [12.171875 28.828125],0
u3,1,0.009375,6.75,[1 7] ; [11  5],[4. 4.] ; [8. 8.],0
n5,1,0.009516,6.723291,[15  8] ; [13 28],[10.0625 12.9375] ; [17.9375 23.0625],0
p4,1,0.017424,5.65315,[ 1 22] ; [12 29],[ 4.671875 18.328125] ; [ 8.328125 32.671875],0
u2,1,0.019172,5.485714,[2 6] ; [12  4],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
p9,1,0.02865,4.788547,[ 6 16] ; [23 18],[10.12698413 11.87301587] ; [18.87301587 22.12698413],0
d4,1,0.055372,3.670837,[12 11] ; [31 10],[15.453125  7.546875] ; [27.546875 13.453125],0
b5,1,0.059941,3.539017,[ 7 16] ; [23 19],[10.61538462 12.38461538] ; [19.38461538 22.61538462],0
n3,1,0.064324,3.422222,[4 8] ; [14  7],[6.54545455 5.45454545] ; [11.45454545  9.54545455],0
p10,1,0.065774,3.385458,[ 5 17] ; [19 22],[ 8.38095238 13.61904762] ; [15.61904762 25.38095238],0
s8,1,0.067996,3.330745,[ 1 22] ; [ 9 33],[ 3.53846154 19.46153846] ; [ 6.46153846 35.53846154],0
p7,1,0.071202,3.255092,[ 3 19] ; [14 26],[ 6.03225806 15.96774194] ; [10.96774194 29.03225806],0
s3,1,0.08064,3.051965,[ 7 15] ; [23 19],[10.3125 11.6875] ; [19.6875 22.3125],0
n2,1,0.109781,2.557367,[5 7] ; [16  7],[7.2 4.8] ; [13.8  9.2],0
b2,1,0.124181,2.363781,[9 8] ; [ 7 17],[ 6.63414634 10.36585366] ; [ 9.36585366 14.63414634],0
b3,1,0.124181,2.363781,[9 8] ; [ 7 17],[ 6.63414634 10.36585366] ; [ 9.36585366 14.63414634],0
n1,1,0.15115,2.060606,[8 4] ; [ 9 13],[6. 6.] ; [11. 11.],0
s5,1,0.163819,1.93861,[ 1 22] ; [ 6 31],[ 2.68333333 20.31666667] ; [ 4.31666667 32.68333333],0
a6,1,0.192718,1.696713,[14  9] ; [18 23],[11.5 11.5] ; [20.5 20.5],0
p1,1,0.202486,1.624354,[ 4 19] ; [ 3 39],[ 2.47692308 20.52307692] ; [ 4.52307692 37.47692308],0
s7,1,0.204985,1.606498,[ 3 18] ; [11 27],[ 4.98305085 16.01694915] ; [ 9.01694915 28.98305085],0
r2,1,0.252005,1.312154,[15  7] ; [34  8],[16.84375  5.15625] ; [32.15625  9.84375],0
a4,1,0.27306,1.201308,[12 11] ; [16 26],[ 9.90769231 13.09230769] ; [18.09230769 23.90769231],0
a2,1,0.293361,1.104131,[ 5 18] ; [ 5 37],[ 3.53846154 19.46153846] ; [ 6.46153846 35.53846154],0
