Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000621,11.710872,[ 9 22] ; [20  7],[15.5 15.5] ; [13.5 13.5],1
p3,1,0.004217,8.187791,[ 6 25] ; [15 12],[11.22413793 19.77586207] ; [ 9.77586207 17.22413793],0
s5,1,0.004898,7.916667,[ 5 25] ; [14 13],[10. 20.] ; [ 9. 18.],0
a5,1,0.038625,4.2773,[16 15] ; [21  6],[19.77586207 11.22413793] ; [17.22413793  9.77586207],0
p6,1,0.046478,3.964198,[ 2 28] ; [ 7 20],[ 4.73684211 25.26315789] ; [ 4.26315789 22.73684211],0
a2,1,0.053187,3.738049,[ 3 28] ; [ 8 19],[ 5.87931034 25.12068966] ; [ 5.12068966 21.87931034],0
s6,1,0.076716,3.133137,[18 12] ; [22  5],[21.05263158  8.94736842] ; [18.94736842  8.05263158],0
u1,1,0.08232,3.018495,[ 2 29] ; [ 6 21],[ 4.27586207 26.72413793] ; [ 3.72413793 23.27586207],0
b3,1,0.096104,2.769034,[ 4 11] ; [7 5],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
b2,1,0.096104,2.769034,[ 4 11] ; [7 5],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
a6,1,0.110576,2.545964,[18 13] ; [21  6],[20.84482759 10.15517241] ; [18.15517241  8.84482759],0
r2,1,0.116751,2.460368,[30  1] ; [23  4],[28.32758621  2.67241379] ; [24.67241379  2.32758621],0
p5,1,0.116751,2.460368,[ 1 30] ; [ 4 23],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
s7,1,0.144971,2.124387,[ 9 22] ; [12 13],[11.625 19.375] ; [ 9.375 15.625],0
p7,1,0.203187,1.619318,[15 15] ; [18  9],[17.36842105 12.63157895] ; [15.63157895 11.36842105],0
u2,1,0.263552,1.25,[7 3] ; [9 1],[8. 2.] ; [8. 2.],0
s3,1,0.283832,1.148649,[14 17] ; [16 11],[16.03448276 14.96551724] ; [13.96551724 13.03448276],0
