Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,90.596561,[ 2 66] ; [175  84],[36.80733945 31.19266055] ; [140.19266055 118.80733945],1
d3,1,0.0,66.416574,[15 53] ; [195  64],[43.66972477 24.33027523] ; [166.33027523  92.66972477],1
d5,1,0.0,66.069462,[27 41] ; [224  35],[52.19571865 15.80428135] ; [198.80428135  60.19571865],1
a4,1,0.0,26.889065,[11 56] ; [134 125],[29.8006135 37.1993865] ; [115.1993865 143.8006135],1
a7,1,1.4e-05,18.934016,[34 34] ; [199  60],[48.45259939 19.54740061] ; [184.54740061  74.45259939],1
d2,1,8.1e-05,15.524099,[18 50] ; [137 120],[32.43076923 35.56923077] ; [122.56923077 134.43076923],1
a5,1,9.4e-05,15.250304,[34 34] ; [193  66],[47.20489297 20.79510703] ; [179.79510703  79.20489297],1
a2,1,0.000962,10.899558,[ 4 64] ; [ 62 197],[13.72477064 54.27522936] ; [ 52.27522936 206.72477064],1
u2,1,0.001195,10.498016,[11 22] ; [52 26],[18.72972973 14.27027027] ; [44.27027027 33.72972973],0
a3,1,0.007877,7.061147,[35 32] ; [180  79],[44.18711656 22.81288344] ; [170.81288344  88.18711656],0
s2,1,0.010536,6.542001,[20 45] ; [124 132],[29.1588785 35.8411215] ; [114.8411215 141.1588785],0
v2,1,0.018974,5.503896,[22 42] ; [125 121],[30.3483871 33.6516129] ; [116.6516129 129.3483871],0
s5,1,0.0283,4.809695,[ 9 56] ; [ 65 176],[15.71895425 49.28104575] ; [ 58.28104575 182.71895425],0
u3,1,0.034281,4.480619,[16 17] ; [55 24],[20.91964286 12.08035714] ; [50.08035714 28.91964286],0
n3,1,0.041502,4.155405,[18  3] ; [53 32],[14.06603774  6.93396226] ; [56.93396226 28.06603774],0
r3,1,0.041926,4.138198,[58 10] ; [241  18],[62.17737003  5.82262997] ; [236.82262997  22.17737003],0
n2,1,0.061292,3.502062,[20  3] ; [57 28],[16.39814815  6.60185185] ; [60.60185185 24.39814815],0
s7,1,0.06545,3.393594,[19 47] ; [101 144],[25.46623794 40.53376206] ; [ 94.53376206 150.46623794],0
r1,1,0.075148,3.166825,[45 23] ; [198  60],[50.68711656 17.31288344] ; [192.31288344  65.68711656],0
r2,1,0.108149,2.581068,[61  7] ; [245  13],[63.82822086  4.17177914] ; [242.17177914  15.82822086],0
a6,1,0.123168,2.376561,[40 28] ; [178  81],[45.33333333 22.66666667] ; [172.66666667  86.33333333],0
s8,1,0.133539,2.250877,[19 49] ; [ 97 160],[24.27076923 43.72923077] ; [ 91.72923077 165.27076923],0
b2,1,0.137687,2.203618,[10 27] ; [58 86],[13.90055249 23.09944751] ; [54.09944751 89.90055249],0
b3,1,0.137687,2.203618,[10 27] ; [58 86],[13.90055249 23.09944751] ; [54.09944751 89.90055249],0
a8,1,0.175472,1.835561,[ 8 51] ; [ 19 221],[ 5.3277592 53.6722408] ; [ 21.6722408 218.3277592],0
p6,1,0.187028,1.740878,[ 7 61] ; [ 43 213],[10.49382716 57.50617284] ; [ 39.50617284 216.49382716],0
s1,1,0.218117,1.51672,[ 5 62] ; [ 10 246],[ 3.11145511 63.88854489] ; [ 11.88854489 244.11145511],0
s3,1,0.240084,1.380098,[27 37] ; [130 128],[31.20496894 32.79503106] ; [125.79503106 132.20496894],0
p12,1,0.331712,0.942205,[ 3 65] ; [ 20 236],[ 4.82716049 63.17283951] ; [ 18.17283951 237.82716049],0
p4,1,0.377825,0.777766,[26 42] ; [114 144],[29.20245399 38.79754601] ; [110.79754601 147.20245399],0
b1,1,0.403626,0.697496,[22 46] ; [ 98 161],[24.95412844 43.04587156] ; [ 95.04587156 163.95412844],0
p2,1,0.412045,0.672893,[44 24] ; [181  78],[46.78899083 21.21100917] ; [178.21100917  80.78899083],0
b4,1,0.433367,0.613783,[39 29] ; [162  97],[41.79816514 26.20183486] ; [159.20183486  99.79816514],0
n4,1,0.435682,0.60763,[45 23] ; [184  75],[47.62079511 20.37920489] ; [181.37920489  77.62079511],0
p11,1,0.442138,0.590728,[49 19] ; [174  85],[46.37308869 21.62691131] ; [176.62691131  82.37308869],0
n1,1,0.485618,0.48622,[ 8 15] ; [36 48],[ 9.45794393 13.54205607] ; [34.54205607 49.45794393],0
v3,1,0.491083,0.474153,[19 46] ; [ 82 161],[21.31493506 43.68506494] ; [ 79.68506494 163.31493506],0
n5,1,0.500812,0.453215,[48 20] ; [171  87],[45.6809816 22.3190184] ; [173.3190184  84.6809816],0
p10,1,0.530955,0.392564,[45 22] ; [182  74],[47.08668731 19.91331269] ; [179.91331269  76.08668731],0
r4,1,0.574051,0.315952,[57 11] ; [224  35],[58.43425076  9.56574924] ; [222.56574924  36.43425076],0
s6,1,0.585269,0.297794,[38 29] ; [154 101],[39.95031056 27.04968944] ; [152.04968944 102.95031056],0
b5,1,0.667025,0.185101,[43 25] ; [171  88],[44.50152905 23.49847095] ; [169.49847095  89.50152905],0
s4,1,0.669594,0.182078,[10 58] ; [ 43 212],[11.15789474 56.84210526] ; [ 41.84210526 213.15789474],0
