Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00769,7.104273,[3 5] ; [ 40 392],[0.78181818 7.21818182] ; [ 42.21818182 389.78181818],0
v4,1,0.009143,6.794762,[6 2] ; [409  20],[7.597254 0.402746] ; [407.402746  21.597254],0
a1,1,0.034188,4.485276,[2 6] ; [ 27 405],[0.52727273 7.47272727] ; [ 28.47272727 403.52727273],0
s6,1,0.131626,2.273227,[3 4] ; [293 129],[4.82983683 2.17016317] ; [291.17016317 130.82983683],0
v2,1,0.148387,2.088752,[3 5] ; [262 157],[4.96487119 3.03512881] ; [260.03512881 158.96487119],0
b4,1,0.210018,1.571304,[3 5] ; [257 175],[4.72727273 3.27272727] ; [255.27272727 176.72727273],0
v3,1,0.219812,1.505601,[2 6] ; [193 219],[3.71428571 4.28571429] ; [191.28571429 220.71428571],0
v1,1,0.225745,1.467474,[3 5] ; [247 173],[4.6728972 3.3271028] ; [245.3271028 174.6728972],0
p9,1,0.277409,1.179739,[6 2] ; [374  52],[7.00460829 0.99539171] ; [372.99539171  53.00460829],0
u1,1,0.280913,1.16267,[1 7] ; [130 302],[2.38181818 5.61818182] ; [128.61818182 303.38181818],0
r3,1,0.329708,0.950045,[7 1] ; [408  21],[7.597254 0.402746] ; [407.402746  21.597254],0
a8,1,0.335056,0.929259,[2 5] ; [ 58 322],[1.08527132 5.91472868] ; [ 58.91472868 321.08527132],0
a6,1,0.360896,0.834773,[7 1] ; [315 116],[5.86788155 2.13211845] ; [316.13211845 114.86788155],0
b5,1,0.382114,0.763889,[6 2] ; [258 174],[4.8 3.2] ; [259.2 172.8],0
r1,1,0.403128,0.698976,[6 2] ; [367  62],[6.82837529 1.17162471] ; [366.17162471  62.82837529],0
s7,1,0.415624,0.662655,[5 2] ; [232 182],[3.94061758 3.05938242] ; [233.05938242 180.94061758],0
p10,1,0.416592,0.65991,[6 2] ; [366  63],[6.81006865 1.18993135] ; [365.18993135  63.81006865],0
a7,1,0.424314,0.638335,[7 1] ; [325 107],[6.03636364 1.96363636] ; [325.96363636 106.03636364],0
a4,1,0.425678,0.634586,[6 2] ; [263 167],[4.91324201 3.08675799] ; [264.08675799 165.91324201],0
a2,1,0.461105,0.54321,[4 4] ; [161 271],[3. 5.] ; [162. 270.],0
s3,1,0.598443,0.27735,[4 4] ; [250 172],[4.7255814 3.2744186] ; [249.2744186 172.7255814],0
p11,1,0.613834,0.25463,[6 2] ; [354  78],[6.54545455 1.45454545] ; [353.45454545  78.54545455],0
s5,1,0.665592,0.186802,[2 5] ; [150 261],[2.54545455 4.45454545] ; [149.45454545 261.54545455],0
p6,1,0.683136,0.166617,[4 4] ; [181 242],[3.43387471 4.56612529] ; [181.56612529 241.43387471],0
r4,1,0.694599,0.154151,[7 1] ; [395  37],[7.30909091 0.69090909] ; [394.69090909  37.30909091],0
p4,1,0.708568,0.139712,[5 3] ; [294 134],[5.48623853 2.51376147] ; [293.51376147 134.48623853],0
p8,1,0.714775,0.133554,[5 3] ; [237 186],[4.49187935 3.50812065] ; [237.50812065 185.49187935],0
s2,1,0.717868,0.130545,[5 3] ; [239 187],[4.49769585 3.50230415] ; [239.50230415 186.49769585],0
b2,1,0.751501,0.100274,[2 4] ; [114 173],[2.37542662 3.62457338] ; [113.62457338 173.37542662],0
b3,1,0.751501,0.100274,[2 4] ; [114 173],[2.37542662 3.62457338] ; [113.62457338 173.37542662],0
n6,1,0.777776,0.079647,[7 1] ; [389  41],[7.23287671 0.76712329] ; [388.76712329  41.23287671],0
n1,1,0.778687,0.078978,[1 2] ; [34 48],[1.23529412 1.76470588] ; [33.76470588 48.23529412],0
p7,1,0.804515,0.06126,[5 3] ; [280 140],[5.3271028 2.6728972] ; [279.6728972 140.3271028],0
p2,1,0.809527,0.058099,[7 1] ; [362  67],[6.75514874 1.24485126] ; [362.24485126  66.75514874],0
n3,1,0.831099,0.045494,[2 1] ; [60 23],[2.1627907 0.8372093] ; [59.8372093 23.1627907],0
s4,1,0.836847,0.042407,[1 7] ; [ 64 359],[1.20649652 6.79350348] ; [ 63.79350348 359.20649652],0
n2,1,0.857866,0.032074,[2 1] ; [60 24],[2.13793103 0.86206897] ; [59.86206897 24.13793103],0
s8,1,0.864585,0.029084,[4 4] ; [227 201],[4.23853211 3.76146789] ; [226.76146789 201.23853211],0
p5,1,0.902355,0.015052,[1 7] ; [ 60 368],[1.11926606 6.88073394] ; [ 59.88073394 368.11926606],0
b1,1,0.904947,0.01426,[3 5] ; [171 261],[3.16363636 4.83636364] ; [170.83636364 261.16363636],0
p3,1,0.944008,0.004933,[4 3] ; [240 190],[3.90846682 3.09153318] ; [240.09153318 189.90846682],0
n5,1,0.988138,0.000221,[7 1] ; [377  53],[7.01369863 0.98630137] ; [376.98630137  53.01369863],0
