Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,21.834311,[ 16 103] ; [20 21],[26.775 92.225] ; [ 9.225 31.775],1
p7,1,8e-06,19.976761,[29 88] ; [25 14],[40.5 76.5] ; [13.5 25.5],1
p5,1,0.002246,9.337073,[  5 112] ; [ 8 33],[  9.62658228 107.37341772] ; [ 3.37341772 37.62658228],0
p3,1,0.00636,7.445394,[32 88] ; [20 20],[39. 81.] ; [13. 27.],0
p4,1,0.006863,7.308372,[33 86] ; [20 19],[39.91772152 79.08227848] ; [13.08227848 25.91772152],0
d2,1,0.049116,3.87139,[60 59] ; [13 27],[54.63522013 64.36477987] ; [18.36477987 21.63522013],0
p10,1,0.050399,3.828144,[69 49] ; [31 10],[74.21383648 43.78616352] ; [25.78616352 15.21383648],0
v2,1,0.051445,3.793719,[52 61] ; [25 14],[57.24342105 55.75657895] ; [19.75657895 19.24342105],0
p9,1,0.096584,2.761062,[71 45] ; [31 10],[75.36305732 40.63694268] ; [26.63694268 14.36305732],0
s3,1,0.104538,2.634906,[61 59] ; [14 25],[56.60377358 63.39622642] ; [18.39622642 20.60377358],0
s5,1,0.110832,2.542318,[27 84] ; [15 25],[30.87417219 80.12582781] ; [11.12582781 28.87417219],0
u2,1,0.112357,2.520757,[25 14] ; [ 8 11],[22.18965517 16.81034483] ; [10.81034483  8.18965517],0
d4,1,0.116814,2.45952,[93 27] ; [26 14],[89.25 30.75] ; [29.75 10.25],0
s4,1,0.147416,2.098791,[27 92] ; [ 5 36],[23.8 95.2] ; [ 8.2 32.8],0
b1,1,0.148779,2.084727,[63 58] ; [16 25],[59.00617284 61.99382716] ; [19.99382716 21.00617284],0
a1,1,0.159854,1.97561,[ 11 110] ; [ 1 40],[  8.96296296 112.03703704] ; [ 3.03703704 37.96296296],0
a3,1,0.172596,1.860249,[81 40] ; [22 18],[77.40993789 43.59006211] ; [25.59006211 14.40993789],0
p12,1,0.18056,1.793007,[  7 113] ; [ 5 36],[  8.94409938 111.05590062] ; [ 3.05590062 37.94409938],0
p11,1,0.203316,1.618394,[69 52] ; [28 13],[72.45061728 48.54938272] ; [24.54938272 16.45061728],0
b5,1,0.218658,1.513156,[78 43] ; [22 19],[74.69135802 46.30864198] ; [25.30864198 15.69135802],0
a4,1,0.289393,1.122442,[57 64] ; [15 25],[54.11180124 66.88819876] ; [17.88819876 22.11180124],0
