Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000832,11.169468,[24  4] ; [44 44],[16.4137931 11.5862069] ; [51.5862069 36.4137931],1
v2,1,0.001232,10.442028,[16 11] ; [22 64],[ 9.07964602 17.92035398] ; [28.92035398 57.07964602],0
a2,1,0.004258,8.170447,[ 8 20] ; [ 7 82],[ 3.58974359 24.41025641] ; [11.41025641 77.58974359],0
d1,1,0.007209,7.220142,[16 12] ; [26 63],[10.05128205 17.94871795] ; [31.94871795 57.05128205],0
d2,1,0.008132,7.004128,[16 12] ; [26 62],[10.13793103 17.86206897] ; [31.86206897 56.13793103],0
d5,1,0.015641,5.842753,[22  6] ; [47 42],[16.51282051 11.48717949] ; [52.48717949 36.51282051],0
r2,1,0.01884,5.51626,[20  7] ; [41 44],[14.70535714 12.29464286] ; [46.29464286 38.70535714],0
d4,1,0.022509,5.205977,[23  5] ; [52 37],[17.94871795 10.05128205] ; [57.05128205 31.94871795],0
d3,1,0.051601,3.788652,[18 10] ; [38 50],[13.51724138 14.48275862] ; [42.48275862 45.51724138],0
v1,1,0.061582,3.494253,[13 14] ; [25 62],[ 9. 18.] ; [29. 58.],0
s6,1,0.08636,2.94095,[12 16] ; [23 66],[ 8.37606838 19.62393162] ; [26.62393162 62.37606838],0
s2,1,0.099137,2.719379,[10 17] ; [19 70],[ 6.75 20.25] ; [22.25 66.75],0
p1,1,0.133303,2.253612,[ 4 24] ; [ 5 84],[ 2.15384615 25.84615385] ; [ 6.84615385 82.15384615],0
a4,1,0.153087,2.041214,[12 16] ; [25 63],[ 8.93103448 19.06896552] ; [28.06896552 59.93103448],0
s4,1,0.16578,1.920692,[ 2 26] ; [16 73],[ 4.30769231 23.69230769] ; [13.69230769 75.30769231],0
b1,1,0.181099,1.788581,[12 16] ; [51 38],[15.07692308 12.92307692] ; [47.92307692 41.07692308],0
n4,1,0.182005,1.781177,[20  8] ; [51 38],[16.99145299 11.00854701] ; [54.00854701 34.99145299],0
p4,1,0.184608,1.760136,[ 6 20] ; [33 56],[ 8.8173913 17.1826087] ; [30.1826087 58.8173913],0
a1,1,0.192802,1.696077,[ 5 23] ; [ 8 81],[ 3.11111111 24.88888889] ; [ 9.88888889 79.11111111],0
n6,1,0.197896,1.657831,[19  9] ; [47 40],[16.06956522 11.93043478] ; [49.93043478 37.06956522],0
s8,1,0.202613,1.623438,[ 7 21] ; [13 76],[ 4.78632479 23.21367521] ; [15.21367521 73.78632479],0
r1,1,0.205031,1.60617,[10 18] ; [21 68],[ 7.41880342 20.58119658] ; [23.58119658 65.41880342],0
s7,1,0.225943,1.46622,[ 9 16] ; [20 64],[ 6.65137615 18.34862385] ; [22.34862385 61.65137615],0
n2,1,0.226398,1.463346,[11  5] ; [22 21],[8.94915254 7.05084746] ; [24.05084746 18.94915254],0
a5,1,0.297524,1.085257,[17 11] ; [44 45],[14.5982906 13.4017094] ; [46.4017094 42.5982906],0
a6,1,0.306487,1.045755,[16 12] ; [41 48],[13.64102564 14.35897436] ; [43.35897436 45.64102564],0
b2,1,0.317181,1.000533,[6 7] ; [17 37],[4.46268657 8.53731343] ; [18.53731343 35.46268657],0
b3,1,0.317181,1.000533,[6 7] ; [17 37],[4.46268657 8.53731343] ; [18.53731343 35.46268657],0
p3,1,0.33346,0.935415,[ 8 18] ; [19 69],[ 6.15789474 19.84210526] ; [20.84210526 67.15789474],0
p2,1,0.33745,0.920097,[12 14] ; [50 38],[14.14035088 11.85964912] ; [47.85964912 40.14035088],0
v4,1,0.350832,0.870444,[19  9] ; [51 37],[16.89655172 11.10344828] ; [53.10344828 34.89655172],0
n5,1,0.389341,0.740999,[20  8] ; [55 33],[18.10344828  9.89655172] ; [56.89655172 31.10344828],0
b4,1,0.403233,0.698664,[17 11] ; [46 43],[15.07692308 12.92307692] ; [47.92307692 41.07692308],0
p9,1,0.41959,0.651465,[17 10] ; [46 39],[15.1875 11.8125] ; [47.8125 37.1875],0
p6,1,0.480263,0.498266,[ 6 21] ; [14 72],[ 4.77876106 22.22123894] ; [15.22123894 70.77876106],0
a7,1,0.488141,0.480621,[15 13] ; [41 48],[13.4017094 14.5982906] ; [42.5982906 46.4017094],0
