Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.054292,3.703704,[2 1] ; [1 8],[0.75 2.25] ; [2.25 6.75],0
p8,1,0.157299,2.0,[1 2] ; [7 2],[2. 1.] ; [6. 3.],0
s5,1,0.200751,1.636905,[1 2] ; [6 2],[1.90909091 1.09090909] ; [5.09090909 2.90909091],0
b5,1,0.310494,1.028571,[2 1] ; [3 6],[1.25 1.75] ; [3.75 5.25],0
a6,1,0.310494,1.028571,[1 2] ; [6 3],[1.75 1.25] ; [5.25 3.75],0
d1,1,0.310494,1.028571,[2 1] ; [3 6],[1.25 1.75] ; [3.75 5.25],0
a4,1,0.371093,0.8,[1 2] ; [1 8],[0.5 2.5] ; [1.5 7.5],0
b4,1,0.504985,0.444444,[2 1] ; [4 5],[1.5 1.5] ; [4.5 4.5],0
s7,1,0.504985,0.444444,[2 1] ; [4 5],[1.5 1.5] ; [4.5 4.5],0
v3,1,0.621014,0.244444,[2 1] ; [4 4],[1.63636364 1.36363636] ; [4.36363636 3.63636364],0
b3,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
b2,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
d2,1,0.700311,0.148148,[1 2] ; [2 7],[0.75 2.25] ; [2.25 6.75],0
p4,1,0.735317,0.114286,[2 1] ; [5 4],[1.75 1.25] ; [5.25 3.75],0
v1,1,0.735317,0.114286,[1 2] ; [4 5],[1.25 1.75] ; [3.75 5.25],0
s3,1,1.0,0.0,[1 2] ; [3 6],[1. 2.] ; [3. 6.],0
s6,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
a3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
p3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
p7,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
