Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,84.004525,[44 75] ; [200  36],[81.7915493 37.2084507] ; [162.2084507  73.7915493],1
n6,1,0.0,25.553076,[70 49] ; [196  39],[89.4180791 29.5819209] ; [176.5819209  58.4180791],1
p10,1,0.000215,13.69853,[63 55] ; [169  62],[78.44126074 39.55873926] ; [153.55873926  77.44126074],1
a5,1,0.004858,7.931715,[63 56] ; [161  75],[75.08732394 43.91267606] ; [148.91267606  87.08732394],0
a2,1,0.005287,7.778389,[ 10 109] ; [ 47 189],[19.10704225 99.89295775] ; [ 37.89295775 198.10704225],0
v1,1,0.00586,7.592727,[38 78] ; [112 120],[50. 66.] ; [100. 132.],0
p9,1,0.007037,7.263498,[75 43] ; [179  53],[85.63428571 32.36571429] ; [168.36571429  63.63428571],0
a6,1,0.010945,6.474182,[67 52] ; [165  71],[77.76901408 41.23098592] ; [154.23098592  81.76901408],0
p5,1,0.011374,6.406001,[  2 117] ; [ 20 213],[  7.4375 111.5625] ; [ 14.5625 218.4375],0
n1,1,0.011875,6.32943,[ 8 33] ; [25 32],[13.80612245 27.19387755] ; [19.19387755 37.80612245],0
p4,1,0.017412,5.654398,[41 77] ; [112 121],[51.43589744 66.56410256] ; [101.56410256 131.43589744],0
s6,1,0.02279,5.184428,[34 83] ; [ 96 135],[43.70689655 73.29310345] ; [ 86.29310345 144.70689655],0
a8,1,0.02323,5.151192,[  6 106] ; [ 29 185],[12.02453988 99.97546012] ; [ 22.97546012 191.02453988],0
u1,1,0.02456,5.054656,[  5 114] ; [ 27 209],[ 10.72676056 108.27323944] ; [ 21.27323944 214.72676056],0
d2,1,0.026937,4.894871,[41 78] ; [109 124],[50.71022727 68.28977273] ; [ 99.28977273 133.71022727],0
p11,1,0.108786,2.571767,[78 41] ; [174  62],[84.47323944 34.52676056] ; [167.52676056  68.47323944],0
v3,1,0.117736,2.447186,[26 88] ; [ 71 159],[32.14534884 81.85465116] ; [ 64.85465116 165.14534884],0
d4,1,0.131815,2.271,[93 26] ; [166  69],[87.06497175 31.93502825] ; [171.93502825  63.06497175],0
n2,1,0.142899,2.146465,[23 17] ; [43 17],[26.4 13.6] ; [39.6 20.4],0
a4,1,0.145076,2.123275,[41 78] ; [ 99 134],[47.32954545 71.67045455] ; [ 92.67045455 140.32954545],0
p3,1,0.165461,1.923594,[37 81] ; [ 91 143],[42.90909091 75.09090909] ; [ 85.09090909 148.90909091],0
d5,1,0.180202,1.795959,[84 35] ; [182  54],[89.16619718 29.83380282] ; [176.83380282  59.16619718],0
s4,1,0.197421,1.661351,[  9 110] ; [ 28 205],[ 12.50852273 106.49147727] ; [ 24.49147727 208.50852273],0
r4,1,0.207654,1.587704,[90 29] ; [192  44],[94.52957746 24.47042254] ; [187.47042254  48.52957746],0
s1,1,0.230682,1.436649,[  6 113] ; [  6 226],[  4.06837607 114.93162393] ; [  7.93162393 224.06837607],0
a7,1,0.231237,1.433237,[85 34] ; [153  82],[80.00564972 38.99435028] ; [157.99435028  77.00564972],0
s5,1,0.262609,1.25495,[15 99] ; [ 41 188],[18.6122449 95.3877551] ; [ 37.3877551 191.6122449],0
p6,1,0.283749,1.149043,[22 93] ; [ 56 175],[25.92485549 89.07514451] ; [ 52.07514451 178.92485549],0
p8,1,0.31902,0.992961,[48 70] ; [106 123],[52.36887608 65.63112392] ; [101.63112392 127.36887608],0
d3,1,0.349932,0.873704,[76 43] ; [138  97],[71.93785311 47.06214689] ; [142.06214689  92.93785311],0
p1,1,0.352017,0.866174,[  8 110] ; [ 23 213],[ 10.33333333 107.66666667] ; [ 20.66666667 215.33333333],0
u2,1,0.355068,0.855263,[25 24] ; [39 52],[22.4 26.6] ; [41.6 49.4],0
a1,1,0.371122,0.799905,[  4 115] ; [ 13 223],[  5.69859155 113.30140845] ; [ 11.30140845 224.69859155],0
b1,1,0.390757,0.736586,[51 68] ; [ 90 146],[47.26478873 71.73521127] ; [ 93.73521127 142.26478873],0
p7,1,0.421126,0.647171,[59 60] ; [125 106],[62.56 56.44] ; [121.44 109.56],0
b5,1,0.453161,0.562734,[75 44] ; [139  97],[71.73521127 47.26478873] ; [142.26478873  93.73521127],0
r3,1,0.463817,0.536669,[106  13] ; [202  32],[103.83002833  15.16997167] ; [204.16997167  29.83002833],0
d1,1,0.501011,0.452794,[55 64] ; [118 118],[57.9915493 61.0084507] ; [115.0084507 120.9915493],0
