Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.010626,6.526851,[ 6 22] ; [53 57],[11.97101449 16.02898551] ; [47.02898551 62.97101449],0
s2,1,0.017737,5.621958,[15 13] ; [33 78],[ 9.66906475 18.33093525] ; [38.33093525 72.66906475],0
s5,1,0.01998,5.413657,[ 9 17] ; [16 92],[ 4.85074627 21.14925373] ; [20.14925373 87.85074627],0
u3,1,0.027443,4.8627,[12 10] ; [16 41],[ 7.79746835 14.20253165] ; [20.20253165 36.79746835],0
s7,1,0.033693,4.510202,[13 15] ; [27 78],[ 8.42105263 19.57894737] ; [31.57894737 73.42105263],0
s6,1,0.10952,2.561128,[15 11] ; [44 65],[11.36296296 14.63703704] ; [47.63703704 61.36296296],0
n5,1,0.114226,2.49476,[22  6] ; [69 41],[18.46376812  9.53623188] ; [72.53623188 37.46376812],0
b3,1,0.119951,2.417966,[ 3 15] ; [22 39],[ 5.69620253 12.30379747] ; [19.30379747 41.69620253],0
b2,1,0.119951,2.417966,[ 3 15] ; [22 39],[ 5.69620253 12.30379747] ; [19.30379747 41.69620253],0
a5,1,0.128855,2.306245,[ 7 21] ; [45 66],[10.47482014 17.52517986] ; [41.52517986 69.47482014],0
a6,1,0.138119,2.198793,[11 17] ; [61 50],[14.50359712 13.49640288] ; [57.49640288 53.50359712],0
a8,1,0.17772,1.81659,[ 1 25] ; [14 92],[ 2.95454545 23.04545455] ; [12.04545455 93.95454545],0
n4,1,0.278961,1.172145,[14 14] ; [68 43],[16.51798561 11.48201439] ; [65.48201439 45.51798561],0
p2,1,0.282787,1.153646,[22  6] ; [75 35],[19.68115942  8.31884058] ; [77.31884058 32.68115942],0
p4,1,0.285886,1.138894,[ 9 19] ; [48 63],[11.48201439 16.51798561] ; [45.51798561 65.48201439],0
n2,1,0.299489,1.076466,[10  2] ; [23 11],[8.60869565 3.39130435] ; [24.39130435  9.60869565],0
s3,1,0.312361,1.020664,[14 14] ; [43 66],[11.64963504 16.35036496] ; [45.35036496 63.64963504],0
v3,1,0.327644,0.958188,[ 4 24] ; [25 85],[ 5.88405797 22.11594203] ; [23.11594203 86.88405797],0
b1,1,0.329586,0.950525,[10 18] ; [51 60],[12.28776978 15.71223022] ; [48.71223022 62.28776978],0
d3,1,0.329716,0.950013,[11 16] ; [34 76],[ 8.86861314 18.13138686] ; [36.13138686 73.86861314],0
a1,1,0.340858,0.907203,[ 1 27] ; [ 10 101],[ 2.21582734 25.78417266] ; [  8.78417266 102.21582734],0
p9,1,0.381133,0.767045,[18  9] ; [81 27],[19.8  7.2] ; [79.2 28.8],0
p7,1,0.389098,0.741758,[16 11] ; [54 54],[14. 13.] ; [56. 52.],0
p1,1,0.400834,0.705822,[ 1 27] ; [  9 101],[ 2.02898551 25.97101449] ; [  7.97101449 102.02898551],0
b5,1,0.406129,0.690104,[15 13] ; [69 42],[16.92086331 11.07913669] ; [67.07913669 43.92086331],0
s1,1,0.41023,0.678135,[ 2 26] ; [  4 107],[ 1.20863309 26.79136691] ; [  4.79136691 106.20863309],0
d2,1,0.448869,0.573506,[ 6 22] ; [17 93],[ 4.66666667 23.33333333] ; [18.33333333 91.66666667],0
v4,1,0.477771,0.503947,[24  4] ; [87 22],[22.68613139  5.31386861] ; [88.31386861 20.68613139],0
r2,1,0.510059,0.433946,[19  9] ; [80 28],[20.38235294  7.61764706] ; [78.61764706 29.38235294],0
s8,1,0.546619,0.363408,[ 7 21] ; [22 89],[ 5.84172662 22.15827338] ; [23.15827338 87.84172662],0
u1,1,0.564725,0.331588,[ 1 27] ; [  2 109],[ 0.60431655 27.39568345] ; [  2.39568345 108.60431655],0
p11,1,0.576336,0.312196,[19  9] ; [69 42],[17.72661871 10.27338129] ; [70.27338129 40.72661871],0
d4,1,0.581712,0.303476,[15 13] ; [53 58],[13.69784173 14.30215827] ; [54.30215827 56.69784173],0
n1,1,0.581989,0.30303,[4 8] ; [14 19],[4.8 7.2] ; [13.2 19.8],0
u2,1,0.623276,0.24129,[11 11] ; [25 32],[10.02531646 11.97468354] ; [25.97468354 31.02531646],0
b4,1,0.643015,0.214821,[16 12] ; [58 53],[14.90647482 13.09352518] ; [59.09352518 51.90647482],0
p12,1,0.685167,0.164367,[ 1 27] ; [  6 104],[ 1.42028986 26.57971014] ; [  5.57971014 104.42028986],0
p10,1,0.737003,0.112778,[17 11] ; [68 38],[17.76119403 10.23880597] ; [67.23880597 38.76119403],0
a7,1,0.757779,0.09511,[15 12] ; [58 53],[14.2826087 12.7173913] ; [58.7173913 52.2826087],0
v1,1,0.762909,0.091001,[ 9 19] ; [38 70],[ 9.67647059 18.32352941] ; [37.32352941 70.67647059],0
p3,1,0.766021,0.088556,[ 9 19] ; [39 72],[ 9.66906475 18.33093525] ; [38.33093525 72.66906475],0
n3,1,0.770436,0.08515,[9 3] ; [24 10],[8.60869565 3.39130435] ; [24.39130435  9.60869565],0
p8,1,0.783407,0.07556,[12 16] ; [44 66],[11.36231884 16.63768116] ; [44.63768116 65.36231884],0
r3,1,0.804799,0.061079,[22  6] ; [84 26],[21.50724638  6.49275362] ; [84.49275362 25.50724638],0
v2,1,0.806367,0.060082,[ 8 19] ; [30 80],[ 7.48905109 19.51094891] ; [30.51094891 79.48905109],0
r4,1,0.831219,0.045428,[14 14] ; [58 53],[14.50359712 13.49640288] ; [57.49640288 53.50359712],0
a4,1,0.897554,0.016577,[ 5 23] ; [21 90],[ 5.23741007 22.76258993] ; [20.76258993 90.23741007],0
d5,1,0.970203,0.001395,[13 14] ; [53 58],[12.91304348 14.08695652] ; [53.08695652 57.91304348],0
n6,1,0.978551,0.000723,[20  8] ; [79 32],[19.94244604  8.05755396] ; [79.05755396 31.94244604],0
p6,1,0.980006,0.000628,[ 7 21] ; [27 82],[ 6.94890511 21.05109489] ; [27.05109489 81.94890511],0
