Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.000219,[18 31] ; [74 14],[32.90510949 16.09489051] ; [59.09489051 28.90510949],1
s7,1,0.000702,11.482708,[18 28] ; [56 24],[27.01587302 18.98412698] ; [46.98412698 33.01587302],1
r1,1,0.013858,6.056117,[36 13] ; [78  9],[41.07352941  7.92647059] ; [72.92647059 14.07352941],0
r4,1,0.0176,5.63549,[39 10] ; [82  6],[43.27737226  5.72262774] ; [77.72262774 10.27737226],0
r3,1,0.021254,5.305814,[42  7] ; [83  3],[45.37037037  3.62962963] ; [79.62962963  6.37037037],0
p1,1,0.025894,4.963104,[ 2 47] ; [15 72],[ 6.125 42.875] ; [10.875 76.125],0
v3,1,0.078834,3.088774,[22 25] ; [26 57],[17.35384615 29.64615385] ; [30.64615385 52.35384615],0
a4,1,0.084022,2.985326,[27 22] ; [35 53],[22.17518248 26.82481752] ; [39.82481752 48.17518248],0
s8,1,0.100374,2.699593,[19 30] ; [47 41],[23.60583942 25.39416058] ; [42.39416058 45.60583942],0
d1,1,0.102862,2.660606,[23 26] ; [54 34],[27.54014599 21.45985401] ; [49.45985401 38.54014599],0
a1,1,0.104007,2.643001,[ 5 44] ; [ 3 85],[ 2.86131387 46.13868613] ; [ 5.13868613 82.86131387],0
p9,1,0.160574,1.968816,[30 18] ; [63 22],[33.56390977 14.43609023] ; [59.43609023 25.56390977],0
p2,1,0.235661,1.406365,[32 16] ; [67 21],[34.94117647 13.05882353] ; [64.05882353 23.94117647],0
a6,1,0.262445,1.255816,[25 24] ; [53 34],[28.10294118 20.89705882] ; [49.89705882 37.10294118],0
n2,1,0.273211,1.200555,[12  7] ; [27  8],[13.72222222  5.27777778] ; [25.27777778  9.72222222],0
a8,1,0.294594,1.098506,[ 4 42] ; [12 67],[ 5.888 40.112] ; [10.112 68.888],0
s4,1,0.303379,1.059282,[10 39] ; [25 63],[12.51824818 36.48175182] ; [22.48175182 65.51824818],0
p6,1,0.310394,1.029001,[13 35] ; [31 56],[15.64444444 32.35555556] ; [28.35555556 58.64444444],0
v4,1,0.329394,0.951278,[44  5] ; [83  5],[45.42335766  3.57664234] ; [81.57664234  6.42335766],0
s5,1,0.33994,0.910659,[19 29] ; [40 43],[21.61832061 26.38167939] ; [37.38167939 45.61832061],0
s1,1,0.378346,0.776069,[ 2 46] ; [ 7 79],[ 3.2238806 44.7761194] ; [ 5.7761194 80.2238806],0
n1,1,0.386324,0.750482,[ 6 12] ; [16 19],[ 7.47169811 10.52830189] ; [14.52830189 20.47169811],0
a7,1,0.389676,0.739953,[34 15] ; [67 21],[36.12408759 12.87591241] ; [64.87591241 23.12408759],0
n3,1,0.392442,0.731361,[12  7] ; [26  9],[13.37037037  5.62962963] ; [24.62962963 10.37037037],0
u3,1,0.431413,0.619017,[10  7] ; [19  8],[11.20454545  5.79545455] ; [17.79545455  9.20454545],0
a5,1,0.434418,0.610982,[36 13] ; [59 29],[33.97810219 15.02189781] ; [61.02189781 26.97810219],0
p3,1,0.445501,0.582072,[24 24] ; [38 50],[21.88235294 26.11764706] ; [40.11764706 47.88235294],0
p8,1,0.44557,0.581897,[14 34] ; [31 56],[16. 32.] ; [29. 58.],0
r2,1,0.456957,0.553339,[46  3] ; [85  3],[46.8540146  2.1459854] ; [84.1459854  3.8540146],0
d2,1,0.487281,0.482524,[24 25] ; [48 39],[25.94117647 23.05882353] ; [46.05882353 40.94117647],0
d4,1,0.539796,0.375918,[42  7] ; [71 16],[40.71323529  8.28676471] ; [72.28676471 14.71323529],0
p4,1,0.578968,0.307907,[26 22] ; [52 36],[27.52941176 20.47058824] ; [50.47058824 37.52941176],0
p5,1,0.604481,0.26829,[ 4 43] ; [10 78],[ 4.87407407 42.12592593] ; [ 9.12592593 78.87407407],0
n5,1,0.64906,0.207087,[29 19] ; [56 31],[30.22222222 17.77777778] ; [54.77777778 32.22222222],0
p12,1,0.661894,0.19123,[ 1 47] ; [ 3 85],[ 1.41176471 46.58823529] ; [ 2.58823529 85.41176471],0
b5,1,0.66259,0.190393,[33 16] ; [56 32],[31.83211679 17.16788321] ; [57.16788321 30.83211679],0
u2,1,0.724058,0.124638,[8 8] ; [15 12],[8.55813953 7.44186047] ; [14.44186047 12.55813953],0
b4,1,0.746554,0.104449,[27 22] ; [51 37],[27.89781022 21.10218978] ; [50.10218978 37.89781022],0
u1,1,0.76848,0.08665,[ 9 40] ; [18 70],[ 9.65693431 39.34306569] ; [17.34306569 70.65693431],0
b1,1,0.769368,0.085968,[28 21] ; [48 40],[27.18248175 21.81751825] ; [48.81751825 39.18248175],0
n6,1,0.795817,0.066959,[38 11] ; [65 21],[37.38518519 11.61481481] ; [65.61481481 20.38518519],0
a3,1,0.836303,0.042694,[32 17] ; [59 29],[32.54744526 16.45255474] ; [58.45255474 29.54744526],0
