Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.011603,6.37049,[56 11] ; [18 12],[51.11340206 15.88659794] ; [22.88659794  7.11340206],0
n2,1,0.020686,5.353043,[21  2] ; [9 6],[18.15789474  4.84210526] ; [11.84210526  3.15789474],0
p2,1,0.024817,5.036595,[54 13] ; [19 13],[49.4040404 17.5959596] ; [23.5959596  8.4040404],0
n6,1,0.025171,5.012081,[47 20] ; [15 17],[41.95959596 25.04040404] ; [20.04040404 11.95959596],0
p8,1,0.043963,4.057995,[34 33] ; [ 9 22],[29.39795918 37.60204082] ; [13.60204082 17.39795918],0
r3,1,0.048426,3.895126,[63  4] ; [26  6],[60.23232323  6.76767677] ; [28.76767677  3.23232323],0
p7,1,0.050881,3.812171,[41 24] ; [13 18],[36.5625 28.4375] ; [17.4375 13.5625],0
n5,1,0.063573,3.441619,[32 35] ; [ 9 23],[27.74747475 39.25252525] ; [13.25252525 18.74747475],0
r4,1,0.070654,3.267752,[57 10] ; [23 10],[53.6 13.4] ; [26.4  6.6],0
p9,1,0.07088,3.262527,[59  8] ; [22  8],[55.94845361 11.05154639] ; [25.05154639  4.94845361],0
a3,1,0.082994,3.005268,[50 17] ; [19 14],[46.23 20.77] ; [22.77 10.23],0
u2,1,0.087725,2.915629,[13  4] ; [6 7],[10.76666667  6.23333333] ; [8.23333333 4.76666667],0
p1,1,0.118075,2.442677,[ 4 63] ; [ 5 27],[ 6.09090909 60.90909091] ; [ 2.90909091 29.09090909],0
v2,1,0.128096,2.315434,[44 21] ; [16 15],[40.625 24.375] ; [19.375 11.625],0
v4,1,0.165682,1.921584,[63  3] ; [29  4],[61.33333333  4.66666667] ; [30.66666667  2.33333333],0
b1,1,0.172332,1.862539,[23 44] ; [16 17],[26.13 40.87] ; [12.87 20.13],0
a4,1,0.176057,1.830599,[25 42] ; [17 16],[28.14 38.86] ; [13.86 19.14],0
a5,1,0.202756,1.622408,[49 18] ; [20 13],[46.23 20.77] ; [22.77 10.23],0
n1,1,0.2255,1.469021,[ 7 16] ; [ 2 13],[ 5.44736842 17.55263158] ; [ 3.55263158 11.44736842],0
r1,1,0.240665,1.376692,[52 15] ; [22 11],[49.58 17.42] ; [24.42  8.58],0
v3,1,0.252192,1.31112,[26 39] ; [ 9 23],[23.45360825 41.54639175] ; [11.54639175 20.45360825],0
u3,1,0.252595,1.308892,[14  3] ; [9 5],[12.61290323  4.38709677] ; [10.38709677  3.61290323],0
a6,1,0.274658,1.193334,[46 21] ; [19 14],[43.55 23.45] ; [21.45 11.55],0
a2,1,0.279778,1.168169,[12 55] ; [ 9 24],[14.07 52.93] ; [ 6.93 26.07],0
s4,1,0.279778,1.168169,[12 55] ; [ 9 24],[14.07 52.93] ; [ 6.93 26.07],0
b4,1,0.353031,0.862534,[43 24] ; [18 15],[40.87 26.13] ; [20.13 12.87],0
s2,1,0.35785,0.845423,[30 37] ; [18 15],[32.16 34.84] ; [15.84 17.16],0
r2,1,0.365712,0.818182,[60  6] ; [28  5],[58.66666667  7.33333333] ; [29.33333333  3.66666667],0
s6,1,0.394473,0.72511,[41 25] ; [22  9],[42.86597938 23.13402062] ; [20.13402062 10.86597938],0
d2,1,0.430419,0.621692,[23 44] ; [14 19],[24.79 42.21] ; [12.21 20.79],0
d4,1,0.431301,0.619318,[57 10] ; [26  7],[55.61 11.39] ; [27.39  5.61],0
d1,1,0.43348,0.613483,[34 33] ; [14 19],[32.16 34.84] ; [15.84 17.16],0
s1,1,0.440331,0.595419,[ 2 65] ; [ 2 30],[ 2.70707071 64.29292929] ; [ 1.29292929 30.70707071],0
a1,1,0.460522,0.544625,[ 2 65] ; [ 2 31],[ 2.68 64.32] ; [ 1.32 31.68],0
u1,1,0.49611,0.463248,[ 7 60] ; [ 5 28],[ 8.04 58.96] ; [ 3.96 29.04],0
p12,1,0.56585,0.329675,[ 4 63] ; [ 1 30],[ 3.41836735 63.58163265] ; [ 1.58163265 29.41836735],0
s3,1,0.569652,0.323265,[32 34] ; [18 15],[33.33333333 32.66666667] ; [16.66666667 16.33333333],0
s5,1,0.606277,0.265632,[21 46] ; [11 19],[22.10309278 44.89690722] ; [ 9.89690722 20.10309278],0
b5,1,0.622221,0.242758,[42 25] ; [19 14],[40.87 26.13] ; [20.13 12.87],0
a7,1,0.676185,0.174452,[46 21] ; [24  9],[46.9 20.1] ; [23.1  9.9],0
s7,1,0.715654,0.132695,[26 40] ; [13 17],[26.8125 39.1875] ; [12.1875 17.8125],0
n3,1,0.717269,0.131125,[14  9] ; [10  5],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
b2,1,0.732954,0.116416,[16 22] ; [4 7],[15.51020408 22.48979592] ; [4.48979592 6.51020408],0
b3,1,0.732954,0.116416,[16 22] ; [4 7],[15.51020408 22.48979592] ; [4.48979592 6.51020408],0
p6,1,0.737855,0.112021,[17 47] ; [ 7 23],[16.34042553 47.65957447] ; [ 7.65957447 22.34042553],0
p3,1,0.77287,0.083303,[28 39] ; [12 19],[27.34693878 39.65306122] ; [12.65306122 18.34693878],0
s8,1,0.776207,0.080807,[25 42] ; [11 21],[24.36363636 42.63636364] ; [11.63636364 20.36363636],0
p4,1,0.813903,0.05541,[31 36] ; [14 18],[30.45454545 36.54545455] ; [14.54545455 17.45454545],0
d5,1,0.838639,0.041467,[50 17] ; [24  9],[49.58 17.42] ; [24.42  8.58],0
d3,1,0.840976,0.040258,[44 23] ; [21 12],[43.55 23.45] ; [21.45 11.55],0
