Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2e-06,22.456589,[80  7] ; [31 22],[68.97857143 18.02142857] ; [42.02142857 10.97857143],1
r4,1,4e-06,21.503586,[73 17] ; [23 30],[60.41958042 29.58041958] ; [35.58041958 17.41958042],1
p11,1,1e-05,19.465441,[63 27] ; [17 36],[50.34965035 39.65034965] ; [29.65034965 23.34965035],1
r3,1,1.2e-05,19.188804,[80  9] ; [31 22],[69.57042254 19.42957746] ; [41.42957746 11.57042254],1
s6,1,8.3e-05,15.48049,[47 43] ; [10 43],[35.87412587 54.12587413] ; [21.12587413 31.87412587],1
p4,1,0.000178,14.05159,[44 46] ; [ 9 43],[33.5915493 56.4084507] ; [19.4084507 32.5915493],1
p7,1,0.00034,12.836455,[52 35] ; [14 36],[41.91240876 45.08759124] ; [24.08759124 25.91240876],1
p9,1,0.000653,11.61979,[62 27] ; [21 31],[52.39007092 36.60992908] ; [30.60992908 21.39007092],1
b5,1,0.001318,10.317458,[62 28] ; [22 31],[52.86713287 37.13286713] ; [31.13286713 21.86713287],0
s8,1,0.001649,9.904143,[27 63] ; [ 4 49],[19.51048951 70.48951049] ; [11.48951049 41.51048951],0
a6,1,0.001926,9.619129,[68 22] ; [26 26],[59.57746479 30.42253521] ; [34.42253521 17.57746479],0
p3,1,0.002067,9.489029,[34 56] ; [ 7 45],[25.98591549 64.01408451] ; [15.01408451 36.98591549],0
p10,1,0.003757,8.397466,[55 34] ; [19 33],[46.70921986 42.29078014] ; [27.29078014 24.70921986],0
p6,1,0.006865,7.308024,[21 67] ; [ 3 48],[15.1942446 72.8057554] ; [ 8.8057554 42.1942446],0
a1,1,0.008987,6.825476,[ 2 88] ; [ 7 46],[ 5.66433566 84.33566434] ; [ 3.33566434 49.66433566],0
r1,1,0.009981,6.638361,[68 22] ; [29 24],[61.04895105 28.95104895] ; [35.95104895 17.04895105],0
r2,1,0.014868,5.932034,[78 11] ; [37 15],[72.58865248 16.41134752] ; [42.41134752  9.58865248],0
v1,1,0.018322,5.56507,[39 49] ; [13 40],[32.45390071 55.54609929] ; [19.54609929 33.45390071],0
s1,1,0.024314,5.072105,[ 3 86] ; [ 7 45],[ 6.31205674 82.68794326] ; [ 3.68794326 48.31205674],0
n1,1,0.03051,4.680348,[ 5 18] ; [13 12],[ 8.625 14.375] ; [ 9.375 15.625],0
s4,1,0.030877,4.659793,[14 76] ; [ 2 51],[10.06993007 79.93006993] ; [ 5.93006993 47.06993007],0
a7,1,0.03315,4.538023,[65 25] ; [29 24],[59.16083916 30.83916084] ; [34.83916084 18.16083916],0
p8,1,0.034855,4.452264,[38 51] ; [13 39],[32.19148936 56.80851064] ; [18.80851064 33.19148936],0
v2,1,0.047773,3.917946,[40 43] ; [15 34],[34.58333333 48.41666667] ; [20.41666667 28.58333333],0
d5,1,0.055016,3.681591,[66 24] ; [30 22],[60.84507042 29.15492958] ; [35.15492958 16.84507042],0
n3,1,0.081409,3.03655,[18  5] ; [13 11],[15.17021277  7.82978723] ; [15.82978723  8.17021277],0
d3,1,0.085416,2.958714,[56 33] ; [25 27],[51.12765957 37.87234043] ; [29.87234043 22.12765957],0
b3,1,0.090842,2.859381,[ 9 39] ; [12 22],[12.29268293 35.70731707] ; [ 8.70731707 25.29268293],0
b2,1,0.090842,2.859381,[ 9 39] ; [12 22],[12.29268293 35.70731707] ; [ 8.70731707 25.29268293],0
u3,1,0.093839,2.807255,[23 12] ; [ 8 11],[20.09259259 14.90740741] ; [10.90740741  8.09259259],0
s7,1,0.115908,2.471761,[24 59] ; [ 8 40],[20.27480916 62.72519084] ; [11.72519084 36.27480916],0
d4,1,0.116349,2.465795,[66 23] ; [32 20],[61.85815603 27.14184397] ; [36.14184397 15.85815603],0
d2,1,0.152435,2.047714,[29 61] ; [23 29],[32.95774648 57.04225352] ; [19.04225352 32.95774648],0
u1,1,0.177167,1.821226,[ 9 81] ; [ 2 51],[ 6.92307692 83.07692308] ; [ 4.07692308 48.92307692],0
n2,1,0.259727,1.270211,[16  7] ; [14 12],[14.08163265  8.91836735] ; [15.91836735 10.08163265],0
a4,1,0.286215,1.137338,[31 59] ; [23 30],[33.98601399 56.01398601] ; [20.01398601 32.98601399],0
u2,1,0.346317,0.886906,[23 12] ; [10  9],[21.38888889 13.61111111] ; [11.61111111  7.38888889],0
s3,1,0.361494,0.832697,[43 46] ; [21 31],[40.39716312 48.60283688] ; [23.60283688 28.39716312],0
n5,1,0.400675,0.706299,[38 51] ; [26 26],[40.39716312 48.60283688] ; [23.60283688 28.39716312],0
a8,1,0.465435,0.532792,[ 6 73] ; [ 6 47],[ 7.18181818 71.81818182] ; [ 4.81818182 48.18181818],0
a3,1,0.524274,0.405478,[54 36] ; [34 18],[55.77464789 34.22535211] ; [32.22535211 19.77464789],0
s2,1,0.531479,0.391563,[30 60] ; [15 38],[28.32167832 61.67832168] ; [16.67832168 36.32167832],0
n4,1,0.559476,0.340613,[47 43] ; [25 28],[45.31468531 44.68531469] ; [26.68531469 26.31468531],0
p1,1,0.561595,0.33695,[ 6 83] ; [ 5 48],[ 6.8943662 82.1056338] ; [ 4.1056338 48.8943662],0
a5,1,0.595987,0.281091,[55 35] ; [30 23],[53.4965035 36.5034965] ; [31.5034965 21.4965035],0
p5,1,0.637151,0.222488,[ 3 87] ; [ 1 50],[ 2.55319149 87.44680851] ; [ 1.44680851 49.55319149],0
