Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.259204,[24 18] ; [10 61],[12.63716814 29.36283186] ; [21.36283186 49.63716814],1
s2,1,3.3e-05,17.236025,[24 18] ; [13 56],[14. 28.] ; [23. 46.],1
a3,1,0.000108,14.98728,[36  6] ; [35 36],[26.38938053 15.61061947] ; [44.61061947 26.38938053],1
a5,1,0.000313,12.993448,[34  8] ; [33 38],[24.90265487 17.09734513] ; [42.09734513 28.90265487],1
s3,1,0.000834,11.164945,[25 17] ; [19 50],[16.64864865 25.35135135] ; [27.35135135 41.64864865],1
p6,1,0.001791,9.752499,[10 32] ; [ 3 67],[ 4.875 37.125] ; [ 8.125 61.875],0
d2,1,0.00196,9.586969,[26 16] ; [22 47],[18.16216216 23.83783784] ; [29.83783784 39.16216216],0
d1,1,0.00369,8.430591,[22 20] ; [18 53],[14.86725664 27.13274336] ; [25.13274336 45.86725664],0
s6,1,0.00789,7.058176,[28 13] ; [30 41],[21.23214286 19.76785714] ; [36.76785714 34.23214286],0
p4,1,0.01166,6.36188,[19 23] ; [16 55],[13.00884956 28.99115044] ; [21.99115044 49.00884956],0
r3,1,0.01307,6.159571,[38  4] ; [50 21],[32.7079646  9.2920354] ; [55.2920354 15.7079646],0
n4,1,0.015985,5.804495,[36  6] ; [46 25],[30.47787611 11.52212389] ; [51.52212389 19.47787611],0
p3,1,0.016851,5.711847,[17 25] ; [14 57],[11.52212389 30.47787611] ; [19.47787611 51.52212389],0
d5,1,0.021441,5.29059,[30 12] ; [35 36],[24.15929204 17.84070796] ; [40.84070796 30.15929204],0
n1,1,0.021778,5.263401,[12  6] ; [ 9 19],[8.2173913 9.7826087] ; [12.7826087 15.2173913],0
a4,1,0.033518,4.519105,[23 19] ; [24 46],[17.625 24.375] ; [29.375 40.625],0
d4,1,0.045759,3.990443,[31 11] ; [39 32],[26.01769912 15.98230088] ; [43.98230088 27.01769912],0
u3,1,0.061369,3.5,[4 2] ; [10 26],[2. 4.] ; [12. 24.],0
r1,1,0.077556,3.115385,[29 13] ; [37 34],[24.53097345 17.46902655] ; [41.46902655 29.53097345],0
v1,1,0.091843,2.841767,[19 20] ; [23 48],[14.89090909 24.10909091] ; [27.10909091 43.89090909],0
p5,1,0.116154,2.468434,[ 4 37] ; [ 2 69],[ 2.19642857 38.80357143] ; [ 3.80357143 67.19642857],0
a6,1,0.121759,2.39455,[15 27] ; [36 35],[18.95575221 23.04424779] ; [32.04424779 38.95575221],0
u2,1,0.158034,1.992941,[4 2] ; [13 23],[2.42857143 3.57142857] ; [14.57142857 21.42857143],0
b4,1,0.163148,1.944799,[21 21] ; [45 26],[24.53097345 17.46902655] ; [41.46902655 29.53097345],0
d3,1,0.179573,1.801151,[15 27] ; [17 54],[11.89380531 30.10619469] ; [20.10619469 50.89380531],0
s5,1,0.182496,1.777183,[11 29] ; [11 55],[ 8.30188679 31.69811321] ; [13.69811321 52.30188679],0
v4,1,0.18297,1.773336,[35  6] ; [53 18],[32.21428571  8.78571429] ; [55.78571429 15.21428571],0
p10,1,0.236724,1.4,[27 15] ; [37 33],[24. 18.] ; [40. 30.],0
n6,1,0.238584,1.388939,[32  9] ; [48 23],[29.28571429 11.71428571] ; [50.71428571 20.28571429],0
v3,1,0.242673,1.365,[12 28] ; [13 52],[ 9.52380952 30.47619048] ; [15.47619048 49.52380952],0
p2,1,0.24758,1.336909,[26 16] ; [36 35],[23.04424779 18.95575221] ; [38.95575221 32.04424779],0
b2,1,0.32126,0.983808,[18 16] ; [17 24],[15.86666667 18.13333333] ; [19.13333333 21.86666667],0
b3,1,0.32126,0.983808,[18 16] ; [17 24],[15.86666667 18.13333333] ; [19.13333333 21.86666667],0
n5,1,0.3321,0.940691,[32 10] ; [48 23],[29.73451327 12.26548673] ; [50.26548673 20.73451327],0
p9,1,0.344727,0.892774,[31 11] ; [45 24],[28.75675676 13.24324324] ; [47.24324324 21.75675676],0
r2,1,0.352362,0.864933,[37  5] ; [57 13],[35.25  6.75] ; [58.75 11.25],0
r4,1,0.364693,0.821666,[29 13] ; [43 28],[26.76106195 15.23893805] ; [45.23893805 25.76106195],0
p1,1,0.379131,0.773517,[ 5 37] ; [ 5 66],[ 3.71681416 38.28318584] ; [ 6.28318584 64.71681416],0
p11,1,0.381501,0.765858,[30 12] ; [45 26],[27.87610619 14.12389381] ; [47.12389381 23.87610619],0
b5,1,0.507468,0.439285,[24 18] ; [36 35],[22.30088496 19.69911504] ; [37.69911504 33.30088496],0
s1,1,0.515622,0.422642,[ 3 39] ; [ 3 67],[ 2.25 39.75] ; [ 3.75 66.25],0
n3,1,0.547774,0.361321,[11  6] ; [15 12],[10.04545455  6.95454545] ; [15.95454545 11.04545455],0
s4,1,0.603786,0.269323,[ 6 35] ; [ 8 63],[ 5.125 35.875] ; [ 8.875 62.125],0
a2,1,0.63775,0.221696,[ 4 38] ; [ 5 66],[ 3.34513274 38.65486726] ; [ 5.65486726 65.34513274],0
p8,1,0.685764,0.163709,[ 9 33] ; [13 58],[ 8.17699115 33.82300885] ; [13.82300885 57.17699115],0
v2,1,0.69111,0.157886,[15 26] ; [21 43],[14.05714286 26.94285714] ; [21.94285714 42.05714286],0
