Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.067637,[68 10] ; [ 9 32],[50.47058824 27.52941176] ; [26.52941176 14.47058824],1
r3,1,0.0,26.570696,[72  6] ; [21 20],[60.95798319 17.04201681] ; [32.04201681  8.95798319],1
r2,1,0.000182,14.007174,[72  6] ; [26 14],[64.77966102 13.22033898] ; [33.22033898  6.77966102],1
b4,1,0.001464,10.123452,[54 24] ; [16 25],[45.88235294 32.11764706] ; [24.11764706 16.88235294],0
v4,1,0.003864,8.346659,[66 12] ; [25 16],[59.64705882 18.35294118] ; [31.35294118  9.64705882],0
d4,1,0.005602,7.674096,[61 17] ; [22 19],[54.40336134 23.59663866] ; [28.59663866 12.40336134],0
d5,1,0.006993,7.274715,[59 19] ; [21 20],[52.43697479 25.56302521] ; [27.56302521 13.43697479],0
s6,1,0.009672,6.694316,[36 42] ; [ 9 32],[29.49579832 48.50420168] ; [15.50420168 25.49579832],0
a7,1,0.013008,6.167968,[56 22] ; [20 21],[49.81512605 28.18487395] ; [26.18487395 14.81512605],0
v2,1,0.014849,5.934242,[34 39] ; [ 9 30],[28.02678571 44.97321429] ; [14.97321429 24.02678571],0
n5,1,0.015502,5.858539,[29 48] ; [25 16],[35.23728814 41.76271186] ; [18.76271186 22.23728814],0
d3,1,0.019113,5.491164,[47 31] ; [15 25],[40.98305085 37.01694915] ; [21.01694915 18.98305085],0
u2,1,0.028239,4.813413,[20  9] ; [ 7 12],[16.3125 12.6875] ; [10.6875  8.3125],0
d1,1,0.029439,4.741762,[37 41] ; [11 30],[31.46218487 46.53781513] ; [16.53781513 24.46218487],0
a1,1,0.032524,4.570659,[ 4 74] ; [ 7 34],[ 7.21008403 70.78991597] ; [ 3.78991597 37.21008403],0
p2,1,0.043846,4.0625,[53 25] ; [19 20],[48. 30.] ; [24. 15.],0
b1,1,0.054463,3.698453,[35 43] ; [26 15],[39.98319328 38.01680672] ; [21.01680672 19.98319328],0
a5,1,0.062125,3.479734,[50 28] ; [19 22],[45.22689076 32.77310924] ; [23.77310924 17.22689076],0
p8,1,0.065864,3.383206,[31 46] ; [ 9 30],[26.55172414 50.44827586] ; [13.44827586 25.55172414],0
a6,1,0.073711,3.198393,[53 25] ; [21 20],[48.50420168 29.49579832] ; [25.49579832 15.50420168],0
p1,1,0.075698,3.154926,[ 4 74] ; [ 6 35],[ 6.55462185 71.44537815] ; [ 3.44537815 37.55462185],0
b5,1,0.079327,3.078633,[51 27] ; [20 21],[46.53781513 31.46218487] ; [24.46218487 16.53781513],0
a2,1,0.084762,2.97115,[15 63] ; [ 3 38],[11.79831933 66.20168067] ; [ 6.20168067 34.79831933],0
u3,1,0.108126,2.581396,[17 11] ; [ 7 12],[14.29787234 13.70212766] ; [9.70212766 9.29787234],0
s5,1,0.113774,2.501002,[11 63] ; [ 2 38],[ 8.43859649 65.56140351] ; [ 4.56140351 35.43859649],0
p4,1,0.134632,2.238261,[32 45] ; [11 29],[28.2991453 48.7008547] ; [14.7008547 25.2991453],0
s8,1,0.135887,2.223925,[16 62] ; [ 4 37],[13.1092437 64.8907563] ; [ 6.8907563 34.1092437],0
s4,1,0.141045,2.166524,[ 5 73] ; [ 6 35],[ 7.21008403 70.78991597] ; [ 3.78991597 37.21008403],0
p3,1,0.149927,2.072998,[26 52] ; [ 8 31],[22.66666667 55.33333333] ; [11.33333333 27.66666667],0
