Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.12076,2.407439,[ 3 14] ; [3 3],[ 4.43478261 12.56521739] ; [1.56521739 4.43478261],0
a7,1,0.123324,2.374585,[8 9] ; [5 1],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
n6,1,0.123324,2.374585,[8 9] ; [5 1],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
b1,1,0.18262,1.776169,[11  6] ; [2 4],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
p4,1,0.18262,1.776169,[ 6 11] ; [4 2],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
p11,1,0.18262,1.776169,[ 6 11] ; [4 2],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
p9,1,0.189717,1.71981,[9 8] ; [5 1],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
r4,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
v3,1,0.230785,1.436017,[ 2 15] ; [2 4],[ 2.95652174 14.04347826] ; [1.04347826 4.95652174],0
v2,1,0.230785,1.436017,[ 2 15] ; [2 4],[ 2.95652174 14.04347826] ; [1.04347826 4.95652174],0
b3,1,0.240575,1.377219,[ 3 10] ; [3 3],[4.10526316 8.89473684] ; [1.89473684 4.10526316],0
b2,1,0.240575,1.377219,[ 3 10] ; [3 3],[4.10526316 8.89473684] ; [1.89473684 4.10526316],0
p8,1,0.262193,1.257143,[ 4 12] ; [3 3],[ 5.09090909 10.90909091] ; [1.90909091 4.09090909],0
b5,1,0.278493,1.174428,[10  7] ; [5 1],[11.08695652  5.91304348] ; [3.91304348 2.08695652],0
v1,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
r1,1,0.408451,0.683304,[9 8] ; [2 4],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
p10,1,0.408451,0.683304,[8 9] ; [4 2],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
a4,1,0.408451,0.683304,[9 8] ; [2 4],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
u1,1,0.420246,0.649627,[ 1 16] ; [1 5],[ 1.47826087 15.52173913] ; [0.52173913 5.47826087],0
n3,1,0.505985,0.442361,[5 4] ; [3 1],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
b4,1,0.525718,0.402661,[11  6] ; [3 3],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
d5,1,0.559847,0.33997,[9 8] ; [4 2],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
d3,1,0.559847,0.33997,[9 8] ; [4 2],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
a3,1,0.638227,0.221069,[13  4] ; [4 2],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
a5,1,0.638227,0.221069,[13  4] ; [4 2],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
s5,1,0.654992,0.199664,[ 5 12] ; [2 3],[ 5.40909091 11.59090909] ; [1.59090909 3.40909091],0
s6,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
d1,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
a6,1,0.707787,0.140498,[10  7] ; [3 3],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
n4,1,0.726053,0.122767,[13  4] ; [5 1],[13.30434783  3.69565217] ; [4.69565217 1.30434783],0
d2,1,0.735039,0.114535,[10  7] ; [4 2],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
p3,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
a2,1,0.759209,0.093954,[ 2 15] ; [1 5],[ 2.2173913 14.7826087] ; [0.7826087 5.2173913],0
n1,1,0.763824,0.090278,[6 3] ; [3 1],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
d4,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
p7,1,0.919964,0.010096,[ 6 10] ; [2 3],[6.0952381 9.9047619] ; [1.9047619 3.0952381],0
n5,1,0.956561,0.002967,[14  3] ; [5 1],[14.04347826  2.95652174] ; [4.95652174 1.04347826],0
s1,1,0.956561,0.002967,[ 3 14] ; [1 5],[ 2.95652174 14.04347826] ; [1.04347826 4.95652174],0
p1,1,0.956561,0.002967,[ 3 14] ; [1 5],[ 2.95652174 14.04347826] ; [1.04347826 4.95652174],0
