Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,96.180857,[246  54] ; [104 146],[190.90909091 109.09090909] ; [159.09090909  90.90909091],1
p4,1,0.0,42.161262,[231  74] ; [125 129],[194.23971377 110.76028623] ; [161.76028623  92.23971377],1
p2,1,0.0,41.454627,[285  19] ; [189  66],[257.7745975  46.2254025] ; [216.2254025  38.7745975],1
p3,1,0.0,38.616839,[194 111] ; [ 95 160],[157.40178571 147.59821429] ; [131.59821429 123.40178571],1
p6,1,0.0,35.401532,[151 151] ; [ 64 189],[116.99099099 185.00900901] ; [ 98.00900901 154.99099099],1
p5,1,0.0,27.29228,[ 58 247] ; [ 11 241],[ 37.78276481 267.21723519] ; [ 31.21723519 220.78276481],1
p11,1,1e-06,25.113407,[269  37] ; [181  74],[245.45454545  60.54545455] ; [204.54545455  50.45454545],1
v1,1,0.000364,12.71077,[186 114] ; [115 131],[165.38461538 134.61538462] ; [135.61538462 110.38461538],1
p1,1,0.000397,12.546585,[ 41 262] ; [ 12 243],[ 28.77956989 274.22043011] ; [ 24.22043011 230.77956989],1
p9,1,0.001798,9.745206,[273  29] ; [203  47],[260.42028986  41.57971014] ; [215.57971014  34.42028986],0
p10,1,0.003448,8.553614,[267  34] ; [200  51],[254.65036232  46.34963768] ; [212.34963768  38.65036232],0
n5,1,0.004041,8.265282,[250  54] ; [183  71],[235.89964158  68.10035842] ; [197.10035842  56.89964158],0
p12,1,0.006289,7.46545,[ 37 267] ; [ 14 241],[ 27.7352415 276.2647585] ; [ 23.2647585 231.7352415],0
a5,1,0.006552,7.3919,[243  63] ; [177  78],[229.09090909  76.90909091] ; [190.90909091  64.09090909],0
s5,1,0.016885,5.708301,[111 179] ; [ 71 178],[ 97.92207792 192.07792208] ; [ 84.07792208 164.92207792],0
n2,1,0.021031,5.324227,[42  6] ; [47 21],[36.82758621 11.17241379] ; [52.17241379 15.82758621],0
b5,1,0.033241,4.533333,[186 120] ; [177  78],[198. 108.] ; [165.  90.],0
s7,1,0.047478,3.928372,[154 135] ; [109 135],[142.60225141 146.39774859] ; [120.39774859 123.60225141],0
r1,1,0.057167,3.617739,[258  46] ; [199  54],[249.42190305  54.57809695] ; [207.57809695  45.42190305],0
v3,1,0.057927,3.595755,[131 166] ; [ 88 156],[120.22735675 176.77264325] ; [ 98.77264325 145.22735675],0
n4,1,0.067157,3.351172,[252  53] ; [194  60],[243.34525939  61.65474061] ; [202.65474061  51.34525939],0
v4,1,0.068134,3.327403,[297   6] ; [242  12],[293.20825853   9.79174147] ; [245.79174147   8.20825853],0
s8,1,0.11276,2.5151,[141 161] ; [102 153],[131.75224417 170.24775583] ; [111.24775583 143.75224417],0
a8,1,0.122136,2.389718,[ 46 224] ; [ 28 203],[ 39.88023952 230.11976048] ; [ 34.11976048 196.88023952],0
r2,1,0.187723,1.735395,[293   9] ; [238  13],[289.98553345  12.01446655] ; [241.01446655   9.98553345],0
u1,1,0.191898,1.702986,[ 66 240] ; [ 67 188],[ 72.54545455 233.45454545] ; [ 60.45454545 194.54545455],0
d4,1,0.201361,1.632475,[264  42] ; [210  45],[258.54545455  47.45454545] ; [215.45454545  39.54545455],0
r4,1,0.208349,1.58286,[288  18] ; [233  22],[284.18181818  21.81818182] ; [236.81818182  18.18181818],0
a1,1,0.255693,1.291927,[ 17 289] ; [  9 246],[ 14.18181818 291.81818182] ; [ 11.81818182 243.18181818],0
d1,1,0.262985,1.252974,[200 106] ; [155 100],[193.63636364 112.36363636] ; [161.36363636  93.63636364],0
a3,1,0.274298,1.195128,[223  80] ; [177  78],[217.20430108  85.79569892] ; [182.79569892  72.20430108],0
a2,1,0.302942,1.061197,[ 85 221] ; [ 81 174],[ 90.54545455 215.45454545] ; [ 75.45454545 179.54545455],0
s4,1,0.316296,1.004202,[ 46 252] ; [ 47 205],[ 50.38909091 247.61090909] ; [ 42.61090909 209.38909091],0
s6,1,0.327349,0.959355,[210  85] ; [171  83],[204.72677596  90.27322404] ; [176.27322404  77.72677596],0
d3,1,0.343428,0.897592,[243  63] ; [194  61],[238.36363636  67.63636364] ; [198.63636364  56.36363636],0
u2,1,0.348249,0.879829,[43 40] ; [45 31],[45.93710692 37.06289308] ; [42.06289308 33.93710692],0
r3,1,0.386162,0.750993,[292  11] ; [248   6],[293.75224417   9.24775583] ; [246.24775583   7.75224417],0
u3,1,0.518837,0.416205,[47 35] ; [48 29],[48.99371069 33.00628931] ; [46.00628931 30.99371069],0
v2,1,0.54845,0.360102,[180 118] ; [140 102],[176.59259259 121.40740741] ; [143.40740741  98.59259259],0
b2,1,0.553777,0.350594,[ 65 118] ; [58 92],[ 67.59459459 115.40540541] ; [55.40540541 94.59459459],0
b3,1,0.553777,0.350594,[ 65 118] ; [58 92],[ 67.59459459 115.40540541] ; [55.40540541 94.59459459],0
s2,1,0.589963,0.290402,[161 140] ; [129 123],[157.84810127 143.15189873] ; [132.15189873 119.84810127],0
a4,1,0.613533,0.255062,[133 171] ; [117 138],[135.95706619 168.04293381] ; [114.04293381 140.95706619],0
n3,1,0.631262,0.230353,[35 13] ; [53 16],[36.1025641 11.8974359] ; [51.8974359 17.1025641],0
d2,1,0.677021,0.173499,[150 156] ; [129 125],[152.45357143 153.54642857] ; [126.54642857 127.45357143],0
a6,1,0.688182,0.161061,[230  75] ; [196  59],[232.01785714  72.98214286] ; [193.98214286  61.01785714],0
b4,1,0.728336,0.120645,[184 122] ; [157  98],[186. 120.] ; [155. 100.],0
u4,1,0.734091,0.115389,[  7 298] ; [  7 248],[  7.625 297.375] ; [  6.375 248.625],0
n1,1,0.821977,0.050627,[17 30] ; [26 42],[17.57391304 29.42608696] ; [25.42608696 42.57391304],0
b1,1,0.832521,0.044719,[103 203] ; [ 88 167],[104.18181818 201.81818182] ; [ 86.81818182 168.18181818],0
s1,1,0.877391,0.023802,[  9 295] ; [  8 243],[  9.31171171 294.68828829] ; [  7.68828829 243.31171171],0
s3,1,0.934964,0.006659,[169 130] ; [141 110],[168.52727273 130.47272727] ; [141.47272727 109.52727273],0
d5,1,0.967212,0.00169,[254  52] ; [212  43],[254.18181818  51.81818182] ; [211.81818182  43.18181818],0
