Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.002439,9.185837,[3 9] ; [26  9],[7.40425532 4.59574468] ; [21.59574468 13.40425532],0
p8,1,0.006989,7.275817,[8 4] ; [ 8 26],[4.17391304 7.82608696] ; [11.82608696 22.17391304],0
a5,1,0.020039,5.408511,[ 1 11] ; [16 19],[4.34042553 7.65957447] ; [12.65957447 22.34042553],0
s6,1,0.082854,3.00801,[ 1 11] ; [12 23],[3.31914894 8.68085106] ; [ 9.68085106 25.31914894],0
p2,1,0.102664,2.663657,[9 2] ; [19 16],[6.69565217 4.30434783] ; [21.30434783 13.69565217],0
v1,1,0.113346,2.506933,[ 1 11] ; [11 24],[3.06382979 8.93617021] ; [ 8.93617021 26.06382979],0
d2,1,0.113346,2.506933,[ 1 11] ; [11 24],[3.06382979 8.93617021] ; [ 8.93617021 26.06382979],0
v4,1,0.137997,2.200153,[8 3] ; [16 18],[5.86666667 5.13333333] ; [18.13333333 15.86666667],0
p6,1,0.141104,2.165877,[ 1 11] ; [10 24],[2.86956522 9.13043478] ; [ 8.13043478 25.86956522],0
n1,1,0.147202,2.10101,[1 5] ; [10 10],[2.53846154 3.46153846] ; [ 8.46153846 11.53846154],0
p11,1,0.154499,2.02726,[8 4] ; [15 20],[5.87234043 6.12765957] ; [17.12765957 17.87234043],0
n6,1,0.154499,2.02726,[8 4] ; [15 20],[5.87234043 6.12765957] ; [17.12765957 17.87234043],0
r3,1,0.163458,1.941941,[7 5] ; [12 22],[4.95652174 7.04347826] ; [14.04347826 19.95652174],0
b4,1,0.21022,1.56991,[8 4] ; [16 19],[6.12765957 5.87234043] ; [17.87234043 17.12765957],0
a3,1,0.243365,1.360994,[3 9] ; [15 19],[4.69565217 7.30434783] ; [13.30434783 20.69565217],0
n2,1,0.250478,1.320635,[2 4] ; [12  8],[3.23076923 2.76923077] ; [10.76923077  9.23076923],0
r1,1,0.353413,0.861165,[ 1 11] ; [ 7 28],[2.04255319 9.95744681] ; [ 5.95744681 29.04255319],0
p1,1,0.371723,0.797897,[2 9] ; [ 3 32],[1.19565217 9.80434783] ; [ 3.80434783 31.19565217],0
d3,1,0.373541,0.791851,[4 8] ; [ 7 27],[2.86956522 9.13043478] ; [ 8.13043478 25.86956522],0
p7,1,0.39596,0.720559,[6 5] ; [14 21],[4.7826087 6.2173913] ; [15.2173913 19.7826087],0
a6,1,0.454118,0.560353,[4 8] ; [16 19],[5.10638298 6.89361702] ; [14.89361702 20.10638298],0
s3,1,0.493655,0.468551,[2 9] ; [10 25],[2.86956522 8.13043478] ; [ 9.13043478 25.86956522],0
a7,1,0.518357,0.417161,[5 7] ; [11 24],[4.08510638 7.91489362] ; [11.91489362 23.08510638],0
b1,1,0.545437,0.365556,[6 6] ; [21 14],[6.89361702 5.10638298] ; [20.10638298 14.89361702],0
d5,1,0.551522,0.354598,[3 9] ; [12 23],[3.82978723 8.17021277] ; [11.17021277 23.82978723],0
s8,1,0.59389,0.284311,[ 1 11] ; [ 5 30],[ 1.53191489 10.46808511] ; [ 4.46808511 30.53191489],0
n3,1,0.61193,0.257374,[4 2] ; [11  9],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
b5,1,0.667569,0.184458,[6 6] ; [15 20],[5.36170213 6.63829787] ; [15.63829787 19.36170213],0
a8,1,0.71077,0.13751,[ 1 10] ; [ 2 32],[ 0.73333333 10.26666667] ; [ 2.26666667 31.73333333],0
u2,1,0.732122,0.117172,[3 6] ; [ 8 12],[3.4137931 5.5862069] ; [ 7.5862069 12.4137931],0
s5,1,0.764105,0.090057,[ 1 11] ; [ 4 31],[ 1.27659574 10.72340426] ; [ 3.72340426 31.27659574],0
p9,1,0.786944,0.073052,[6 6] ; [18 15],[6.4 5.6] ; [17.6 15.4],0
p10,1,0.793208,0.068721,[5 6] ; [17 17],[5.37777778 5.62222222] ; [16.62222222 17.37777778],0
v3,1,0.827992,0.047209,[ 1 10] ; [ 4 31],[1.19565217 9.80434783] ; [ 3.80434783 31.19565217],0
p3,1,0.841547,0.039966,[ 2 10] ; [ 5 30],[ 1.78723404 10.21276596] ; [ 5.21276596 29.78723404],0
u3,1,0.871524,0.026154,[2 7] ; [ 5 15],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
s2,1,0.879744,0.02289,[3 9] ; [ 8 27],[2.80851064 9.19148936] ; [ 8.19148936 26.80851064],0
r2,1,0.882937,0.021682,[7 5] ; [19 15],[6.7826087 5.2173913] ; [19.2173913 14.7826087],0
b2,1,0.890782,0.018855,[2 4] ; [ 8 14],[2.14285714 3.85714286] ; [ 7.85714286 14.14285714],0
b3,1,0.890782,0.018855,[2 4] ; [ 8 14],[2.14285714 3.85714286] ; [ 7.85714286 14.14285714],0
v2,1,0.91822,0.010542,[3 9] ; [ 8 26],[2.86956522 9.13043478] ; [ 8.13043478 25.86956522],0
p4,1,0.95209,0.00361,[4 8] ; [12 23],[4.08510638 7.91489362] ; [11.91489362 23.08510638],0
s1,1,0.979651,0.000651,[ 1 11] ; [ 3 32],[ 1.0212766 10.9787234] ; [ 2.9787234 32.0212766],0
