Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,43.385954,[ 2 95] ; [5 3],[ 6.46666667 90.53333333] ; [0.53333333 7.46666667],1
d3,1,0.02169,5.270493,[73 24] ; [3 5],[70.20952381 26.79047619] ; [5.79047619 2.20952381],0
r2,1,0.024813,5.036877,[87 10] ; [5 3],[84.99047619 12.00952381] ; [7.00952381 0.99047619],0
a1,1,0.088514,2.90119,[ 2 95] ; [1 7],[ 2.77142857 94.22857143] ; [0.22857143 7.77142857],0
p4,1,0.088629,2.8991,[55 42] ; [7 1],[57.27619048 39.72380952] ; [4.72380952 3.27619048],0
p6,1,0.118064,2.442821,[33 62] ; [5 3],[35.04854369 59.95145631] ; [2.95145631 5.04854369],0
r3,1,0.120787,2.407081,[89  8] ; [6 2],[87.76190476  9.23809524] ; [7.23809524 0.76190476],0
d5,1,0.162754,1.948454,[71 26] ; [4 4],[69.28571429 27.71428571] ; [5.71428571 2.28571429],0
v2,1,0.165489,1.923341,[46 47] ; [6 2],[47.88118812 45.11881188] ; [4.11881188 3.88118812],0
v3,1,0.172342,1.862449,[25 67] ; [4 4],[26.68 65.32] ; [2.32 5.68],0
s5,1,0.209104,1.577619,[27 67] ; [4 4],[28.56862745 65.43137255] ; [2.43137255 5.56862745],0
d4,1,0.231485,1.431714,[78 19] ; [5 3],[76.67619048 20.32380952] ; [6.32380952 1.67619048],0
b4,1,0.288293,1.127577,[54 43] ; [6 2],[55.42857143 41.57142857] ; [4.57142857 3.42857143],0
b2,1,0.377805,0.777832,[14 30] ; [3 3],[14.96 29.04] ; [2.04 3.96],0
b3,1,0.377805,0.777832,[14 30] ; [3 3],[14.96 29.04] ; [2.04 3.96],0
b5,1,0.397746,0.71513,[63 34] ; [4 4],[61.8952381 35.1047619] ; [5.1047619 2.8952381],0
a4,1,0.403161,0.698878,[25 72] ; [1 7],[24.01904762 72.98095238] ; [1.98095238 6.01904762],0
u3,1,0.403775,0.697054,[24 21] ; [3 1],[24.79591837 20.20408163] ; [2.20408163 1.79591837],0
p3,1,0.412158,0.672567,[46 51] ; [5 3],[47.11428571 49.88571429] ; [3.88571429 4.11428571],0
s8,1,0.427462,0.629709,[38 59] ; [2 6],[36.95238095 60.04761905] ; [3.04761905 4.95238095],0
n5,1,0.433604,0.61315,[35 62] ; [4 4],[36.02857143 60.97142857] ; [2.97142857 5.02857143],0
u1,1,0.491344,0.473582,[ 6 91] ; [1 7],[ 6.46666667 90.53333333] ; [0.53333333 7.46666667],0
n6,1,0.502556,0.449534,[60 35] ; [6 2],[60.87378641 34.12621359] ; [5.12621359 2.87378641],0
s4,1,0.503403,0.447755,[22 75] ; [1 7],[21.24761905 75.75238095] ; [1.75238095 6.24761905],0
p1,1,0.504479,0.445502,[ 6 89] ; [1 7],[ 6.45631068 88.54368932] ; [0.54368932 7.45631068],0
a6,1,0.508838,0.436455,[60 37] ; [4 4],[59.12380952 37.87619048] ; [4.87619048 3.12380952],0
n3,1,0.527458,0.399287,[14 10] ; [3 1],[14.57142857  9.42857143] ; [2.42857143 1.57142857],0
a5,1,0.528252,0.397753,[62 35] ; [6 2],[62.81904762 34.18095238] ; [5.18095238 2.81904762],0
b1,1,0.560828,0.338273,[27 70] ; [3 5],[27.71428571 69.28571429] ; [2.28571429 5.71428571],0
r1,1,0.560828,0.338273,[70 27] ; [5 3],[69.28571429 27.71428571] ; [5.71428571 2.28571429],0
s3,1,0.570658,0.321583,[46 50] ; [3 5],[45.23076923 50.76923077] ; [3.76923077 4.23076923],0
d1,1,0.588709,0.292365,[46 51] ; [3 5],[45.26666667 51.73333333] ; [3.73333333 4.26666667],0
r4,1,0.597641,0.278568,[80 17] ; [6 2],[79.44761905 17.55238095] ; [6.55238095 1.44761905],0
p2,1,0.6081,0.262951,[79 17] ; [6 2],[78.46153846 17.53846154] ; [6.53846154 1.46153846],0
v1,1,0.658007,0.195954,[39 54] ; [4 4],[39.59405941 53.40594059] ; [3.40594059 4.59405941],0
n1,1,0.7411,0.109162,[ 8 16] ; [1 3],[ 7.71428571 16.28571429] ; [1.28571429 2.71428571],0
s2,1,0.750058,0.101482,[42 55] ; [3 5],[41.57142857 55.42857143] ; [3.42857143 4.57142857],0
a2,1,0.765428,0.089019,[ 9 88] ; [1 7],[ 9.23809524 87.76190476] ; [0.76190476 7.23809524],0
d2,1,0.770406,0.085173,[29 68] ; [2 6],[28.63809524 68.36190476] ; [2.36190476 5.63809524],0
a3,1,0.888431,0.019681,[51 46] ; [4 4],[50.80952381 46.19047619] ; [4.19047619 3.80952381],0
s7,1,0.891821,0.018496,[33 61] ; [3 5],[33.17647059 60.82352941] ; [2.82352941 5.17647059],0
s6,1,0.905866,0.013984,[62 34] ; [5 3],[61.84615385 34.15384615] ; [5.15384615 2.84615385],0
a7,1,0.934446,0.006765,[74 23] ; [6 2],[73.9047619 23.0952381] ; [6.0952381 1.9047619],0
p7,1,0.986512,0.000286,[70 23] ; [6 2],[69.98019802 23.01980198] ; [6.01980198 1.98019802],0
