Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.554043,[21 45] ; [74 35],[35.82857143 30.17142857] ; [59.17142857 49.82857143],1
n1,1,0.00193,9.614742,[ 5 25] ; [23 21],[11.35135135 18.64864865] ; [16.64864865 27.35135135],0
u1,1,0.002063,9.492528,[ 2 64] ; [21 88],[ 8.67428571 57.32571429] ; [14.32571429 94.67428571],0
n6,1,0.002084,9.473601,[31 35] ; [76 32],[40.5862069 25.4137931] ; [66.4137931 41.5862069],0
s7,1,0.005283,7.779886,[ 8 54] ; [33 69],[15.5 46.5] ; [25.5 76.5],0
a5,1,0.008706,6.882234,[29 37] ; [70 39],[37.33714286 28.66285714] ; [61.66285714 47.33714286],0
a4,1,0.015129,5.901375,[18 48] ; [49 58],[25.56069364 40.43930636] ; [41.43930636 65.56069364],0
v3,1,0.025336,5.000754,[10 54] ; [32 71],[16.09580838 47.90419162] ; [25.90419162 77.09580838],0
d5,1,0.039154,4.254166,[39 27] ; [80 28],[45.13793103 20.86206897] ; [73.86206897 34.13793103],0
u3,1,0.042993,4.095671,[19 11] ; [16 25],[14.78873239 15.21126761] ; [20.21126761 20.78873239],0
d2,1,0.083112,3.002978,[25 41] ; [55 52],[30.52023121 35.47976879] ; [49.47976879 57.52023121],0
a1,1,0.084256,2.980826,[ 2 64] ; [11 98],[ 4.90285714 61.09714286] ; [  8.09714286 100.90285714],0
a2,1,0.10067,2.694893,[ 8 58] ; [24 85],[12.06857143 53.93142857] ; [19.93142857 89.06857143],0
a8,1,0.178139,1.813081,[ 3 58] ; [11 88],[ 5.3375 55.6625] ; [ 8.6625 90.3375],0
s6,1,0.199179,1.648382,[22 44] ; [47 62],[26.02285714 39.97714286] ; [42.97714286 66.02285714],0
p6,1,0.209064,1.577895,[11 53] ; [27 79],[14.30588235 49.69411765] ; [23.69411765 82.30588235],0
a3,1,0.239954,1.380862,[36 30] ; [68 39],[39.67630058 26.32369942] ; [64.32369942 42.67630058],0
v1,1,0.246689,1.341958,[19 47] ; [40 67],[22.50867052 43.49132948] ; [36.49132948 70.50867052],0
r2,1,0.290869,1.115593,[52 14] ; [91 16],[54.55491329 11.44508671] ; [88.44508671 18.55491329],0
d1,1,0.320743,0.985916,[27 39] ; [53 56],[30.17142857 35.82857143] ; [49.82857143 59.17142857],0
s8,1,0.32948,0.950939,[10 56] ; [23 86],[12.44571429 53.55428571] ; [20.55428571 88.44571429],0
u2,1,0.333839,0.93395,[15 14] ; [16 24],[13.02898551 15.97101449] ; [17.97101449 22.02898551],0
p1,1,0.338685,0.915404,[ 3 63] ; [ 9 99],[ 4.55172414 61.44827586] ; [  7.44827586 100.55172414],0
s1,1,0.371866,0.797419,[ 6 60] ; [  6 102],[ 4.55172414 61.44827586] ; [  7.44827586 100.55172414],0
s4,1,0.380635,0.768651,[ 9 57] ; [10 97],[ 7.24855491 58.75144509] ; [11.75144509 95.24855491],0
a7,1,0.380802,0.768113,[38 28] ; [70 39],[40.73142857 25.26857143] ; [67.26857143 41.73142857],0
b4,1,0.3923,0.731802,[35 31] ; [65 44],[37.71428571 28.28571429] ; [62.28571429 46.71428571],0
b1,1,0.447583,0.576764,[30 36] ; [56 53],[32.43428571 33.56571429] ; [53.56571429 55.43428571],0
n2,1,0.482984,0.492118,[15 14] ; [27 18],[16.45945946 12.54054054] ; [25.54054054 19.45945946],0
r1,1,0.542046,0.371761,[41 25] ; [72 36],[42.86206897 23.13793103] ; [70.13793103 37.86206897],0
p3,1,0.561136,0.337741,[17 48] ; [33 76],[18.67816092 46.32183908] ; [31.32183908 77.67816092],0
b2,1,0.587364,0.294479,[10 25] ; [24 47],[11.22641509 23.77358491] ; [22.77358491 48.22641509],0
b3,1,0.587364,0.294479,[10 25] ; [24 47],[11.22641509 23.77358491] ; [22.77358491 48.22641509],0
