Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.003731,8.410177,[18  4] ; [21 26],[12.43478261  9.56521739] ; [26.56521739 20.43478261],0
d1,1,0.00848,6.929212,[11 11] ; [ 9 38],[ 6.37681159 15.62318841] ; [13.62318841 33.37681159],0
a3,1,0.020107,5.402574,[13  9] ; [14 33],[ 8.60869565 13.39130435] ; [18.39130435 28.60869565],0
v1,1,0.072648,3.222161,[12 10] ; [15 32],[ 8.60869565 13.39130435] ; [18.39130435 28.60869565],0
u2,1,0.082245,3.019978,[8 1] ; [19 14],[5.78571429 3.21428571] ; [21.21428571 11.78571429],0
r3,1,0.09345,2.813917,[18  3] ; [31 16],[15.13235294  5.86764706] ; [33.86764706 13.13235294],0
v4,1,0.095644,2.776711,[19  2] ; [34 13],[16.36764706  4.63235294] ; [36.63235294 10.36764706],0
p11,1,0.102579,2.664984,[14  8] ; [20 27],[10.84057971 11.15942029] ; [23.15942029 23.84057971],0
p10,1,0.112595,2.517412,[14  6] ; [23 24],[11.04477612  8.95522388] ; [25.95522388 21.04477612],0
r1,1,0.134193,2.243311,[15  7] ; [23 24],[12.11594203  9.88405797] ; [25.88405797 21.11594203],0
s2,1,0.148535,2.087228,[11 11] ; [15 32],[ 8.28985507 13.71014493] ; [17.71014493 29.28985507],0
p2,1,0.150298,2.069221,[17  5] ; [28 19],[14.34782609  7.65217391] ; [30.65217391 16.34782609],0
d2,1,0.164919,1.92853,[ 7 15] ; [ 8 39],[ 4.7826087 17.2173913] ; [10.2173913 36.7826087],0
d3,1,0.165083,1.927033,[14  8] ; [21 25],[11.32352941 10.67647059] ; [23.67647059 22.32352941],0
v3,1,0.167937,1.901266,[ 5 16] ; [ 5 41],[ 3.13432836 17.86567164] ; [ 6.86567164 39.13432836],0
p7,1,0.212075,1.557203,[12  8] ; [19 25],[ 9.6875 10.3125] ; [21.3125 22.6875],0
p3,1,0.264243,1.246389,[ 3 19] ; [12 35],[ 4.7826087 17.2173913] ; [10.2173913 36.7826087],0
s6,1,0.277977,1.176952,[11 10] ; [18 29],[ 8.95588235 12.04411765] ; [20.04411765 26.95588235],0
s7,1,0.28938,1.122505,[ 7 12] ; [11 35],[ 5.26153846 13.73846154] ; [12.73846154 33.26153846],0
n5,1,0.30507,1.0519,[12 10] ; [19 27],[10.02941176 11.97058824] ; [20.97058824 25.02941176],0
n3,1,0.305141,1.051592,[7 2] ; [11  8],[5.78571429 3.21428571] ; [12.21428571  6.78571429],0
p9,1,0.334601,0.931009,[14  6] ; [27 20],[12.23880597  7.76119403] ; [28.76119403 18.23880597],0
p6,1,0.346709,0.885466,[ 8 12] ; [13 33],[ 6.36363636 13.63636364] ; [14.63636364 31.36363636],0
n4,1,0.361956,0.831095,[10 12] ; [16 31],[ 8.28985507 13.71014493] ; [17.71014493 29.28985507],0
p4,1,0.384254,0.757049,[ 8 14] ; [12 34],[ 6.47058824 15.52941176] ; [13.52941176 32.47058824],0
b1,1,0.431313,0.619285,[13  9] ; [23 24],[11.47826087 10.52173913] ; [24.52173913 22.47826087],0
b5,1,0.461472,0.542323,[12 10] ; [30 17],[13.39130435  8.60869565] ; [28.60869565 18.39130435],0
n1,1,0.506984,0.440286,[4 5] ; [ 6 13],[3.21428571 5.78571429] ; [ 6.78571429 12.21428571],0
p8,1,0.523592,0.406812,[ 8 12] ; [15 32],[ 6.86567164 13.13432836] ; [16.13432836 30.86567164],0
r4,1,0.533211,0.388269,[13  9] ; [24 23],[11.79710145 10.20289855] ; [25.20289855 21.79710145],0
b4,1,0.533211,0.388269,[13  9] ; [24 23],[11.79710145 10.20289855] ; [25.20289855 21.79710145],0
a6,1,0.549123,0.35889,[10 12] ; [25 22],[11.15942029 10.84057971] ; [23.84057971 23.15942029],0
p1,1,0.553804,0.350547,[ 1 21] ; [ 4 43],[ 1.5942029 20.4057971] ; [ 3.4057971 43.5942029],0
d4,1,0.573882,0.316231,[16  6] ; [31 16],[14.98550725  7.01449275] ; [32.01449275 14.98550725],0
b2,1,0.575106,0.314213,[2 8] ; [ 9 22],[2.68292683 7.31707317] ; [ 8.31707317 22.68292683],0
b3,1,0.575106,0.314213,[2 8] ; [ 9 22],[2.68292683 7.31707317] ; [ 8.31707317 22.68292683],0
u1,1,0.576917,0.311246,[ 1 21] ; [ 1 46],[ 0.63768116 21.36231884] ; [ 1.36231884 45.63768116],0
p5,1,0.576917,0.311246,[ 1 21] ; [ 1 46],[ 0.63768116 21.36231884] ; [ 1.36231884 45.63768116],0
s8,1,0.582323,0.302494,[ 6 16] ; [10 37],[ 5.10144928 16.89855072] ; [10.89855072 36.10144928],0
s4,1,0.585909,0.296778,[ 7 15] ; [12 35],[ 6.05797101 15.94202899] ; [12.94202899 34.05797101],0
a4,1,0.716973,0.131411,[ 3 19] ; [ 5 42],[ 2.55072464 19.44927536] ; [ 5.44927536 41.55072464],0
s5,1,0.724382,0.124333,[ 5 16] ; [ 9 36],[ 4.45454545 16.54545455] ; [ 9.54545455 35.45454545],0
a8,1,0.792952,0.068896,[ 1 20] ; [ 3 44],[ 1.23529412 19.76470588] ; [ 2.76470588 44.23529412],0
a7,1,0.804656,0.06117,[11 11] ; [25 22],[11.47826087 10.52173913] ; [24.52173913 22.47826087],0
r2,1,0.815971,0.054163,[16  5] ; [37 10],[16.36764706  4.63235294] ; [36.63235294 10.36764706],0
n2,1,0.856395,0.032749,[6 3] ; [12  7],[5.78571429 3.21428571] ; [12.21428571  6.78571429],0
u3,1,0.956962,0.002912,[5 4] ; [18 15],[4.92857143 4.07142857] ; [18.07142857 14.92857143],0
s3,1,1.0,0.0,[11 11] ; [23 23],[11. 11.] ; [23. 23.],0
