Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,22.951889,[ 9 75] ; [34 43],[22.43478261 61.56521739] ; [20.56521739 56.43478261],1
p8,1,3e-06,21.927962,[17 67] ; [45 36],[31.56363636 52.43636364] ; [30.43636364 50.56363636],1
p3,1,3e-06,21.522098,[15 70] ; [42 39],[29.18674699 55.81325301] ; [27.81325301 53.18674699],1
p2,1,9.2e-05,15.30233,[49 36] ; [69 12],[60.42168675 24.57831325] ; [57.57831325 23.42168675],1
v4,1,0.001976,9.57156,[65 20] ; [75  5],[72.12121212 12.87878788] ; [67.87878788 12.12121212],0
s7,1,0.005419,7.73395,[ 9 75] ; [21 54],[15.8490566 68.1509434] ; [14.1509434 60.8490566],0
p5,1,0.007166,7.23089,[ 1 84] ; [ 9 72],[ 5.12048193 79.87951807] ; [ 4.87951807 76.12048193],0
p11,1,0.009725,6.684564,[49 36] ; [62 19],[56.8373494 28.1626506] ; [54.1626506 26.8373494],0
r4,1,0.011027,6.461038,[53 32] ; [65 16],[60.42168675 24.57831325] ; [57.57831325 23.42168675],0
p4,1,0.01317,6.146154,[25 60] ; [39 42],[32.77108434 52.22891566] ; [31.22891566 49.77108434],0
n3,1,0.013696,6.076903,[18 13] ; [22  3],[22.14285714  8.85714286] ; [17.85714286  7.14285714],0
v1,1,0.014784,5.942009,[25 60] ; [37 40],[32.5308642 52.4691358] ; [29.4691358 47.5308642],0
r3,1,0.017145,5.681431,[64 20] ; [73  8],[69.74545455 14.25454545] ; [67.25454545 13.74545455],0
s3,1,0.022141,5.234634,[15 68] ; [27 53],[21.38650307 61.61349693] ; [20.61349693 59.38650307],0
s8,1,0.026885,4.898177,[ 9 76] ; [19 62],[14.3373494 70.6626506] ; [13.6626506 67.3373494],0
p10,1,0.029483,4.739175,[41 42] ; [53 27],[47.86503067 35.13496933] ; [46.13496933 33.86503067],0
v2,1,0.037344,4.334667,[27 52] ; [39 38],[33.42307692 45.57692308] ; [32.57692308 44.42307692],0
r2,1,0.038347,4.289543,[65 20] ; [71  9],[70.06060606 14.93939394] ; [65.93939394 14.06060606],0
b2,1,0.040108,4.213328,[17 22] ; [11 37],[12.55172414 26.44827586] ; [15.44827586 32.55172414],0
b3,1,0.040108,4.213328,[17 22] ; [11 37],[12.55172414 26.44827586] ; [15.44827586 32.55172414],0
n4,1,0.05099,3.808587,[44 41] ; [54 27],[50.18072289 34.81927711] ; [47.81927711 33.18072289],0
s6,1,0.069397,3.297236,[26 59] ; [35 44],[31.61585366 53.38414634] ; [29.38414634 49.61585366],0
p9,1,0.087533,2.919163,[50 33] ; [59 22],[55.16463415 27.83536585] ; [53.83536585 27.16463415],0
b4,1,0.093022,2.821279,[56 29] ; [43 38],[50.69277108 34.30722892] ; [48.30722892 32.69277108],0
a6,1,0.121352,2.399781,[48 37] ; [36 45],[43.01204819 41.98795181] ; [40.98795181 40.01204819],0
a1,1,0.190879,1.710819,[ 4 81] ; [ 1 80],[ 2.56024096 82.43975904] ; [ 2.43975904 78.56024096],0
n6,1,0.231914,1.429082,[58 27] ; [62 19],[61.44578313 23.55421687] ; [58.55421687 22.44578313],0
s4,1,0.268255,1.225647,[ 7 78] ; [11 70],[ 9.21686747 75.78313253] ; [ 8.78313253 72.21686747],0
n2,1,0.268925,1.222222,[16 14] ; [17  8],[18. 12.] ; [15. 10.],0
s1,1,0.27406,1.196313,[ 5 80] ; [ 2 79],[ 3.58433735 81.41566265] ; [ 3.41566265 77.58433735],0
a7,1,0.2798,1.168063,[47 37] ; [52 29],[50.4 33.6] ; [48.6 32.4],0
b5,1,0.295241,1.095567,[54 31] ; [45 36],[50.69277108 34.30722892] ; [48.30722892 32.69277108],0
u2,1,0.307329,1.042119,[22 27] ; [26 21],[24.5 24.5] ; [23.5 23.5],0
n5,1,0.320933,0.985139,[46 39] ; [50 31],[49.15662651 35.84337349] ; [46.84337349 34.15662651],0
a4,1,0.376525,0.782015,[18 66] ; [13 68],[15.78181818 68.21818182] ; [15.21818182 65.78181818],0
r1,1,0.452768,0.563714,[45 40] ; [47 33],[47.39393939 37.60606061] ; [44.60606061 35.39393939],0
v3,1,0.460528,0.54461,[22 60] ; [26 55],[24.14723926 57.85276074] ; [23.85276074 57.14723926],0
b1,1,0.461744,0.541665,[33 52] ; [27 54],[30.72289157 54.27710843] ; [29.27710843 51.72289157],0
d2,1,0.49294,0.470103,[17 67] ; [20 61],[18.83636364 65.16363636] ; [18.16363636 62.83636364],0
u1,1,0.532011,0.390549,[ 1 84] ; [ 2 79],[ 1.53614458 83.46385542] ; [ 1.46385542 79.53614458],0
s5,1,0.601458,0.272803,[10 71] ; [12 67],[11.1375 69.8625] ; [10.8625 68.1375],0
u3,1,0.616767,0.250438,[21 28] ; [23 25],[22.22680412 26.77319588] ; [21.77319588 26.22680412],0
a8,1,0.64922,0.206885,[ 8 73] ; [ 9 65],[ 8.88387097 72.11612903] ; [ 8.11612903 65.88387097],0
p12,1,0.689518,0.159608,[ 3 82] ; [ 2 79],[ 2.56024096 82.43975904] ; [ 2.43975904 78.56024096],0
p1,1,0.692956,0.155904,[ 5 80] ; [ 6 75],[ 5.63253012 79.36746988] ; [ 5.36746988 75.63253012],0
d5,1,0.716097,0.132263,[48 37] ; [48 33],[49.15662651 35.84337349] ; [46.84337349 34.15662651],0
n1,1,0.784289,0.07493,[11 20] ; [ 8 17],[10.51785714 20.48214286] ; [ 8.48214286 16.51785714],0
a3,1,0.888569,0.019632,[36 48] ; [33 46],[35.55828221 48.44171779] ; [33.44171779 45.55828221],0
d3,1,0.947286,0.004371,[41 44] ; [39 41],[41.21212121 43.78787879] ; [38.78787879 41.21212121],0
d4,1,0.950436,0.003864,[50 34] ; [48 32],[50.19512195 33.80487805] ; [47.80487805 32.19512195],0
d1,1,0.988248,0.000217,[23 62] ; [22 59],[23.04216867 61.95783133] ; [21.95783133 59.04216867],0
