Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,109.056326,[562  87] ; [ 9 31],[537.85050798 111.14949202] ; [33.14949202  6.85050798],1
r3,1,0.0,107.508165,[641   9] ; [27 12],[630.18867925  19.81132075] ; [37.81132075  1.18867925],1
v4,1,0.0,53.658466,[640  10] ; [30  8],[632.99418605  17.00581395] ; [37.00581395  0.99418605],1
a7,1,0.00042,12.44008,[476 173] ; [19 21],[466.26269956 182.73730044] ; [28.73730044 11.26269956],1
n4,1,0.000509,12.083242,[526 123] ; [24 17],[517.31884058 131.68115942] ; [32.68115942  8.31884058],1
s6,1,0.000525,12.02341,[432 203] ; [16 23],[422.07715134 212.92284866] ; [25.92284866 13.07715134],1
a5,1,0.000566,11.883432,[491 159] ; [21 20],[481.62083936 168.37916064] ; [30.37916064 10.62083936],1
v1,1,0.003808,8.373267,[360 271] ; [13 26],[351.2880597 279.7119403] ; [21.7119403 17.2880597],0
a6,1,0.009301,6.764184,[457 191] ; [21 20],[449.55587808 198.44412192] ; [28.44412192 12.55587808],0
p7,1,0.01117,6.438102,[424 205] ; [18 20],[416.8185907 212.1814093] ; [25.1814093 12.8185907],0
d3,1,0.012842,6.19078,[453 196] ; [21 20],[445.83478261 203.16521739] ; [28.16521739 12.83478261],0
n6,1,0.013743,6.070899,[569  78] ; [29 10],[564.00291545  82.99708455] ; [33.99708455  5.00291545],0
s8,1,0.021081,5.320092,[298 347] ; [11 29],[290.95620438 354.04379562] ; [18.04379562 21.95620438],0
n3,1,0.026102,4.949229,[90 28] ; [8 8],[86.29850746 31.70149254] ; [11.70149254  4.29850746],0
u1,1,0.027165,4.880268,[120 531] ; [ 2 39],[114.7716763 536.2283237] ; [ 7.2283237 33.7716763],0
p3,1,0.02892,4.772383,[341 305] ; [14 26],[334.30029155 311.69970845] ; [20.69970845 19.30029155],0
d4,1,0.033606,4.514615,[539 109] ; [28 12],[534.03488372 113.96511628] ; [32.96511628  7.03488372],0
v2,1,0.061238,3.503534,[366 256] ; [17 22],[360.40242057 261.59757943] ; [22.59757943 16.40242057],0
b4,1,0.069476,3.295368,[383 268] ; [30 11],[388.53034682 262.46965318] ; [24.46965318 16.53034682],0
v3,1,0.074066,3.190535,[261 363] ; [11 29],[255.61445783 368.38554217] ; [16.38554217 23.61445783],0
p10,1,0.082077,3.023296,[559  85] ; [30  9],[555.36749634  88.63250366] ; [33.63250366  5.36749634],0
n2,1,0.090084,2.872879,[91 26] ; [10  7],[88.18656716 28.81343284] ; [12.81343284  4.18656716],0
a3,1,0.109154,2.566427,[471 178] ; [25 16],[466.52753623 182.47246377] ; [29.47246377 11.52753623],0
p9,1,0.119045,2.429846,[568  73] ; [33  8],[564.86950147  76.13049853] ; [36.13049853  4.86950147],0
n5,1,0.12267,2.382892,[504 142] ; [27 13],[500.03790087 145.96209913] ; [30.96209913  9.03790087],0
p4,1,0.134067,2.244763,[398 245] ; [20 20],[393.51976574 249.48023426] ; [24.48023426 15.51976574],0
s5,1,0.141586,2.160639,[216 409] ; [ 9 30],[211.78463855 413.21536145] ; [13.21536145 25.78463855],0
a2,1,0.177449,1.818856,[155 496] ; [ 6 35],[151.46098266 499.53901734] ; [ 9.53901734 31.46098266],0
p8,1,0.188333,1.730609,[362 274] ; [18 21],[358.04444444 277.95555556] ; [21.95555556 17.04444444],0
p2,1,0.225091,1.471614,[555  90] ; [30  8],[552.45241581  92.54758419] ; [32.54758419  5.45241581],0
d1,1,0.254745,1.297094,[392 259] ; [21 20],[388.53034682 262.46965318] ; [24.46965318 16.53034682],0
s2,1,0.270456,1.214433,[331 312] ; [17 23],[327.6193265 315.3806735] ; [20.3806735 19.6193265],0
p5,1,0.272359,1.204829,[ 75 567] ; [ 7 33],[ 77.19061584 564.80938416] ; [ 4.80938416 35.19061584],0
b2,1,0.324178,0.972015,[167 245] ; [ 8 18],[164.61187215 247.38812785] ; [10.38812785 15.61187215],0
b3,1,0.324178,0.972015,[167 245] ; [ 8 18],[164.61187215 247.38812785] ; [10.38812785 15.61187215],0
s3,1,0.342569,0.900794,[369 269] ; [19 19],[366.18934911 271.81065089] ; [21.81065089 16.18934911],0
d5,1,0.377293,0.779504,[527 122] ; [31 10],[524.84347826 124.15652174] ; [33.15652174  7.84347826],0
s4,1,0.493264,0.469399,[ 99 540] ; [ 8 33],[100.54852941 538.45147059] ; [ 6.45147059 34.54852941],0
p6,1,0.57323,0.317307,[241 396] ; [13 26],[239.34615385 397.65384615] ; [14.65384615 24.34615385],0
a4,1,0.667091,0.185023,[291 357] ; [17 24],[289.67198839 358.32801161] ; [18.32801161 22.67198839],0
u3,1,0.670001,0.181601,[111  69] ; [9 7],[110.20408163  69.79591837] ; [9.79591837 6.20408163],0
n1,1,0.744018,0.106627,[43 73] ; [ 7 10],[43.60902256 72.39097744] ; [ 6.39097744 10.60902256],0
b1,1,0.76061,0.09283,[223 428] ; [15 26],[223.89884393 427.10115607] ; [14.10115607 26.89884393],0
p1,1,0.777207,0.080067,[ 56 588] ; [ 4 36],[ 56.49122807 587.50877193] ; [ 3.50877193 36.49122807],0
b5,1,0.801574,0.063157,[384 267] ; [25 16],[384.76734104 266.23265896] ; [24.23265896 16.76734104],0
u2,1,0.885763,0.020641,[104  75] ; [9 7],[103.72820513  75.27179487] ; [9.27179487 6.72820513],0
s1,1,0.930555,0.007594,[ 17 621] ; [ 1 40],[ 16.91310751 621.08689249] ; [ 1.08689249 39.91310751],0
a1,1,0.936418,0.006364,[ 30 621] ; [ 2 39],[ 30.10404624 620.89595376] ; [ 1.89595376 39.10404624],0
s7,1,0.945694,0.00464,[308 317] ; [19 20],[307.7936747 317.2063253] ; [19.2063253 19.7936747],0
d2,1,0.996973,1.4e-05,[308 340] ; [19 21],[307.98837209 340.01162791] ; [19.01162791 20.98837209],0
