Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,66.094912,[23 17] ; [296  13],[36.56160458  3.43839542] ; [282.43839542  26.56160458],1
p7,1,0.000105,15.044591,[17 22] ; [222  79],[27.41470588 11.58529412] ; [211.58529412  89.41470588],1
p11,1,0.000125,14.712209,[24 16] ; [262  47],[32.77936963  7.22063037] ; [253.22063037  55.77936963],1
s5,1,0.019617,5.445657,[10 27] ; [139 155],[16.65558912 20.34441088] ; [132.34441088 161.65558912],0
p3,1,0.023905,5.101512,[17 23] ; [189 120],[23.61031519 16.38968481] ; [182.38968481 126.61031519],0
n3,1,0.029387,4.744821,[4 6] ; [46 16],[6.94444444 3.05555556] ; [43.05555556 18.94444444],0
r4,1,0.036592,4.3693,[35  5] ; [295  14],[37.82234957  2.17765043] ; [292.17765043  16.82234957],0
n5,1,0.041574,4.152462,[30 10] ; [268  40],[34.25287356  5.74712644] ; [263.74712644  44.25287356],0
n2,1,0.055571,3.664863,[5 6] ; [46 16],[7.68493151 3.31506849] ; [43.31506849 18.68493151],0
a3,1,0.076159,3.145027,[28 12] ; [252  56],[32.18390805  7.81609195] ; [247.81609195  60.18390805],0
p2,1,0.078288,3.100097,[30 10] ; [264  44],[33.79310345  6.20689655] ; [260.20689655  47.79310345],0
s6,1,0.083538,2.99469,[30 10] ; [261  44],[33.73913043  6.26086957] ; [257.26086957  47.73913043],0
v1,1,0.087834,2.913623,[19 20] ; [188 111],[23.88461538 15.11538462] ; [183.11538462 115.88461538],0
u3,1,0.120813,2.406746,[10  2] ; [34 23],[7.65217391 4.34782609] ; [36.34782609 20.65217391],0
b1,1,0.128404,2.311692,[20 20] ; [116 193],[15.58739255 24.41260745] ; [120.41260745 188.58739255],0
r3,1,0.134071,2.244719,[37  3] ; [300   9],[38.62464183  1.37535817] ; [298.37535817  10.62464183],0
b2,1,0.153877,2.033387,[10 21] ; [ 95 112],[13.67647059 17.32352941] ; [ 91.32352941 115.67647059],0
b3,1,0.153877,2.033387,[10 21] ; [ 95 112],[13.67647059 17.32352941] ; [ 91.32352941 115.67647059],0
a5,1,0.192086,1.701542,[29 11] ; [251  58],[32.09169054  7.90830946] ; [247.90830946  61.09169054],0
p8,1,0.202691,1.622881,[20 20] ; [184 120],[23.72093023 16.27906977] ; [180.27906977 123.72093023],0
u2,1,0.226568,1.46228,[9 3] ; [32 25],[7.13043478 4.86956522] ; [33.86956522 23.13043478],0
s3,1,0.243411,1.360727,[26 13] ; [232  76],[28.99711816 10.00288184] ; [229.00288184  78.99711816],0
p1,1,0.258287,1.277914,[ 2 38] ; [ 33 275],[ 4.02298851 35.97701149] ; [ 30.97701149 277.02298851],0
u4,1,0.288605,1.126119,[ 3 37] ; [ 12 297],[ 1.71919771 38.28080229] ; [ 13.28080229 295.71919771],0
r1,1,0.309629,1.032257,[32  8] ; [265  43],[34.13793103  5.86206897] ; [262.86206897  45.13793103],0
b4,1,0.31375,1.014823,[26 14] ; [175 134],[23.03724928 16.96275072] ; [177.96275072 131.03724928],0
a8,1,0.316691,1.002562,[ 8 27] ; [ 46 239],[ 5.90625 29.09375] ; [ 48.09375 236.90625],0
n4,1,0.321826,0.981513,[33  7] ; [272  37],[34.95702006  5.04297994] ; [270.04297994  38.95702006],0
p6,1,0.327452,0.958948,[16 23] ; [151 155],[18.87826087 20.12173913] ; [148.12173913 157.87826087],0
p4,1,0.370514,0.801938,[25 15] ; [214  94],[27.47126437 12.52873563] ; [211.52873563  96.47126437],0
s2,1,0.375951,0.783899,[26 13] ; [226  82],[28.32276657 10.67723343] ; [223.67723343  84.32276657],0
d2,1,0.39267,0.730657,[26 14] ; [179 130],[23.49570201 16.50429799] ; [181.50429799 127.49570201],0
a2,1,0.403929,0.696598,[ 9 31] ; [ 89 220],[11.23209169 28.76790831] ; [ 86.76790831 222.23209169],0
s7,1,0.46973,0.522611,[29 10] ; [235  61],[30.73432836  8.26567164] ; [233.26567164  62.73432836],0
s4,1,0.490968,0.474405,[ 6 34] ; [ 60 247],[ 7.60806916 32.39193084] ; [ 58.39193084 248.60806916],0
p5,1,0.496023,0.463434,[ 5 35] ; [ 51 254],[ 6.49275362 33.50724638] ; [ 49.50724638 255.49275362],0
a7,1,0.507206,0.439827,[26 14] ; [216  92],[27.81609195 12.18390805] ; [214.18390805  93.81609195],0
a1,1,0.542493,0.37094,[ 3 37] ; [ 16 293],[ 2.17765043 37.82234957] ; [ 16.82234957 292.17765043],0
v2,1,0.558515,0.342283,[23 17] ; [185 112],[24.6884273 15.3115727] ; [183.3115727 113.6884273],0
v4,1,0.564587,0.331825,[38  2] ; [299  10],[38.62464183  1.37535817] ; [298.37535817  10.62464183],0
d4,1,0.588663,0.292437,[33  7] ; [264  44],[34.13793103  5.86206897] ; [262.86206897  45.13793103],0
s1,1,0.660282,0.193181,[ 2 38] ; [ 11 295],[ 1.50289017 38.49710983] ; [ 11.49710983 294.50289017],0
b5,1,0.662729,0.190225,[25 15] ; [182 127],[23.72492837 16.27507163] ; [183.27507163 125.72492837],0
d5,1,0.671027,0.180403,[33  7] ; [262  46],[33.90804598  6.09195402] ; [261.09195402  46.90804598],0
a6,1,0.699974,0.148499,[25 15] ; [202 106],[26.09195402 13.90804598] ; [200.90804598 107.09195402],0
a4,1,0.72234,0.126262,[19 21] ; [156 153],[20.05730659 19.94269341] ; [154.94269341 154.05730659],0
d1,1,0.76955,0.085827,[26 14] ; [208 101],[26.81948424 13.18051576] ; [207.18051576 101.81948424],0
d3,1,0.8541,0.033815,[27 13] ; [213  96],[27.50716332 12.49283668] ; [212.49283668  96.50716332],0
u1,1,0.883594,0.021437,[10 30] ; [ 74 235],[ 9.62750716 30.37249284] ; [ 74.37249284 234.62750716],0
v3,1,0.92264,0.00943,[19 19] ; [147 152],[18.71810089 19.28189911] ; [147.28189911 151.71810089],0
n1,1,0.935552,0.006539,[5 6] ; [29 33],[5.12328767 5.87671233] ; [28.87671233 33.12328767],0
