Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,140.561111,[236  26] ; [30 74],[190.41530055  71.58469945] ; [75.58469945 28.41530055],1
s7,1,0.0,57.008234,[195  58] ; [36 67],[164.16573034  88.83426966] ; [66.83426966 36.16573034],1
s8,1,0.0,31.698152,[183  79] ; [40 65],[159.19891008 102.80108992] ; [63.80108992 41.19891008],1
s5,1,2.2e-05,18.040165,[135 116] ; [31 75],[116.71148459 134.28851541] ; [49.28851541 56.71148459],1
v4,1,0.009171,6.789297,[260   4] ; [99  7],[256.15135135   7.84864865] ; [102.84864865   3.15135135],0
p6,1,0.017941,5.601856,[126 134] ; [37 69],[115.79234973 144.20765027] ; [47.20765027 58.79234973],0
s4,1,0.039102,4.256426,[ 66 194] ; [16 88],[ 58.57142857 201.42857143] ; [23.42857143 80.57142857],0
r3,1,0.054688,3.691574,[258   5] ; [100   6],[255.1598916   7.8401084] ; [102.8401084   3.1598916],0
u3,1,0.068759,3.312399,[35 10] ; [13 10],[31.76470588 13.23529412] ; [16.23529412  6.76470588],0
p9,1,0.093758,2.808629,[237  24] ; [89 16],[232.47540984  28.52459016] ; [93.52459016 11.47540984],0
u1,1,0.097218,2.750607,[ 88 176] ; [26 80],[ 81.34054054 182.65945946] ; [32.65945946 73.34054054],0
p4,1,0.100183,2.702635,[193  69] ; [69 37],[186.5326087  75.4673913] ; [75.4673913 30.5326087],0
p12,1,0.12773,2.319877,[ 35 229] ; [ 8 97],[ 30.76422764 233.23577236] ; [12.23577236 92.76422764],0
u4,1,0.144115,2.13346,[ 14 250] ; [  2 104],[ 11.41621622 252.58378378] ; [  4.58378378 101.41621622],0
d3,1,0.161492,1.960203,[232  30] ; [99  7],[235.6576087  26.3423913] ; [95.3423913 10.6576087],0
b4,1,0.179181,1.804406,[157 107] ; [71 35],[162.68108108 101.31891892] ; [65.31891892 40.68108108],0
s1,1,0.181288,1.787037,[ 13 249] ; [  2 103],[ 10.70844687 251.29155313] ; [  4.29155313 100.70844687],0
n5,1,0.188447,1.72972,[210  53] ; [78 28],[205.26829268  57.73170732] ; [82.73170732 23.26829268],0
n6,1,0.192638,1.697328,[230  31] ; [88 18],[226.15258856  34.84741144] ; [91.84741144 14.15258856],0
r2,1,0.209446,1.575254,[256   6] ; [100   5],[254.14713896   7.85286104] ; [101.85286104   3.14713896],0
p10,1,0.241204,1.373543,[228  35] ; [86 19],[224.4076087  38.5923913] ; [89.5923913 15.4076087],0
a2,1,0.252294,1.310554,[104 160] ; [35 71],[ 99.17837838 164.82162162] ; [39.82162162 66.17837838],0
p5,1,0.260451,1.26636,[ 39 222] ; [11 94],[ 35.6557377 225.3442623] ; [14.3442623 90.6557377],0
a3,1,0.262633,1.254823,[219  44] ; [83 23],[215.24661247  47.75338753] ; [86.75338753 19.24661247],0
d2,1,0.286855,1.134325,[194  67] ; [73 33],[189.88283379  71.11716621] ; [77.11716621 28.88283379],0
n4,1,0.292821,1.106607,[216  47] ; [82 24],[212.39566396  50.60433604] ; [85.60433604 20.39566396],0
a4,1,0.310553,1.028322,[161 103] ; [58 47],[156.68292683 107.31707317] ; [62.31707317 42.68292683],0
v2,1,0.367795,0.8111,[160  91] ; [61 43],[156.25633803  94.74366197] ; [64.74366197 39.25633803],0
p1,1,0.377372,0.779246,[ 28 235] ; [ 8 97],[ 25.72826087 237.27173913] ; [10.27173913 94.72826087],0
u2,1,0.393059,0.729457,[32 13] ; [14  9],[30.44117647 14.55882353] ; [15.55882353  7.44117647],0
a8,1,0.440595,0.594733,[ 31 207] ; [15 77],[ 33.17575758 204.82424242] ; [12.82424242 79.17575758],0
b2,1,0.441972,0.591156,[ 69 103] ; [24 45],[ 66.37344398 105.62655602] ; [26.62655602 42.37344398],0
b3,1,0.441972,0.591156,[ 69 103] ; [24 45],[ 66.37344398 105.62655602] ; [26.62655602 42.37344398],0
p3,1,0.454593,0.559176,[154 109] ; [57 48],[150.79619565 112.20380435] ; [60.20380435 44.79619565],0
v1,1,0.468477,0.525566,[155  98] ; [60 45],[151.94134078 101.05865922] ; [63.05865922 41.94134078],0
b5,1,0.56373,0.333288,[171  93] ; [72 34],[173.38378378  90.61621622] ; [69.61621622 36.38378378],0
p2,1,0.569346,0.323778,[227  37] ; [87 17],[225.26086957  38.73913043] ; [88.73913043 15.26086957],0
a5,1,0.591065,0.288685,[226  38] ; [93 13],[227.61081081  36.38918919] ; [91.38918919 14.61081081],0
a1,1,0.594452,0.283446,[ 19 245] ; [  6 100],[ 17.83783784 246.16216216] ; [ 7.16216216 98.83783784],0
r4,1,0.624909,0.239029,[250  14] ; [99  7],[249.01621622  14.98378378] ; [99.98378378  6.01621622],0
v3,1,0.650426,0.205364,[112 138] ; [43 59],[110.08522727 139.91477273] ; [44.91477273 57.08522727],0
r1,1,0.652785,0.202407,[228  35] ; [90 16],[226.6504065  36.3495935] ; [91.3495935 14.6504065],0
a6,1,0.653858,0.201071,[186  75] ; [78 28],[187.7493188  73.2506812] ; [76.2506812 29.7493188],0
a7,1,0.710768,0.137511,[204  60] ; [80 26],[202.63783784  61.36216216] ; [81.36216216 24.63783784],0
n1,1,0.743893,0.106734,[25 33] ; [ 9 14],[24.34567901 33.65432099] ; [ 9.65432099 13.34567901],0
n3,1,0.857309,0.032328,[41 17] ; [16  6],[41.325 16.675] ; [15.675  6.325],0
n2,1,0.891196,0.018712,[42 16] ; [17  6],[42.24691358 15.75308642] ; [16.75308642  6.24691358],0
b1,1,0.925564,0.008729,[101 163] ; [40 66],[100.60540541 163.39459459] ; [40.39459459 65.60540541],0
p8,1,0.9607,0.002428,[142 118] ; [56 46],[142.20994475 117.79005525] ; [55.79005525 46.20994475],0
p11,1,0.986563,0.000284,[209  55] ; [84 22],[209.05945946  54.94054054] ; [83.94054054 22.05945946],0
p7,1,0.998341,4e-06,[167  86] ; [68 35],[167.00842697  85.99157303] ; [67.99157303 35.00842697],0
