Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.329262,[95  3] ; [15 12],[86.24 11.76] ; [23.76  3.24],1
v4,1,0.004819,7.945968,[96  2] ; [22  4],[93.25806452  4.74193548] ; [24.74193548  1.25806452],0
b3,1,0.005614,7.670292,[41 28] ; [ 6 17],[35.25 33.75] ; [11.75 11.25],0
b2,1,0.005614,7.670292,[41 28] ; [ 6 17],[35.25 33.75] ; [11.75 11.25],0
d3,1,0.007713,7.098932,[50 48] ; [ 6 21],[43.904 54.096] ; [12.096 14.904],0
r2,1,0.008619,6.900215,[93  4] ; [21  5],[89.90243902  7.09756098] ; [24.09756098  1.90243902],0
n4,1,0.011715,6.353439,[87 10] ; [19  8],[82.91935484 14.08064516] ; [23.08064516  3.91935484],0
p1,1,0.012673,6.214204,[ 6 91] ; [ 6 21],[ 9.38709677 87.61290323] ; [ 2.61290323 24.38709677],0
d5,1,0.020388,5.378378,[81 16] ; [17 10],[76.66129032 20.33870968] ; [21.33870968  5.66129032],0
s5,1,0.025478,4.991099,[46 48] ; [ 6 19],[41.07563025 52.92436975] ; [10.92436975 14.07563025],0
d4,1,0.053752,3.720387,[81 16] ; [18  9],[77.44354839 19.55645161] ; [21.55645161  5.44354839],0
v1,1,0.060578,3.521503,[63 32] ; [12 14],[58.88429752 36.11570248] ; [16.11570248  9.88429752],0
b4,1,0.084926,2.968014,[51 47] ; [ 9 18],[47.04 50.96] ; [12.96 14.04],0
a3,1,0.094278,2.799759,[80 18] ; [18  9],[76.832 21.168] ; [21.168  5.832],0
v3,1,0.141258,2.164197,[52 43] ; [10 16],[48.67768595 46.32231405] ; [13.32231405 12.67768595],0
n6,1,0.14594,2.114186,[86 11] ; [21  6],[83.7016129 13.2983871] ; [23.2983871  3.7016129],0
u2,1,0.158834,1.985294,[13  5] ; [4 5],[11.33333333  6.66666667] ; [5.66666667 3.33333333],0
d1,1,0.204351,1.611003,[57 41] ; [12 15],[54.096 43.904] ; [14.904 12.096],0
n1,1,0.216358,1.528365,[13 11] ; [7 2],[14.54545455  9.45454545] ; [5.45454545 3.54545455],0
p5,1,0.274375,1.194743,[15 81] ; [ 2 25],[13.26829268 82.73170732] ; [ 3.73170732 23.26829268],0
