Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,180.264144,[27 63] ; [357  30],[72.45283019 17.54716981] ; [311.54716981  75.45283019],1
p2,1,0.0,45.821924,[48 43] ; [328  58],[71.73165618 19.26834382] ; [304.26834382  81.73165618],1
p11,1,0.0,39.942752,[50 41] ; [330  59],[72.04166667 18.95833333] ; [307.95833333  81.04166667],1
r4,1,3e-06,21.585262,[67 24] ; [355  34],[80.00416667 10.99583333] ; [341.99583333  47.00416667],1
r3,1,6e-05,16.095913,[77 13] ; [374  14],[84.91631799  5.08368201] ; [366.08368201  21.91631799],1
b1,1,0.000144,14.454108,[47 44] ; [119 270],[31.47083333 59.52916667] ; [134.52916667 254.47083333],1
v4,1,0.000536,11.984449,[79 12] ; [372  15],[85.85983264  5.14016736] ; [365.14016736  21.85983264],1
p8,1,0.000566,11.884249,[24 67] ; [178 207],[38.61764706 52.38235294] ; [163.38235294 221.61764706],1
s1,1,0.001328,10.303824,[ 7 84] ; [  6 376],[ 2.50105708 88.49894292] ; [ 10.49894292 371.50105708],0
v1,1,0.001415,10.186129,[30 61] ; [193 181],[43.64086022 47.35913978] ; [179.35913978 194.64086022],0
s8,1,0.001644,9.909468,[21 70] ; [158 229],[34.07740586 56.92259414] ; [144.92259414 242.07740586],0
s3,1,0.002302,9.291422,[34 56] ; [213 170],[46.99788584 43.00211416] ; [200.00211416 182.99788584],0
a5,1,0.002468,9.164316,[52 39] ; [285 104],[63.88958333 27.11041667] ; [273.11041667 115.88958333],0
p3,1,0.004631,8.018129,[25 65] ; [171 217],[36.90376569 53.09623431] ; [159.09623431 228.90376569],0
s6,1,0.005027,7.869753,[46 45] ; [254 129],[57.59493671 33.40506329] ; [242.40506329 140.59493671],0
s7,1,0.006539,7.395478,[25 63] ; [166 209],[36.30237581 51.69762419] ; [154.69762419 220.30237581],0
p7,1,0.008073,7.017301,[34 55] ; [206 177],[45.25423729 43.74576271] ; [194.74576271 188.25423729],0
s2,1,0.008727,6.877776,[29 60] ; [185 201],[40.09684211 48.90315789] ; [173.90315789 212.09684211],0
n5,1,0.011715,6.353548,[61 30] ; [308  80],[70.10229645 20.89770355] ; [298.89770355  89.10229645],0
r2,1,0.015784,5.826782,[78 12] ; [363  23],[83.38235294  6.61764706] ; [357.61764706  28.38235294],0
d3,1,0.017184,5.677525,[50 41] ; [265 124],[59.71875 31.28125] ; [255.28125 133.71875],0
n3,1,0.028865,4.775662,[18 14] ; [66 20],[22.77966102  9.22033898] ; [61.22033898 24.77966102],0
a3,1,0.030428,4.684961,[53 38] ; [271 116],[61.68200837 29.31799163] ; [262.31799163 124.68200837],0
a1,1,0.034657,4.462018,[ 6 85] ; [  9 380],[ 2.84375 88.15625] ; [ 12.15625 376.84375],0
p12,1,0.037026,4.349234,[ 1 90] ; [ 26 362],[ 5.12943633 85.87056367] ; [ 21.87056367 366.12943633],0
v2,1,0.037482,4.328375,[39 50] ; [208 163],[47.78913043 41.21086957] ; [199.21086957 171.78913043],0
p4,1,0.05133,3.797486,[35 54] ; [197 191],[43.28721174 45.71278826] ; [188.71278826 199.28721174],0
a7,1,0.068325,3.322797,[56 34] ; [280 109],[63.13152401 26.86847599] ; [272.86847599 116.13152401],0
a6,1,0.080812,3.048488,[54 37] ; [268 121],[61.04583333 29.95416667] ; [260.95416667 128.04583333],0
p5,1,0.097186,2.751124,[ 3 88] ; [ 32 351],[ 6.71940928 84.28059072] ; [ 28.28059072 354.71940928],0
a4,1,0.100774,2.693252,[31 59] ; [170 217],[37.9245283 52.0754717] ; [163.0754717 223.9245283],0
s5,1,0.101196,2.686587,[20 71] ; [115 260],[26.36266094 64.63733906] ; [108.63733906 266.36266094],0
b3,1,0.108202,2.580283,[12 39] ; [ 80 147],[16.87769784 34.12230216] ; [ 75.12230216 151.87769784],0
b2,1,0.108202,2.580283,[12 39] ; [ 80 147],[16.87769784 34.12230216] ; [ 75.12230216 151.87769784],0
n2,1,0.173144,1.855509,[21 11] ; [67 19],[23.86440678  8.13559322] ; [64.13559322 21.86440678],0
a8,1,0.187144,1.739961,[ 7 74] ; [ 50 304],[10.6137931 70.3862069] ; [ 46.3862069 307.6137931],0
b4,1,0.190245,1.715718,[59 32] ; [223 166],[53.4625 37.5375] ; [228.5375 160.4625],0
n4,1,0.215451,1.534413,[64 27] ; [297  91],[68.58246347 22.41753653] ; [292.41753653  95.58246347],0
u2,1,0.225482,1.469139,[14 22] ; [59 58],[17.17647059 18.82352941] ; [55.82352941 61.17647059],0
d2,1,0.237353,1.396246,[47 42] ; [178 210],[41.98113208 47.01886792] ; [183.01886792 204.98113208],0
r1,1,0.284031,1.1477,[67 24] ; [305  82],[70.82008368 20.17991632] ; [301.17991632  85.82008368],0
a2,1,0.293473,1.103618,[16 75] ; [ 88 301],[19.71666667 71.28333333] ; [ 84.28333333 304.71666667],0
d4,1,0.298355,1.08153,[68 22] ; [313  76],[71.58663883 18.41336117] ; [309.41336117  79.58663883],0
d5,1,0.383132,0.760628,[69 22] ; [311  78],[72.04166667 18.95833333] ; [307.95833333  81.04166667],0
d1,1,0.448091,0.575475,[47 44] ; [218 171],[50.23958333 40.76041667] ; [214.76041667 174.23958333],0
p1,1,0.815138,0.054664,[ 6 85] ; [ 23 364],[ 5.5209205 85.4790795] ; [ 23.4790795 363.5209205],0
u3,1,0.818872,0.052439,[19 19] ; [56 61],[18.38709677 19.61290323] ; [56.61290323 60.38709677],0
n1,1,0.833173,0.044367,[11 21] ; [31 54],[11.48717949 20.51282051] ; [30.51282051 54.48717949],0
s4,1,0.842433,0.039514,[15 76] ; [ 67 319],[15.64360587 75.35639413] ; [ 66.35639413 319.64360587],0
u1,1,0.84953,0.035993,[14 77] ; [ 63 326],[14.59791667 76.40208333] ; [ 62.40208333 326.59791667],0
v3,1,0.885862,0.020604,[35 55] ; [142 231],[34.40604752 55.59395248] ; [142.59395248 230.40604752],0
b5,1,0.914034,0.011654,[56 35] ; [237 152],[55.54791667 35.45208333] ; [237.45208333 151.54791667],0
