Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,55.210139,[84 55] ; [ 33 138],[52.46129032 86.53870968] ; [ 64.53870968 106.46129032],1
p8,1,0.0,35.013618,[81 55] ; [ 44 125],[55.73770492 80.26229508] ; [69.26229508 99.73770492],1
p7,1,0.0,31.434774,[99 38] ; [66 99],[74.85099338 62.14900662] ; [90.14900662 74.85099338],1
p6,1,1.7e-05,18.540852,[49 89] ; [ 24 143],[ 33.0295082 104.9704918] ; [ 39.9704918 127.0295082],1
p2,1,0.000141,14.489169,[118  20] ; [114  57],[103.61165049  34.38834951] ; [128.38834951  42.61165049],1
p10,1,0.000465,12.251865,[108  29] ; [101  67],[93.87868852 43.12131148] ; [115.12131148  52.87868852],1
s7,1,0.000622,11.708517,[55 76] ; [ 38 125],[41.43877551 89.56122449] ; [ 51.56122449 111.43877551],1
s8,1,0.001539,10.030873,[49 90] ; [ 33 138],[ 36.76774194 102.23225806] ; [ 45.23225806 125.76774194],0
n6,1,0.001746,9.799408,[112  26] ; [110  59],[99.79153094 38.20846906] ; [122.20846906  46.79153094],0
p5,1,0.002369,9.239481,[ 13 124] ; [  3 168],[  7.11688312 129.88311688] ; [  8.88311688 162.11688312],0
a5,1,0.003144,8.722019,[86 53] ; [77 94],[73.08709677 65.91290323] ; [89.91290323 81.08709677],0
s6,1,0.004162,8.21161,[80 59] ; [ 70 100],[67.47572816 71.52427184] ; [82.52427184 87.47572816],0
p9,1,0.007417,7.169168,[110  29] ; [109  58],[99.48039216 39.51960784] ; [119.51960784  47.48039216],0
r4,1,0.01596,5.807237,[114  25] ; [120  51],[104.92258065  34.07741935] ; [129.07741935  41.92258065],0
a4,1,0.017968,5.59923,[41 97] ; [ 31 139],[ 32.25974026 105.74025974] ; [ 39.74025974 130.25974026],0
v1,1,0.024588,5.05267,[70 66] ; [ 64 102],[60.34437086 75.65562914] ; [73.65562914 92.34437086],0
n5,1,0.037085,4.346486,[103  34] ; [109  61],[94.60586319 42.39413681] ; [117.39413681  52.60586319],0
r3,1,0.044711,4.029516,[126  13] ; [139  29],[119.98371336  19.01628664] ; [145.01628664  22.98371336],0
p11,1,0.054995,3.682247,[105  34] ; [112  59],[97.3 41.7] ; [119.7  51.3],0
v4,1,0.067037,3.354118,[125  13] ; [141  28],[119.57003257  18.42996743] ; [146.42996743  22.57003257],0
n3,1,0.06872,3.313344,[26  5] ; [34 18],[22.40963855  8.59036145] ; [37.59036145 14.40963855],0
d5,1,0.078697,3.091603,[81 58] ; [82 88],[73.3236246 65.6763754] ; [89.6763754 80.3236246],0
v2,1,0.096873,2.756286,[63 70] ; [60 99],[56.0239726 76.9760274] ; [66.9760274 92.0239726],0
p1,1,0.102604,2.664598,[ 13 125] ; [  8 162],[  9.40909091 128.59090909] ; [ 11.59090909 158.40909091],0
p12,1,0.105457,2.621011,[  7 131] ; [  3 166],[  4.49511401 133.50488599] ; [  5.50488599 163.49511401],0
a1,1,0.106994,2.598066,[  3 136] ; [ 10 161],[  5.82903226 133.17096774] ; [  7.17096774 163.82903226],0
s2,1,0.110382,2.548747,[49 89] ; [ 46 124],[42.56493506 95.43506494] ; [ 52.43506494 117.56493506],0
n1,1,0.133961,2.245989,[15 15] ; [18 36],[11.78571429 18.21428571] ; [21.21428571 32.78571429],0
r1,1,0.13817,2.198219,[96 43] ; [103  66],[89.80844156 49.19155844] ; [109.19155844  59.80844156],0
a7,1,0.146023,2.113317,[92 46] ; [99 70],[85.85667752 52.14332248] ; [105.14332248  63.85667752],0
s3,1,0.198076,1.656506,[66 71] ; [ 69 100],[60.44117647 76.55882353] ; [74.55882353 94.44117647],0
d3,1,0.213021,1.550773,[59 80] ; [ 60 109],[53.70454545 85.29545455] ; [ 65.29545455 103.70454545],0
d2,1,0.215247,1.53578,[ 24 115] ; [ 21 150],[ 20.17741935 118.82258065] ; [ 24.82258065 146.17741935],0
a6,1,0.230909,1.435255,[85 54] ; [93 78],[79.81290323 59.18709677] ; [98.18709677 72.81290323],0
n4,1,0.259313,1.272418,[96 43] ; [107  63],[91.3171521 47.6828479] ; [111.6828479  58.3171521],0
s4,1,0.328921,0.953142,[ 15 123] ; [ 25 146],[ 17.86407767 120.13592233] ; [ 22.13592233 148.86407767],0
b4,1,0.373989,0.790368,[71 68] ; [96 75],[74.88064516 64.11935484] ; [92.11935484 78.88064516],0
