Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,40.983237,[227  39] ; [36 36],[206.97633136  59.02366864] ; [56.02366864 15.97633136],1
d2,1,0.0,39.814906,[174  93] ; [17 55],[150.43362832 116.56637168] ; [40.56637168 31.43362832],1
a4,1,0.0,32.387834,[149 118] ; [13 59],[127.59292035 139.40707965] ; [34.40707965 37.59292035],1
d1,1,0.0,30.145524,[196  71] ; [28 44],[176.42477876  90.57522124] ; [47.57522124 24.42477876],1
u1,1,1.2e-05,19.145752,[ 77 190] ; [ 3 69],[ 63.00884956 203.99115044] ; [16.99115044 55.00884956],1
p9,1,4.7e-05,16.576087,[251  15] ; [56 15],[242.32047478  23.67952522] ; [64.67952522  6.32047478],1
d4,1,0.000108,14.996147,[237  29] ; [51 21],[226.65088757  39.34911243] ; [61.34911243 10.65088757],1
d5,1,0.001001,10.826339,[239  27] ; [54 18],[230.58579882  35.41420118] ; [62.41420118  9.58579882],0
a6,1,0.001318,10.317243,[190  76] ; [37 35],[178.64497041  87.35502959] ; [48.35502959 23.64497041],0
b3,1,0.001685,9.864892,[ 84 100] ; [ 9 36],[ 74.72489083 109.27510917] ; [18.27510917 26.72489083],0
b2,1,0.001685,9.864892,[ 84 100] ; [ 9 36],[ 74.72489083 109.27510917] ; [18.27510917 26.72489083],0
s5,1,0.005769,7.621092,[134 125] ; [22 45],[123.93865031 135.06134969] ; [32.06134969 34.93865031],0
n4,1,0.005957,7.563124,[225  40] ; [51 21],[217.03264095  47.96735905] ; [58.96735905 13.03264095],0
v1,1,0.015433,5.866333,[167  89] ; [34 35],[158.32615385  97.67384615] ; [42.67384615 26.32615385],0
p3,1,0.023766,5.111665,[162 105] ; [33 39],[153.5840708 113.4159292] ; [41.4159292 30.5840708],0
r1,1,0.024438,5.063306,[234  32] ; [55 16],[228.11275964  37.88724036] ; [60.88724036 10.11275964],0
p10,1,0.042105,4.130963,[239  26] ; [57 13],[234.14925373  30.85074627] ; [61.85074627  8.14925373],0
n6,1,0.043118,4.090789,[237  28] ; [58 14],[231.97329377  33.02670623] ; [63.02670623  8.97329377],0
p11,1,0.044826,4.02518,[221  46] ; [52 20],[215.01769912  51.98230088] ; [57.98230088 14.01769912],0
d3,1,0.046567,3.96095,[192  75] ; [43 29],[185.08849558  81.91150442] ; [49.91150442 22.08849558],0
s7,1,0.071741,3.242733,[213  45] ; [48 18],[207.83333333  50.16666667] ; [53.16666667 12.83333333],0
