Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.962169,[47 68] ; [26  4],[57.89655172 57.10344828] ; [15.10344828 14.89655172],1
p4,1,0.419287,0.652312,[50 65] ; [16 15],[51.98630137 63.01369863] ; [14.01369863 16.98630137],0
p2,1,0.423404,0.640849,[74 43] ; [22  9],[75.89189189 41.10810811] ; [20.10810811 10.89189189],0
p10,1,0.465837,0.531835,[67 50] ; [20 11],[68.77702703 48.22297297] ; [18.22297297 12.77702703],0
n4,1,0.471621,0.518175,[84 34] ; [20 11],[82.36241611 35.63758389] ; [21.63758389  9.36241611],0
v2,1,0.528175,0.397902,[34 79] ; [ 7 22],[32.62676056 80.37323944] ; [ 8.37323944 20.62676056],0
n6,1,0.543039,0.369936,[90 28] ; [22  9],[88.69798658 29.30201342] ; [23.30201342  7.69798658],0
r4,1,0.549249,0.358665,[81 37] ; [23  8],[82.36241611 35.63758389] ; [21.63758389  9.36241611],0
n1,1,0.559322,0.34088,[15 28] ; [ 4 11],[14.0862069 28.9137931] ; [ 4.9137931 10.0862069],0
r1,1,0.591734,0.287644,[66 52] ; [19 12],[67.31543624 50.68456376] ; [17.68456376 13.31543624],0
v4,1,0.655551,0.198973,[94 23] ; [26  5],[94.86486486 22.13513514] ; [25.13513514  5.86486486],0
a1,1,0.663346,0.189485,[  6 112] ; [ 1 30],[  5.54362416 112.45637584] ; [ 1.45637584 29.54362416],0
u1,1,0.663346,0.189485,[  6 112] ; [ 1 30],[  5.54362416 112.45637584] ; [ 1.45637584 29.54362416],0
p5,1,0.712618,0.135676,[ 10 108] ; [ 2 29],[  9.5033557 108.4966443] ; [ 2.4966443 28.5033557],0
d4,1,0.761171,0.092382,[72 45] ; [20 11],[72.72972973 44.27027027] ; [19.27027027 11.72972973],0
a2,1,0.763826,0.090276,[  6 112] ; [ 2 29],[  6.33557047 111.66442953] ; [ 1.66442953 29.33557047],0
b4,1,0.766294,0.088343,[65 53] ; [18 13],[65.73154362 52.26845638] ; [17.26845638 13.73154362],0
a3,1,0.766294,0.088343,[65 53] ; [18 13],[65.73154362 52.26845638] ; [17.26845638 13.73154362],0
s8,1,0.779273,0.07855,[35 83] ; [10 21],[35.63758389 82.36241611] ; [ 9.36241611 21.63758389],0
r2,1,0.787433,0.072709,[95 22] ; [25  5],[95.51020408 21.48979592] ; [24.48979592  5.51020408],0
v3,1,0.798921,0.064894,[25 89] ; [ 7 22],[25.51048951 88.48951049] ; [ 6.48951049 22.51048951],0
r3,1,0.823088,0.049986,[93 25] ; [25  6],[93.44966443 24.55033557] ; [24.55033557  6.44966443],0
n2,1,0.832356,0.044809,[28 16] ; [10  5],[28.33898305 15.66101695] ; [9.66101695 5.33898305],0
p11,1,0.86849,0.027416,[78 40] ; [20 11],[77.61073826 40.38926174] ; [20.38926174 10.61073826],0
p9,1,0.870067,0.026756,[76 39] ; [20 11],[75.61643836 39.38356164] ; [20.38356164 10.61643836],0
n5,1,0.873474,0.02536,[81 36] ; [21 10],[80.63513514 36.36486486] ; [21.36486486  9.63513514],0
a4,1,0.896232,0.01701,[43 74] ; [11 20],[42.68918919 74.31081081] ; [11.31081081 19.68918919],0
d5,1,0.953329,0.003425,[73 45] ; [19 12],[72.8590604 45.1409396] ; [19.1409396 11.8590604],0
