Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.962169,[47 68] ; [26  4],[57.89655172 57.10344828] ; [15.10344828 14.89655172],1
s5,1,0.001275,10.377873,[23 91] ; [14 14],[29.70422535 84.29577465] ; [ 7.29577465 20.70422535],0
p1,1,0.009269,6.770211,[  8 110] ; [ 7 24],[ 11.87919463 106.12080537] ; [ 3.12080537 27.87919463],0
s2,1,0.017638,5.631792,[32 85] ; [15 15],[37.40816327 79.59183673] ; [ 9.59183673 20.40816327],0
d3,1,0.018152,5.581438,[41 77] ; [18 13],[46.72483221 71.27516779] ; [12.27516779 18.72483221],0
p6,1,0.023086,5.162006,[28 87] ; [14 17],[33.08219178 81.91780822] ; [ 8.91780822 22.08219178],0
d2,1,0.031194,4.642262,[46 70] ; [19 12],[51.29251701 64.70748299] ; [13.70748299 17.29251701],0
s1,1,0.031507,4.625149,[  4 114] ; [ 4 26],[  6.37837838 111.62162162] ; [ 1.62162162 28.37837838],0
p12,1,0.037859,4.311347,[  4 113] ; [ 4 27],[  6.32432432 110.67567568] ; [ 1.67567568 29.32432432],0
p7,1,0.044219,4.048186,[55 61] ; [21 10],[59.97278912 56.02721088] ; [16.02721088 14.97278912],0
s7,1,0.049148,3.870302,[39 72] ; [16 13],[43.60714286 67.39285714] ; [11.39285714 17.60714286],0
d1,1,0.051196,3.801836,[42 76] ; [17 14],[46.72483221 71.27516779] ; [12.27516779 18.72483221],0
p3,1,0.051196,3.801836,[42 76] ; [17 14],[46.72483221 71.27516779] ; [12.27516779 18.72483221],0
b2,1,0.056706,3.631201,[26 43] ; [ 3 17],[22.48314607 46.51685393] ; [ 6.51685393 13.48314607],0
b3,1,0.056706,3.631201,[26 43] ; [ 3 17],[22.48314607 46.51685393] ; [ 6.51685393 13.48314607],0
s3,1,0.073668,3.19933,[48 67] ; [18 12],[52.34482759 62.65517241] ; [13.65517241 16.34482759],0
u2,1,0.106822,2.600616,[23 29] ; [9 4],[25.6 26.4] ; [6.4 6.6],0
p8,1,0.157884,1.994379,[44 73] ; [16 15],[47.43243243 69.56756757] ; [12.56756757 18.43243243],0
b1,1,0.170436,1.879103,[62 56] ; [12 19],[58.60402685 59.39597315] ; [15.39597315 15.60402685],0
b5,1,0.235175,1.409286,[52 66] ; [10 21],[49.10067114 68.89932886] ; [12.89932886 18.10067114],0
a5,1,0.235175,1.409286,[66 52] ; [21 10],[68.89932886 49.10067114] ; [18.10067114 12.89932886],0
u3,1,0.339764,0.911322,[17 36] ; [6 7],[18.46969697 34.53030303] ; [4.53030303 8.46969697],0
n3,1,0.383702,0.758808,[22 19] ; [10  5],[23.42857143 17.57142857] ; [8.57142857 6.42857143],0
a6,1,0.389722,0.73981,[47 71] ; [15 16],[49.10067114 68.89932886] ; [12.89932886 18.10067114],0
