Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,205.964389,[ 45 223] ; [290 104],[135.61933535 132.38066465] ; [199.38066465 194.61933535],1
d4,1,0.0,199.292625,[147 121] ; [389   5],[216.99093656  51.00906344] ; [319.00906344  74.99093656],1
d5,1,0.0,179.174555,[154 115] ; [388   7],[219.5753012  49.4246988] ; [322.4246988  72.5753012],1
d3,1,0.0,173.718218,[103 164] ; [346  50],[180.81900452  86.18099548] ; [268.18099548 127.81900452],1
a2,1,0.0,89.274852,[ 17 252] ; [155 243],[ 69.36731634 199.63268366] ; [102.63268366 295.36731634],1
a4,1,0.0,78.915414,[ 70 196] ; [244 153],[125.97888386 140.02111614] ; [188.02111614 208.97888386],1
u1,1,0.0,73.930179,[  9 260] ; [120 278],[ 52.02548726 216.97451274] ; [ 76.97451274 321.02548726],1
a5,1,0.0,72.764936,[155 113] ; [346  52],[201.6036036  66.3963964] ; [299.3963964  98.6036036],1
a3,1,0.0,51.767999,[156 111] ; [331  65],[196.12217195  70.87782805] ; [290.87782805 105.12217195],1
s8,1,3e-06,22.132745,[ 96 171] ; [215 179],[125.62329803 141.37670197] ; [185.37670197 208.62329803],1
n4,1,3e-06,22.039608,[217  51] ; [370  28],[236.21021021  31.78978979] ; [350.78978979  47.21021021],1
r1,1,8e-06,20.008777,[197  70] ; [347  50],[218.74698795  48.25301205] ; [325.25301205  71.74698795],1
p4,1,9e-06,19.613198,[142 124] ; [277 117],[168.86969697  97.13030303] ; [250.13030303 143.86969697],1
a6,1,6.2e-05,16.046605,[160 108] ; [294 101],[183.5173454  84.4826546] ; [270.4826546 124.5173454],1
s2,1,6.2e-05,16.031823,[116 149] ; [235 159],[141.14567527 123.85432473] ; [209.85432473 184.14567527],1
r2,1,0.000304,13.047947,[249  20] ; [386   7],[258.02870091  10.97129909] ; [376.97129909  16.02870091],1
a7,1,0.000413,12.470795,[170  97] ; [303  94],[190.19728916  76.80271084] ; [282.80271084 114.19728916],1
v1,1,0.001852,9.69121,[133 128] ; [246 143],[152.18307692 108.81692308] ; [226.81692308 162.18307692],0
n6,1,0.002661,9.026183,[231  37] ; [370  27],[242.2075188  25.7924812] ; [358.7924812  38.2075188],0
v2,1,0.003286,8.641323,[127 128] ; [237 148],[145.03125 109.96875] ; [218.96875 166.03125],0
s7,1,0.003325,8.61984,[116 135] ; [222 160],[134.02527646 116.97472354] ; [203.97472354 178.02527646],0
v3,1,0.00401,8.279485,[ 97 168] ; [182 197],[114.80590062 150.19409938] ; [164.19409938 214.80590062],0
p3,1,0.004391,8.114433,[121 146] ; [223 171],[138.95310136 128.04689864] ; [205.04689864 188.95310136],0
s5,1,0.004891,7.919472,[ 75 184] ; [152 230],[ 91.72074883 167.27925117] ; [135.27925117 246.72074883],0
