Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,2.8e-05,17.531836,[52  2] ; [11  8],[46.60273973  7.39726027] ; [16.39726027  2.60273973],1
r1,1,3.9e-05,16.92073,[47  7] ; [ 8 12],[40.13513514 13.86486486] ; [14.86486486  5.13513514],1
r3,1,0.000154,14.326272,[53  1] ; [13  6],[48.82191781  5.17808219] ; [17.17808219  1.82191781],1
p7,1,0.016104,5.79146,[31 22] ; [ 5 14],[26.5 26.5] ; [9.5 9.5],0
s8,1,0.029559,4.734733,[19 34] ; [ 2 18],[15.24657534 37.75342466] ; [ 5.75342466 14.24657534],0
p3,1,0.035871,4.403213,[23 31] ; [ 3 16],[19.23287671 34.76712329] ; [ 6.76712329 12.23287671],0
p2,1,0.03799,4.305455,[36 18] ; [ 8 12],[32.10810811 21.89189189] ; [11.89189189  8.10810811],0
n2,1,0.038214,4.295455,[10  1] ; [5 5],[7.85714286 3.14285714] ; [7.14285714 2.85714286],0
p4,1,0.039555,4.236865,[29 25] ; [ 5 14],[25.15068493 28.84931507] ; [ 8.84931507 10.15068493],0
p8,1,0.039603,4.234812,[25 29] ; [ 4 16],[21.16216216 32.83783784] ; [ 7.83783784 12.16216216],0
v4,1,0.039757,4.228237,[50  4] ; [15  5],[47.43243243  6.56756757] ; [17.56756757  2.43243243],0
a6,1,0.044076,4.053661,[38 16] ; [ 9 11],[34.2972973 19.7027027] ; [12.7027027  7.2972973],0
n3,1,0.046708,3.955881,[11  2] ; [4 5],[8.86363636 4.13636364] ; [6.13636364 2.86363636],0
p11,1,0.063416,3.445703,[32 22] ; [ 7 13],[28.45945946 25.54054054] ; [10.54054054  9.45945946],0
s3,1,0.085971,2.948241,[25 28] ; [ 5 15],[21.78082192 31.21917808] ; [ 8.21917808 11.78082192],0
a5,1,0.089968,2.874943,[36 18] ; [ 9 11],[32.83783784 21.16216216] ; [12.16216216  7.83783784],0
v1,1,0.152834,2.043735,[29 25] ; [ 7 13],[26.27027027 27.72972973] ; [ 9.72972973 10.27027027],0
n1,1,0.159599,1.978022,[5 5] ; [2 8],[3.5 6.5] ; [3.5 6.5],0
s2,1,0.174231,1.846154,[22 30] ; [ 5 15],[19.5 32.5] ; [ 7.5 12.5],0
s7,1,0.210921,1.565094,[20 32] ; [ 4 14],[17.82857143 34.17142857] ; [ 6.17142857 11.82857143],0
n4,1,0.214424,1.541303,[38 16] ; [11  9],[35.75675676 18.24324324] ; [13.24324324  6.75675676],0
