Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,64.467901,[59 23] ; [12 83],[32.89265537 49.10734463] ; [38.10734463 56.89265537],1
s2,1,0.0,33.391981,[56 26] ; [23 70],[37.01714286 44.98285714] ; [41.98285714 51.01714286],1
s3,1,1e-06,24.009555,[59 23] ; [32 60],[42.88505747 39.11494253] ; [48.11494253 43.88505747],1
s6,1,1.2e-05,19.231542,[66 14] ; [46 45],[52.39766082 27.60233918] ; [59.60233918 31.39766082],1
s5,1,2.9e-05,17.464438,[38 41] ; [17 76],[25.26162791 53.73837209] ; [29.73837209 63.26162791],1
p2,1,0.000612,11.738038,[74  8] ; [65 29],[64.76136364 17.23863636] ; [74.23863636 19.76136364],1
a3,1,0.001135,10.593981,[61 21] ; [48 47],[50.49717514 31.50282486] ; [58.50282486 36.49717514],0
p6,1,0.001493,10.086868,[39 41] ; [24 70],[28.96551724 51.03448276] ; [34.03448276 59.96551724],0
n5,1,0.001736,9.809848,[67 13] ; [58 35],[57.80346821 22.19653179] ; [67.19653179 25.80346821],0
a5,1,0.005586,7.679215,[59 23] ; [49 46],[50.03389831 31.96610169] ; [57.96610169 37.03389831],0
n4,1,0.006433,7.424771,[66 16] ; [58 36],[57.77272727 24.22727273] ; [66.22727273 27.77272727],0
p10,1,0.008192,6.991056,[70 10] ; [66 27],[62.89017341 17.10982659] ; [73.10982659 19.89017341],0
p7,1,0.009903,6.65233,[62 19] ; [54 39],[54. 27.] ; [62. 31.],0
a8,1,0.013552,6.095646,[15 61] ; [ 6 82],[ 9.73170732 66.26829268] ; [11.26829268 76.73170732],0
b2,1,0.021091,5.319262,[27 31] ; [11 34],[21.39805825 36.60194175] ; [16.60194175 28.39805825],0
b3,1,0.021091,5.319262,[27 31] ; [11 34],[21.39805825 36.60194175] ; [16.60194175 28.39805825],0
p8,1,0.039031,4.259516,[48 33] ; [41 53],[41.19428571 39.80571429] ; [47.80571429 46.19428571],0
u3,1,0.04119,4.168186,[15  6] ; [21 26],[11.11764706  9.88235294] ; [24.88235294 22.11764706],0
p5,1,0.043417,4.079091,[13 69] ; [ 6 88],[ 8.85227273 73.14772727] ; [10.14772727 83.85227273],0
v3,1,0.053038,3.742721,[46 36] ; [39 55],[39.60227273 42.39772727] ; [45.39772727 48.60227273],0
v4,1,0.05599,3.652367,[78  2] ; [85  9],[74.94252874  5.05747126] ; [88.05747126  5.94252874],0
u1,1,0.069811,3.287466,[ 8 74] ; [ 3 92],[ 5.0960452 76.9039548] ; [ 5.9039548 89.0960452],0
u2,1,0.076695,3.133576,[13  7] ; [19 27],[ 9.6969697 10.3030303] ; [22.3030303 23.6969697],0
r2,1,0.08911,2.890382,[76  3] ; [84 10],[73.06358382  5.93641618] ; [86.93641618  7.06358382],0
p9,1,0.09082,2.859774,[70 11] ; [71 22],[65.63793103 15.36206897] ; [75.36206897 17.63793103],0
p3,1,0.098538,2.729052,[46 36] ; [41 53],[40.53409091 41.46590909] ; [46.46590909 47.53409091],0
r4,1,0.119988,2.417474,[76  6] ; [81 14],[72.73446328  9.26553672] ; [84.26553672 10.73446328],0
v1,1,0.13702,2.211108,[55 27] ; [51 40],[50.24277457 31.75722543] ; [55.75722543 35.24277457],0
a6,1,0.140033,2.177598,[53 29] ; [51 44],[48.18079096 33.81920904] ; [55.81920904 39.18079096],0
p4,1,0.143327,2.141871,[47 35] ; [43 50],[42.17142857 39.82857143] ; [47.82857143 45.17142857],0
d2,1,0.199523,1.645865,[13 69] ; [ 9 86],[10.1920904 71.8079096] ; [11.8079096 83.1920904],0
a2,1,0.209119,1.577517,[ 6 76] ; [ 3 92],[ 4.16949153 77.83050847] ; [ 4.83050847 90.16949153],0
d3,1,0.21858,1.513672,[33 49] ; [47 48],[37.06214689 44.93785311] ; [42.93785311 52.06214689],0
b4,1,0.240675,1.376633,[42 40] ; [57 38],[45.86440678 36.13559322] ; [53.13559322 41.86440678],0
r3,1,0.241568,1.37142,[79  1] ; [91  4],[77.71428571  2.28571429] ; [92.28571429  2.71428571],0
n2,1,0.349397,0.875646,[18  4] ; [21  2],[19.06666667  2.93333333] ; [19.93333333  3.06666667],0
n1,1,0.392998,0.729646,[ 8 13] ; [ 6 17],[ 6.68181818 14.31818182] ; [ 7.31818182 15.68181818],0
a1,1,0.422299,0.643909,[ 3 79] ; [ 6 89],[ 4.16949153 77.83050847] ; [ 4.83050847 90.16949153],0
n6,1,0.456864,0.553568,[68 13] ; [74 19],[66.10344828 14.89655172] ; [75.89655172 17.10344828],0
r1,1,0.502762,0.449101,[68 14] ; [75 20],[66.24858757 15.75141243] ; [76.75141243 18.24858757],0
d4,1,0.508786,0.436564,[54 28] ; [58 37],[51.88700565 30.11299435] ; [60.11299435 34.88700565],0
a7,1,0.525013,0.404035,[53 29] ; [65 29],[54.97727273 27.02272727] ; [63.02272727 30.97727273],0
s1,1,0.540727,0.374194,[ 3 78] ; [ 2 91],[ 2.32758621 78.67241379] ; [ 2.67241379 90.32758621],0
d5,1,0.543413,0.369251,[52 30] ; [56 39],[50.03389831 31.96610169] ; [57.96610169 37.03389831],0
b5,1,0.557255,0.344479,[43 39] ; [54 41],[44.93785311 37.06214689] ; [52.06214689 42.93785311],0
b1,1,0.657189,0.196956,[32 50] ; [34 61],[30.57627119 51.42372881] ; [35.42372881 59.57627119],0
p11,1,0.750224,0.101343,[64 18] ; [76 19],[64.85875706 17.14124294] ; [75.14124294 19.85875706],0
s4,1,0.808004,0.05905,[12 70] ; [15 79],[12.57954545 69.42045455] ; [14.42045455 79.57954545],0
p12,1,0.837485,0.042071,[ 5 77] ; [ 5 88],[ 4.68571429 77.31428571] ; [ 5.31428571 87.68571429],0
n3,1,0.944724,0.004807,[18  4] ; [19  4],[18.08888889  3.91111111] ; [18.91111111  4.08888889],0
p1,1,0.989581,0.000171,[ 6 76] ; [ 7 88],[ 6.02259887 75.97740113] ; [ 6.97740113 88.02259887],0
a4,1,0.998389,4e-06,[19 63] ; [22 73],[18.99435028 63.00564972] ; [22.00564972 72.99435028],0
