Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,169.815094,[489  55] ; [76 99],[427.48261474 116.51738526] ; [137.51738526  37.48261474],1
n6,1,0.0,85.506731,[497  45] ; [109  65],[458.73184358  83.26815642] ; [147.26815642  26.73184358],1
p10,1,0.0,26.587019,[462  75] ; [118  54],[439.29478138  97.70521862] ; [140.70521862  31.29478138],1
p4,1,1e-06,24.697325,[355 183] ; [78 96],[327.18258427 210.81741573] ; [105.81741573  68.18258427],1
s7,1,6e-06,20.489182,[290 228] ; [ 59 106],[264.68814056 253.31185944] ; [84.31185944 80.68814056],1
v1,1,6e-06,20.342451,[323 210] ; [ 69 100],[297.62962963 235.37037037] ; [94.37037037 74.62962963],1
p9,1,1.3e-05,18.953927,[467  68] ; [126  46],[448.73408769  86.26591231] ; [144.26591231  27.73408769],1
p11,1,9.9e-05,15.157736,[448  96] ; [120  55],[429.75243394 114.24756606] ; [138.24756606  36.75243394],1
s6,1,0.00013,14.635212,[390 144] ; [99 73],[369.86685552 164.13314448] ; [119.13314448  52.86685552],1
p8,1,0.000206,13.775557,[308 222] ; [ 73 101],[286.83238636 243.16761364] ; [94.16761364 79.83238636],1
p5,1,0.000385,12.60519,[ 75 462] ; [  7 166],[ 62.01971831 474.98028169] ; [ 19.98028169 153.01971831],1
s8,1,0.000505,12.096081,[270 268] ; [ 61 113],[250.10955056 287.89044944] ; [80.89044944 93.10955056],1
v3,1,0.000568,11.878255,[242 282] ; [ 50 112],[223.04373178 300.95626822] ; [68.95626822 93.04373178],1
p7,1,0.000937,10.947349,[359 165] ; [94 78],[341.05172414 182.94827586] ; [111.94827586  60.05172414],1
s2,1,0.000949,10.923992,[299 237] ; [ 72 102],[280.07887324 255.92112676] ; [90.92112676 83.07887324],1
p6,1,0.001003,10.822218,[215 319] ; [ 45 126],[196.93617021 337.06382979] ; [ 63.06382979 107.93617021],0
p3,1,0.001009,10.811021,[291 248] ; [ 69 105],[272.14586255 266.85413745] ; [87.85413745 86.14586255],0
a3,1,0.001399,10.207558,[412 128] ; [112  63],[395.74825175 144.25174825] ; [128.25174825  46.74825175],0
d2,1,0.001882,9.661657,[289 251] ; [ 70 105],[271.13286713 268.86713287] ; [87.86713287 87.13286713],0
a2,1,0.004362,8.126621,[159 385] ; [ 32 143],[144.51182197 399.48817803] ; [ 46.48817803 128.51182197],0
a8,1,0.004905,7.91398,[ 80 406] ; [ 12 148],[ 69.21362229 416.78637771] ; [ 22.78637771 137.21362229],0
u1,1,0.006767,7.333701,[123 421] ; [ 23 152],[110.46453408 433.53546592] ; [ 35.53546592 139.46453408],0
s5,1,0.007382,7.177633,[198 328] ; [ 43 121],[183.71884058 342.28115942] ; [ 57.28115942 106.71884058],0
a4,1,0.011615,6.368729,[269 271] ; [ 68 107],[254.51748252 285.48251748] ; [82.48251748 92.51748252],0
p2,1,0.014789,5.941445,[461  79] ; [134  39],[450.63113604  89.36886396] ; [144.36886396  28.63113604],0
p12,1,0.015288,5.883019,[ 54 485] ; [  7 165],[ 46.24331927 492.75668073] ; [ 14.75668073 157.24331927],0
a5,1,0.015534,5.854864,[427 116] ; [122  53],[415.1908078 127.8091922] ; [133.8091922  41.1908078],0
b2,1,0.024619,5.050523,[136 201] ; [26 68],[126.66821346 210.33178654] ; [35.33178654 58.66821346],0
b3,1,0.024619,5.050523,[136 201] ; [26 68],[126.66821346 210.33178654] ; [35.33178654 58.66821346],0
s3,1,0.025276,5.004883,[318 215] ; [87 87],[305.32531825 227.67468175] ; [99.67468175 74.32531825],0
n1,1,0.035845,4.404486,[46 58] ; [13 36],[40.10457516 63.89542484] ; [18.89542484 30.10457516],0
n2,1,0.052628,3.755682,[84 22] ; [31 17],[79.15584416 26.84415584] ; [35.84415584 12.15584416],0
d5,1,0.060995,3.510129,[454  87] ; [136  39],[445.79608939  95.20391061] ; [144.20391061  30.79608939],0
r2,1,0.0672,3.350113,[532   9] ; [167   7],[528.89370629  12.10629371] ; [170.10629371   3.89370629],0
b4,1,0.076108,3.146117,[310 234] ; [113  62],[320.04450626 223.95549374] ; [102.95549374  72.04450626],0
r4,1,0.092939,2.82272,[530  14] ; [166   9],[526.59805285  17.40194715] ; [169.40194715   5.59805285],0
d1,1,0.114932,2.485058,[347 197] ; [100  75],[338.20305981 205.79694019] ; [108.79694019  66.20305981],0
b1,1,0.156008,2.012497,[216 328] ; [ 59 116],[208.06675939 335.93324061] ; [ 66.93324061 108.06675939],0
s4,1,0.209823,1.572649,[ 82 451] ; [ 34 141],[ 87.32768362 445.67231638] ; [ 28.67231638 146.32768362],0
n3,1,0.297036,1.087454,[74 30] ; [38 10],[76.63157895 27.36842105] ; [35.36842105 12.63157895],0
v2,1,0.362548,0.829047,[313 210] ; [91 72],[308.0058309 214.9941691] ; [95.9941691 67.0058309],0
p1,1,0.392065,0.732529,[ 49 491] ; [ 12 160],[ 46.26404494 493.73595506] ; [ 14.73595506 157.26404494],0
a7,1,0.548328,0.360321,[402 139] ; [134  41],[404.99441341 136.00558659] ; [131.00558659  43.99441341],0
a1,1,0.57154,0.320113,[ 24 520] ; [  6 169],[ 22.69819193 521.30180807] ; [  7.30180807 167.69819193],0
a6,1,0.585535,0.297371,[382 158] ; [120  55],[379.13286713 160.86713287] ; [122.86713287  52.13286713],0
r3,1,0.598879,0.27669,[521  20] ; [170   5],[522.1103352  18.8896648] ; [168.8896648   6.1103352],0
s1,1,0.701664,0.146747,[ 18 514] ; [  7 168],[ 18.81188119 513.18811881] ; [  6.18811881 168.81188119],0
d3,1,0.715177,0.133161,[388 153] ; [128  47],[389.88268156 151.11731844] ; [126.11731844  48.88268156],0
u3,1,0.717304,0.13109,[83 49] ; [40 21],[84.12435233 47.87564767] ; [38.87564767 22.12435233],0
u2,1,0.895772,0.017162,[76 55] ; [36 25],[76.41666667 54.58333333] ; [35.58333333 25.41666667],0
b5,1,0.91758,0.010709,[324 220] ; [105  70],[324.58414465 219.41585535] ; [104.41585535  70.58414465],0
d4,1,0.964834,0.001944,[452  87] ; [147  28],[452.18627451  86.81372549] ; [146.81372549  28.18627451],0
