Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001575,9.988957,[4 6] ; [21  2],[7.57575758 2.42424242] ; [17.42424242  5.57575758],0
n5,1,0.001575,9.988957,[4 6] ; [21  2],[7.57575758 2.42424242] ; [17.42424242  5.57575758],0
s6,1,0.009467,6.732468,[1 9] ; [13  9],[4.375 5.625] ; [ 9.625 12.375],0
a4,1,0.010458,6.555152,[7 3] ; [ 5 17],[3.75 6.25] ; [ 8.25 13.75],0
p2,1,0.022119,5.236364,[2 8] ; [14  8],[5. 5.] ; [11. 11.],0
r4,1,0.022688,5.192258,[1 9] ; [12 11],[3.93939394 6.06060606] ; [ 9.06060606 13.93939394],0
p9,1,0.043581,4.072727,[3 7] ; [15  7],[5.625 4.375] ; [12.375  9.625],0
p4,1,0.050315,3.830933,[1 9] ; [10 12],[3.4375 6.5625] ; [ 7.5625 14.4375],0
p8,1,0.067865,3.333911,[2 8] ; [12 10],[4.375 5.625] ; [ 9.625 12.375],0
v3,1,0.080381,3.05719,[1 9] ; [ 9 13],[3.125 6.875] ; [ 6.875 15.125],0
s8,1,0.080381,3.05719,[1 9] ; [ 9 13],[3.125 6.875] ; [ 6.875 15.125],0
p3,1,0.10924,2.565182,[2 8] ; [11 11],[4.0625 5.9375] ; [ 8.9375 13.0625],0
p10,1,0.110175,2.551706,[4 6] ; [16  7],[6.06060606 3.93939394] ; [13.93939394  9.06060606],0
a2,1,0.11673,2.460652,[3 7] ; [ 2 21],[1.51515152 8.48484848] ; [ 3.48484848 19.51515152],0
s7,1,0.138795,2.191263,[1 6] ; [10 12],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
a1,1,0.150608,2.066087,[2 8] ; [ 1 22],[0.90909091 9.09090909] ; [ 2.09090909 20.90909091],0
n4,1,0.180503,1.793478,[5 5] ; [17  6],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
r2,1,0.186449,1.745455,[6 4] ; [18  4],[7.5 2.5] ; [16.5  5.5],0
p11,1,0.19757,1.660248,[2 8] ; [10 13],[3.63636364 6.36363636] ; [ 8.36363636 14.63636364],0
s2,1,0.208082,1.584717,[1 9] ; [ 7 16],[2.42424242 7.57575758] ; [ 5.57575758 17.42424242],0
s5,1,0.208082,1.584717,[1 9] ; [ 7 16],[2.42424242 7.57575758] ; [ 5.57575758 17.42424242],0
p5,1,0.27328,1.200208,[1 9] ; [ 6 16],[2.1875 7.8125] ; [ 4.8125 17.1875],0
u2,1,0.283977,1.147959,[1 1] ; [1 6],[0.44444444 1.55555556] ; [1.55555556 5.44444444],0
b1,1,0.284005,1.147826,[8 2] ; [14  9],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
d4,1,0.284005,1.147826,[8 2] ; [14  9],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
a3,1,0.328626,0.954305,[8 1] ; [16  6],[6.96774194 2.03225806] ; [17.03225806  4.96774194],0
n2,1,0.343709,0.896547,[4 3] ; [13  4],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
d2,1,0.466473,0.530318,[3 7] ; [10 13],[3.93939394 6.06060606] ; [ 9.06060606 13.93939394],0
n3,1,0.55409,0.350041,[3 4] ; [9 7],[3.65217391 3.34782609] ; [8.34782609 7.65217391],0
u3,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
s4,1,0.586287,0.29618,[1 9] ; [ 4 19],[1.51515152 8.48484848] ; [ 3.48484848 19.51515152],0
b2,1,0.599275,0.276091,[2 5] ; [ 3 13],[1.52173913 5.47826087] ; [ 3.47826087 12.52173913],0
b3,1,0.599275,0.276091,[2 5] ; [ 3 13],[1.52173913 5.47826087] ; [ 3.47826087 12.52173913],0
a7,1,0.678187,0.172174,[6 4] ; [12 11],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
s3,1,0.716866,0.131515,[4 6] ; [ 7 14],[3.5483871 6.4516129] ; [ 7.4516129 13.5483871],0
n1,1,0.727943,0.121008,[4 3] ; [11  6],[4.375 2.625] ; [10.625  6.375],0
d1,1,0.729507,0.119565,[5 5] ; [10 13],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
a6,1,0.729507,0.119565,[5 5] ; [10 13],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
b5,1,0.729507,0.119565,[5 5] ; [13 10],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
a5,1,0.774622,0.081988,[6 4] ; [15  8],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
v1,1,0.788821,0.071739,[3 7] ; [ 8 15],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
p7,1,0.794231,0.068027,[3 6] ; [ 6 15],[2.7 6.3] ; [ 6.3 14.7],0
s1,1,0.805539,0.060607,[1 9] ; [ 3 20],[1.21212121 8.78787879] ; [ 2.78787879 20.21212121],0
b4,1,0.816571,0.053804,[7 3] ; [17  6],[7.27272727 2.72727273] ; [16.72727273  6.27272727],0
d3,1,0.852603,0.034521,[6 4] ; [13 10],[5.75757576 4.24242424] ; [13.24242424  9.75757576],0
d5,1,0.962527,0.002207,[6 4] ; [14  9],[6.06060606 3.93939394] ; [13.93939394  9.06060606],0
