Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000735,11.399756,[23 73] ; [11  6],[28.88495575 67.11504425] ; [ 5.11504425 11.88495575],1
s6,1,0.005549,7.691309,[23 75] ; [10  8],[27.87931034 70.12068966] ; [ 5.12068966 12.87931034],0
p11,1,0.013949,6.04453,[40 58] ; [13  5],[44.77586207 53.22413793] ; [8.22413793 9.77586207],0
s2,1,0.014747,5.94647,[18 80] ; [ 8 10],[21.96551724 76.03448276] ; [ 4.03448276 13.96551724],0
p2,1,0.032898,4.551075,[46 49] ; [13  4],[50.04464286 44.95535714] ; [8.95535714 8.04464286],0
s7,1,0.052402,3.762896,[14 77] ; [ 6 11],[16.85185185 74.14814815] ; [ 3.14814815 13.85185185],0
b3,1,0.062337,3.474085,[21 30] ; [ 2 12],[18.04615385 32.95384615] ; [4.95384615 9.04615385],0
b2,1,0.062337,3.474085,[21 30] ; [ 2 12],[18.04615385 32.95384615] ; [4.95384615 9.04615385],0
d2,1,0.063286,3.449099,[34 63] ; [10  7],[37.43859649 59.56140351] ; [ 6.56140351 10.43859649],0
a4,1,0.077933,3.107492,[28 69] ; [9 9],[31.20869565 65.79130435] ; [ 5.79130435 12.20869565],0
r1,1,0.086702,2.934556,[24 73] ; [ 8 10],[26.99130435 70.00869565] ; [ 5.00869565 12.99130435],0
d5,1,0.116482,2.464,[57 41] ; [14  4],[59.98275862 38.01724138] ; [11.01724138  6.98275862],0
v3,1,0.128628,2.308981,[21 76] ; [ 1 16],[18.71929825 78.28070175] ; [ 3.28070175 13.71929825],0
r2,1,0.152058,2.051482,[52 41] ; [12  4],[54.60550459 38.39449541] ; [9.39449541 6.60550459],0
b4,1,0.153155,2.040541,[53 45] ; [13  5],[55.75862069 42.24137931] ; [10.24137931  7.75862069],0
s4,1,0.155127,2.021101,[14 84] ; [ 5 13],[16.05172414 81.94827586] ; [ 2.94827586 15.05172414],0
n3,1,0.159004,1.983673,[26 23] ; [1 4],[24.5 24.5] ; [2.5 2.5],0
b1,1,0.177887,1.815186,[55 43] ; [ 7 11],[52.37931034 45.62068966] ; [9.62068966 8.37931034],0
b5,1,0.205444,1.603242,[54 44] ; [ 7 11],[51.53448276 46.46551724] ; [9.46551724 8.53448276],0
p1,1,0.219705,1.506298,[ 8 90] ; [ 3 14],[ 9.37391304 88.62608696] ; [ 1.62608696 15.37391304],0
p3,1,0.256355,1.288334,[20 75] ; [ 6 12],[21.85840708 73.14159292] ; [ 4.14159292 13.85840708],0
n1,1,0.283679,1.149381,[14 35] ; [3 3],[15.14545455 33.85454545] ; [1.85454545 4.14545455],0
p5,1,0.301314,1.068371,[ 5 91] ; [ 2 15],[ 5.94690265 90.05309735] ; [ 1.05309735 15.94690265],0
n5,1,0.303035,1.06079,[58 38] ; [8 9],[56.07079646 39.92920354] ; [9.92920354 7.07079646],0
r3,1,0.315797,1.006273,[47 49] ; [10  6],[48.85714286 47.14285714] ; [8.14285714 7.85714286],0
u2,1,0.334116,0.93288,[16 26] ; [5 4],[17.29411765 24.70588235] ; [3.70588235 5.29411765],0
u3,1,0.386336,0.750442,[11 31] ; [4 6],[12.11538462 29.88461538] ; [2.88461538 7.11538462],0
a1,1,0.408274,0.683822,[12 86] ; [ 1 17],[10.98275862 87.01724138] ; [ 2.01724138 15.98275862],0
n2,1,0.413361,0.669114,[24 25] ; [4 2],[24.94545455 24.05454545] ; [3.05454545 2.94545455],0
v1,1,0.423911,0.639448,[32 64] ; [ 4 13],[30.5840708 65.4159292] ; [ 5.4159292 11.5840708],0
d1,1,0.428847,0.625944,[34 64] ; [ 8 10],[35.48275862 62.51724138] ; [ 6.51724138 11.48275862],0
