Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,33.391787,[26  3] ; [ 7 31],[14.28358209 14.71641791] ; [18.71641791 19.28358209],1
d5,1,3.6e-05,17.06739,[27  2] ; [17 21],[19.04477612  9.95522388] ; [24.95522388 13.04477612],1
d2,1,0.000417,12.455071,[21  8] ; [11 27],[13.85074627 15.14925373] ; [18.14925373 19.85074627],1
p7,1,0.001941,9.604274,[ 8 21] ; [25 13],[14.28358209 14.71641791] ; [18.71641791 19.28358209],0
a7,1,0.01344,6.110309,[21  8] ; [16 22],[16.01492537 12.98507463] ; [20.98507463 17.01492537],0
a2,1,0.016653,5.732579,[ 6 23] ; [ 1 37],[ 3.02985075 25.97014925] ; [ 3.97014925 34.02985075],0
a4,1,0.019267,5.477108,[13 16] ; [ 7 31],[ 8.65671642 20.34328358] ; [11.34328358 26.65671642],0
p6,1,0.032399,4.577242,[ 2 25] ; [11 27],[ 5.4 21.6] ; [ 7.6 30.4],0
a5,1,0.046498,3.963463,[17 12] ; [13 25],[12.98507463 16.01492537] ; [17.01492537 20.98507463],0
n5,1,0.057051,3.62109,[ 4 25] ; [13 25],[ 7.35820896 21.64179104] ; [ 9.64179104 28.35820896],0
a6,1,0.057316,3.613388,[19 10] ; [16 22],[15.14925373 13.85074627] ; [19.85074627 18.14925373],0
n3,1,0.073262,3.208386,[6 8] ; [14  5],[8.48484848 5.51515152] ; [11.51515152  7.48484848],0
v2,1,0.096233,2.766892,[14 14] ; [11 26],[10.76923077 17.23076923] ; [14.23076923 22.76923077],0
r3,1,0.10144,2.682758,[26  3] ; [28 10],[23.37313433  5.62686567] ; [30.62686567  7.37313433],0
a3,1,0.138825,2.190939,[19 10] ; [18 20],[16.01492537 12.98507463] ; [20.98507463 17.01492537],0
n2,1,0.141959,2.156594,[6 8] ; [13  6],[8.06060606 5.93939394] ; [10.93939394  8.06060606],0
u3,1,0.180408,1.794258,[8 2] ; [11  9],[6.33333333 3.66666667] ; [12.66666667  7.33333333],0
b4,1,0.254133,1.300439,[20  9] ; [21 17],[17.74626866 11.25373134] ; [23.25373134 14.74626866],0
s2,1,0.257012,1.28478,[ 6 22] ; [13 25],[ 8.06060606 19.93939394] ; [10.93939394 27.06060606],0
p8,1,0.272992,1.201649,[ 8 21] ; [15 22],[10.10606061 18.89393939] ; [12.89393939 24.10606061],0
s6,1,0.281191,1.161326,[14 15] ; [13 24],[11.86363636 17.13636364] ; [15.13636364 21.86363636],0
p10,1,0.310397,1.028985,[ 4 25] ; [ 9 29],[ 5.62686567 23.37313433] ; [ 7.37313433 30.62686567],0
s3,1,0.353226,0.861834,[ 9 20] ; [16 22],[10.82089552 18.17910448] ; [14.17910448 23.82089552],0
n1,1,0.391805,0.733333,[ 3 12] ; [ 6 12],[ 4.09090909 10.90909091] ; [ 4.90909091 13.09090909],0
r1,1,0.396528,0.71883,[19 10] ; [21 17],[17.31343284 11.68656716] ; [22.68656716 15.31343284],0
r4,1,0.396528,0.71883,[19 10] ; [21 17],[17.31343284 11.68656716] ; [22.68656716 15.31343284],0
s1,1,0.406438,0.689195,[ 2 27] ; [ 5 33],[ 3.02985075 25.97014925] ; [ 3.97014925 34.02985075],0
u2,1,0.438578,0.6,[6 4] ; [ 9 11],[5. 5.] ; [10. 10.],0
b5,1,0.483182,0.491673,[17 12] ; [19 19],[15.58208955 13.41791045] ; [20.41791045 17.58208955],0
p3,1,0.489975,0.476582,[ 6 22] ; [11 27],[ 7.21212121 20.78787879] ; [ 9.78787879 28.21212121],0
s4,1,0.520424,0.413053,[ 5 24] ; [ 9 29],[ 6.05970149 22.94029851] ; [ 7.94029851 30.05970149],0
v1,1,0.534277,0.38625,[ 8 21] ; [ 8 30],[ 6.92537313 22.07462687] ; [ 9.07462687 28.92537313],0
v4,1,0.567116,0.327532,[23  5] ; [29  9],[22.06060606  5.93939394] ; [29.93939394  8.06060606],0
p2,1,0.570497,0.321852,[15 14] ; [17 21],[13.85074627 15.14925373] ; [18.14925373 19.85074627],0
s7,1,0.649334,0.20674,[ 6 20] ; [ 7 31],[ 5.28125 20.71875] ; [ 7.71875 30.28125],0
v3,1,0.655937,0.198496,[ 4 24] ; [ 7 31],[ 4.66666667 23.33333333] ; [ 6.33333333 31.66666667],0
b2,1,0.675605,0.175115,[ 4 15] ; [ 3 16],[ 3.5 15.5] ; [ 3.5 15.5],0
b3,1,0.675605,0.175115,[ 4 15] ; [ 3 16],[ 3.5 15.5] ; [ 3.5 15.5],0
s5,1,0.677737,0.172685,[ 6 23] ; [ 6 30],[ 5.35384615 23.64615385] ; [ 6.64615385 29.35384615],0
p1,1,0.721917,0.126664,[ 1 28] ; [ 2 36],[ 1.29850746 27.70149254] ; [ 1.70149254 36.29850746],0
p11,1,0.729991,0.11912,[11 18] ; [16 22],[11.68656716 17.31343284] ; [15.31343284 22.68656716],0
r2,1,0.770785,0.084884,[23  6] ; [29  9],[22.50746269  6.49253731] ; [29.49253731  8.50746269],0
s8,1,0.785245,0.074251,[ 4 25] ; [ 6 31],[ 4.39393939 24.60606061] ; [ 5.60606061 31.39393939],0
a1,1,0.84568,0.037882,[ 1 28] ; [ 1 37],[ 0.86567164 28.13432836] ; [ 1.13432836 36.86567164],0
n6,1,0.888768,0.019562,[15 14] ; [19 19],[14.71641791 14.28358209] ; [19.28358209 18.71641791],0
b1,1,0.888768,0.019562,[15 14] ; [19 19],[14.71641791 14.28358209] ; [19.28358209 18.71641791],0
p4,1,0.9524,0.003563,[12 17] ; [16 22],[12.11940299 16.88059701] ; [15.88059701 22.11940299],0
