Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,143.294925,[261  32] ; [19 61],[219.9463807  73.0536193] ; [60.0536193 19.9463807],1
p2,1,0.0,28.540039,[252  43] ; [48 34],[234.74801061  60.25198939] ; [65.25198939 16.74801061],1
p11,1,0.0,26.21974,[243  53] ; [45 37],[225.52380952  70.47619048] ; [62.47619048 19.52380952],1
p8,1,4.6e-05,16.593631,[153 140] ; [22 60],[136.73333333 156.26666667] ; [38.26666667 43.73333333],1
n5,1,0.0001,15.140408,[219  74] ; [43 39],[204.70933333  88.29066667] ; [57.29066667 24.70933333],1
s6,1,0.000407,12.501404,[191  98] ; [36 45],[177.30540541 111.69459459] ; [49.69459459 31.30540541],1
b1,1,0.000446,12.326884,[106 190] ; [47 35],[119.80952381 176.19047619] ; [33.19047619 48.80952381],1
n6,1,0.000907,11.00922,[244  51] ; [54 28],[233.18302387  61.81697613] ; [64.81697613 17.18302387],1
s1,1,0.002433,9.190145,[  7 285] ; [ 8 73],[ 11.74262735 280.25737265] ; [ 3.25737265 77.74262735],0
r3,1,0.004746,7.973632,[280  16] ; [70 12],[274.07407407  21.92592593] ; [75.92592593  6.07407407],0
s8,1,0.005423,7.732614,[111 185] ; [17 64],[100.49867374 195.50132626] ; [27.50132626 53.49867374],0
v1,1,0.005819,7.60544,[147 139] ; [28 54],[136.00543478 149.99456522] ; [38.99456522 43.00543478],0
r4,1,0.006176,7.498191,[265  31] ; [64 18],[257.62962963  38.37037037] ; [71.37037037 10.62962963],0
s7,1,0.010007,6.633566,[127 156] ; [22 55],[117.13055556 165.86944444] ; [31.86944444 45.13055556],0
s5,1,0.023682,5.117789,[ 86 198] ; [14 66],[ 78.02197802 205.97802198] ; [21.97802198 58.02197802],0
s2,1,0.025296,5.003489,[131 162] ; [25 56],[122.21390374 170.78609626] ; [33.78609626 47.21390374],0
p4,1,0.032966,4.547562,[156 139] ; [32 49],[147.5 147.5] ; [40.5 40.5],0
d2,1,0.041064,4.173358,[ 38 257] ; [18 64],[ 43.81962865 251.18037135] ; [12.18037135 69.81962865],0
p12,1,0.053621,3.724461,[ 20 274] ; [ 1 80],[ 16.464 277.536] ; [ 4.536 76.464],0
a7,1,0.064564,3.41609,[194 100] ; [45 37],[186.87765957 107.12234043] ; [52.12234043 29.87765957],0
p5,1,0.076949,3.128198,[ 34 261] ; [ 4 78],[ 29.73474801 265.26525199] ; [ 8.26525199 73.73474801],0
a5,1,0.083414,2.997097,[169 127] ; [38 44],[162.0952381 133.9047619] ; [44.9047619 37.0952381],0
v2,1,0.095863,2.773055,[138 142] ; [31 49],[131.44444444 148.55555556] ; [37.55555556 42.44444444],0
a6,1,0.118495,2.437107,[180 116] ; [42 40],[173.84126984 122.15873016] ; [48.15873016 33.84126984],0
