Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6e-06,20.371241,[9 3] ; [ 9 54],[2.88 9.12] ; [15.12 47.88],1
p1,1,0.001778,9.766154,[6 7] ; [ 7 58],[ 2.16666667 10.83333333] ; [10.83333333 54.16666667],0
p12,1,0.002597,9.071227,[4 9] ; [ 3 62],[ 1.16666667 11.83333333] ; [ 5.83333333 59.16666667],0
p6,1,0.023525,5.129348,[9 4] ; [23 42],[5.33333333 7.66666667] ; [26.66666667 38.33333333],0
r1,1,0.067574,3.340986,[12  1] ; [43 21],[9.28571429 3.71428571] ; [45.71428571 18.28571429],0
b5,1,0.078567,3.094303,[5 8] ; [42 23],[7.83333333 5.16666667] ; [39.16666667 25.83333333],0
s7,1,0.086143,2.945011,[7 4] ; [22 39],[4.43055556 6.56944444] ; [24.56944444 36.43055556],0
s6,1,0.109819,2.556818,[9 2] ; [36 28],[6.6 4.4] ; [38.4 25.6],0
n4,1,0.177283,1.820251,[12  1] ; [49 16],[10.16666667  2.83333333] ; [50.83333333 14.16666667],0
a1,1,0.200037,1.642105,[ 1 12] ; [ 1 64],[ 0.33333333 12.66666667] ; [ 1.66666667 63.33333333],0
n1,1,0.20686,1.593266,[2 1] ; [3 8],[1.07142857 1.92857143] ; [3.92857143 7.07142857],0
n5,1,0.239144,1.385634,[12  1] ; [50 14],[10.46753247  2.53246753] ; [51.53246753 12.46753247],0
p11,1,0.247538,1.337143,[12  1] ; [51 14],[10.5  2.5] ; [52.5 12.5],0
v3,1,0.273242,1.200399,[7 6] ; [24 40],[5.23376623 7.76623377] ; [25.76623377 38.23376623],0
p7,1,0.304212,1.055639,[11  2] ; [46 19],[9.5 3.5] ; [47.5 17.5],0
b3,1,0.315722,1.006586,[4 5] ; [13 34],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
b2,1,0.315722,1.006586,[4 5] ; [13 34],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
p4,1,0.353546,0.86069,[11  2] ; [47 18],[9.66666667 3.33333333] ; [48.33333333 16.66666667],0
d3,1,0.408936,0.681891,[ 2 11] ; [17 48],[3.16666667 9.83333333] ; [15.83333333 49.16666667],0
a5,1,0.410186,0.678261,[9 4] ; [37 28],[7.66666667 5.33333333] ; [38.33333333 26.66666667],0
d5,1,0.417677,0.656842,[5 8] ; [33 32],[6.33333333 6.66666667] ; [31.66666667 33.33333333],0
a8,1,0.421385,0.646451,[ 2 11] ; [ 5 56],[ 1.22972973 11.77027027] ; [ 5.77027027 55.22972973],0
s1,1,0.429565,0.624,[ 1 12] ; [ 2 63],[ 0.5 12.5] ; [ 2.5 62.5],0
p8,1,0.468084,0.526496,[8 4] ; [36 29],[6.85714286 5.14285714] ; [37.14285714 27.85714286],0
v1,1,0.479924,0.499037,[5 8] ; [31 32],[6.15789474 6.84210526] ; [29.84210526 33.15789474],0
u2,1,0.548506,0.36,[2 4] ; [14 16],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
a7,1,0.587453,0.29434,[8 5] ; [45 20],[8.83333333 4.16666667] ; [44.16666667 20.83333333],0
b1,1,0.610714,0.259136,[5 8] ; [30 35],[5.83333333 7.16666667] ; [29.16666667 35.83333333],0
d1,1,0.646133,0.210811,[ 1 12] ; [ 3 62],[ 0.66666667 12.33333333] ; [ 3.33333333 61.66666667],0
s3,1,0.682554,0.167264,[7 6] ; [30 33],[6.32894737 6.67105263] ; [30.67105263 32.32894737],0
v2,1,0.72038,0.128129,[6 7] ; [32 30],[6.58666667 6.41333333] ; [31.41333333 30.58666667],0
a4,1,0.731989,0.117293,[ 3 10] ; [18 47],[3.5 9.5] ; [17.5 47.5],0
a2,1,0.738524,0.111429,[ 1 12] ; [ 7 58],[ 1.33333333 11.66666667] ; [ 6.66666667 58.33333333],0
a6,1,0.749489,0.101961,[8 5] ; [43 22],[8.5 4.5] ; [42.5 22.5],0
d2,1,0.821937,0.050649,[4 9] ; [18 47],[3.66666667 9.33333333] ; [18.33333333 46.66666667],0
s8,1,0.834305,0.043758,[5 7] ; [25 40],[4.67532468 7.32467532] ; [25.32467532 39.67532468],0
r3,1,0.836216,0.04274,[12  1] ; [61  4],[12.16666667  0.83333333] ; [60.83333333  4.16666667],0
n2,1,0.836813,0.042424,[2 1] ; [8 3],[2.14285714 0.85714286] ; [7.85714286 3.14285714],0
b4,1,0.839436,0.041053,[7 6] ; [33 32],[6.66666667 6.33333333] ; [33.33333333 31.66666667],0
r2,1,0.859377,0.031388,[12  1] ; [59  6],[11.83333333  1.16666667] ; [59.16666667  5.83333333],0
s4,1,0.891921,0.018462,[ 2 11] ; [11 54],[ 2.16666667 10.83333333] ; [10.83333333 54.16666667],0
p2,1,0.902383,0.015043,[10  3] ; [51 14],[10.16666667  2.83333333] ; [50.83333333 14.16666667],0
p10,1,0.906094,0.013916,[10  3] ; [49 16],[9.83333333 3.16666667] ; [49.16666667 15.83333333],0
s2,1,0.972782,0.001164,[4 9] ; [20 44],[4.05194805 8.94805195] ; [19.94805195 44.05194805],0
p9,1,0.982619,0.000475,[10  2] ; [54 11],[9.97402597 2.02597403] ; [54.02597403 10.97402597],0
u3,1,1.0,0.0,[3 3] ; [15 15],[3. 3.] ; [15. 15.],0
a3,1,1.0,0.0,[7 6] ; [35 30],[7. 6.] ; [35. 30.],0
