Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.679693,[44 31] ; [125 302],[25.24900398 49.75099602] ; [143.75099602 283.24900398],1
s6,1,5e-06,20.955778,[55 18] ; [196 227],[36.94153226 36.05846774] ; [214.05846774 208.94153226],1
s3,1,6.1e-05,16.068443,[48 28] ; [162 259],[32.11267606 43.88732394] ; [177.88732394 243.11267606],1
s5,1,0.000433,12.385551,[29 41] ; [ 92 329],[17.25050916 52.74949084] ; [103.74949084 317.25050916],1
n4,1,0.000817,11.202101,[42 35] ; [315 114],[54.32608696 22.67391304] ; [302.67391304 126.32608696],1
s7,1,0.002594,9.073344,[30 44] ; [ 97 311],[19.49792531 54.50207469] ; [107.50207469 300.49792531],0
b3,1,0.033874,4.501039,[ 6 31] ; [ 78 154],[11.55390335 25.44609665] ; [ 72.44609665 159.55390335],0
b2,1,0.033874,4.501039,[ 6 31] ; [ 78 154],[11.55390335 25.44609665] ; [ 72.44609665 159.55390335],0
a2,1,0.048575,3.889974,[ 9 68] ; [ 92 337],[15.36956522 61.63043478] ; [ 85.63043478 343.36956522],0
d3,1,0.054265,3.704517,[58 18] ; [277 149],[50.71713147 25.28286853] ; [284.28286853 141.71713147],0
p1,1,0.064798,3.410113,[ 2 75] ; [ 37 387],[ 5.99401198 71.00598802] ; [ 33.00598802 390.99401198],0
a8,1,0.07584,3.151866,[ 3 69] ; [ 43 349],[ 7.13793103 64.86206897] ; [ 38.86206897 353.13793103],0
b1,1,0.084208,2.981762,[21 56] ; [161 268],[27.69565217 49.30434783] ; [154.30434783 274.69565217],0
p11,1,0.095435,2.78022,[50 27] ; [318 111],[56. 21.] ; [312. 117.],0
u2,1,0.100267,2.701299,[10 18] ; [81 73],[14. 14.] ; [77. 77.],0
n5,1,0.100323,2.700406,[46 31] ; [295 131],[52.20079523 24.79920477] ; [288.79920477 137.20079523],0
p5,1,0.124048,2.365448,[ 2 75] ; [ 31 392],[ 5.082 71.918] ; [ 27.918 395.082],0
d2,1,0.143534,2.139658,[26 51] ; [181 243],[31.81437126 45.18562874] ; [175.18562874 248.81437126],0
d1,1,0.150773,2.064413,[33 44] ; [222 207],[38.80434783 38.19565217] ; [216.19565217 212.80434783],0
n6,1,0.152024,2.051823,[64 12] ; [328  99],[59.22862823 16.77137177] ; [332.77137177  94.22862823],0
v1,1,0.17035,1.879864,[29 47] ; [196 224],[34.47580645 41.52419355] ; [190.52419355 229.47580645],0
u1,1,0.178742,1.808054,[ 6 71] ; [ 57 372],[ 9.58695652 67.41304348] ; [ 53.41304348 375.58695652],0
v3,1,0.186396,1.745878,[19 54] ; [140 273],[23.88271605 49.11728395] ; [135.11728395 277.88271605],0
n2,1,0.189143,1.724281,[20  4] ; [75 32],[17.40458015  6.59541985] ; [77.59541985 29.40458015],0
v2,1,0.219649,1.506663,[33 42] ; [212 198],[37.88659794 37.11340206] ; [207.11340206 202.88659794],0
p3,1,0.247828,1.335507,[36 41] ; [168 255],[31.416 45.584] ; [172.584 250.416],0
b4,1,0.290161,1.118876,[50 27] ; [251 178],[45.80434783 31.19565217] ; [255.19565217 173.80434783],0
p6,1,0.331787,0.941911,[24 52] ; [109 307],[20.54471545 55.45528455] ; [112.45528455 303.54471545],0
a6,1,0.366225,0.816432,[49 28] ; [294 133],[52.40277778 24.59722222] ; [290.59722222 136.40277778],0
d4,1,0.401391,0.704154,[57 20] ; [333  92],[59.82071713 17.17928287] ; [330.17928287  94.82071713],0
v4,1,0.402285,0.701486,[69  7] ; [399  28],[70.71172962  5.28827038] ; [397.28827038  29.71172962],0
a7,1,0.403913,0.696647,[52 24] ; [312 115],[54.99801193 21.00198807] ; [309.00198807 117.99801193],0
a1,1,0.413359,0.669119,[ 2 75] ; [ 20 409],[ 3.34782609 73.65217391] ; [ 18.65217391 410.34782609],0
p8,1,0.431074,0.619929,[30 44] ; [191 229],[33.10526316 40.89473684] ; [187.89473684 232.10526316],0
d5,1,0.44935,0.572292,[55 21] ; [327 101],[57.6031746 18.3968254] ; [324.3968254 103.6031746],0
p2,1,0.458635,0.549223,[58 19] ; [333  88],[60.45582329 16.54417671] ; [330.54417671  90.45582329],0
p10,1,0.503214,0.448151,[58 18] ; [305 115],[55.62096774 20.37903226] ; [307.37903226 112.62096774],0
a4,1,0.51308,0.42778,[29 48] ; [177 248],[31.59760956 45.40239044] ; [174.40239044 250.59760956],0
r1,1,0.595819,0.281347,[57 20] ; [328  99],[58.81944444 18.18055556] ; [326.18055556 100.81944444],0
p9,1,0.603083,0.270371,[59 16] ; [318 101],[57.23684211 17.76315789] ; [319.76315789  99.23684211],0
u3,1,0.678891,0.171377,[16 12] ; [82 73],[14.99453552 13.00546448] ; [83.00546448 71.99453552],0
p7,1,0.72489,0.123856,[40 35] ; [231 185],[41.39511202 33.60488798] ; [229.60488798 186.39511202],0
n3,1,0.724898,0.123848,[18  6] ; [75 30],[17.30232558  6.69767442] ; [75.69767442 29.30232558],0
a5,1,0.809397,0.058179,[52 25] ; [283 145],[51.07920792 25.92079208] ; [283.92079208 144.07920792],0
p4,1,0.826226,0.0482,[39 38] ; [208 214],[38.11422846 38.88577154] ; [208.88577154 213.11422846],0
r3,1,0.874295,0.025029,[69  6] ; [396  32],[69.33399602  5.66600398] ; [395.66600398  32.33399602],0
p12,1,0.882008,0.02203,[ 3 74] ; [ 18 404],[ 3.24048096 73.75951904] ; [ 17.75951904 404.24048096],0
n1,1,0.883761,0.021375,[ 8 16] ; [37 69],[ 8.30769231 15.69230769] ; [36.69230769 69.30769231],0
s1,1,0.924757,0.00892,[ 3 72] ; [ 16 408],[ 2.85571142 72.14428858] ; [ 16.14428858 407.85571142],0
a3,1,0.951243,0.003739,[49 28] ; [272 153],[49.23705179 27.76294821] ; [271.76294821 153.23705179],0
b5,1,0.960659,0.002433,[46 31] ; [255 174],[45.80434783 31.19565217] ; [255.19565217 173.80434783],0
r4,1,0.967929,0.001617,[67 10] ; [374  55],[67.10869565  9.89130435] ; [373.89130435  55.10869565],0
