Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,53.435571,[91 71] ; [14 98],[62.08029197 99.91970803] ; [42.91970803 69.08029197],1
a3,1,0.0,53.347695,[125  37] ; [37 75],[95.7810219 66.2189781] ; [66.2189781 45.7810219],1
d1,1,0.0,37.046886,[100  63] ; [27 85],[75.27636364 87.72363636] ; [51.72363636 60.27636364],1
d2,1,0.0,30.014187,[89 71] ; [25 87],[67.05882353 92.94117647] ; [46.94117647 65.05882353],1
n4,1,0.0,25.605667,[129  34] ; [56 56],[109.65454545  53.34545455] ; [75.34545455 36.65454545],1
a6,1,1.6e-05,18.639456,[117  45] ; [52 60],[99.91970803 62.08029197] ; [69.08029197 42.91970803],1
d4,1,2.3e-05,17.882515,[133  29] ; [66 46],[117.65693431  44.34306569] ; [81.34306569 30.65693431],1
d5,1,7.4e-05,15.708574,[127  35] ; [62 49],[112.15384615  49.84615385] ; [76.84615385 34.15384615],1
u1,1,0.001215,10.467829,[ 26 137] ; [  4 108],[ 17.78181818 145.21818182] ; [12.21818182 99.78181818],0
d3,1,0.001286,10.362096,[111  51] ; [54 56],[98.27205882 63.72794118] ; [66.72794118 43.27205882],0
r1,1,0.003599,8.475739,[114  49] ; [59 53],[102.54181818  60.45818182] ; [70.45818182 41.54181818],0
s8,1,0.008744,6.874415,[ 57 105] ; [23 89],[ 47.29927007 114.70072993] ; [32.70072993 79.29927007],0
s7,1,0.014877,5.930948,[68 86] ; [32 77],[58.55513308 95.44486692] ; [41.44486692 67.55513308],0
b5,1,0.021604,5.277437,[85 78] ; [74 38],[94.24363636 68.75636364] ; [64.75636364 47.24363636],0
p9,1,0.032842,4.554007,[118  42] ; [67 42],[110.03717472  49.96282528] ; [74.96282528 34.03717472],0
n5,1,0.0333,4.530272,[115  47] ; [65 46],[106.81318681  55.18681319] ; [73.18681319 37.81318681],0
p10,1,0.034287,4.480319,[111  50] ; [62 48],[102.77859779  58.22140221] ; [70.22140221 39.77859779],0
s6,1,0.042055,4.133004,[93 66] ; [51 60],[84.8 74.2] ; [59.2 51.8],0
r4,1,0.059342,3.555685,[131  32] ; [79 33],[124.47272727  38.52727273] ; [85.52727273 26.47272727],0
n1,1,0.062622,3.466532,[25 33] ; [ 9 28],[20.75789474 37.24210526] ; [13.24210526 23.75789474],0
p5,1,0.074134,3.189038,[ 17 145] ; [  5 106],[ 13.05494505 148.94505495] ; [  8.94505495 102.05494505],0
r2,1,0.090189,2.871006,[140  18] ; [91 21],[135.17777778  22.82222222] ; [95.82222222 16.17777778],0
p12,1,0.097527,2.745533,[  7 155] ; [  1 111],[  4.72992701 157.27007299] ; [  3.27007299 108.72992701],0
p3,1,0.109404,2.56281,[66 96] ; [35 77],[ 59.71532847 102.28467153] ; [41.28467153 70.71532847],0
p4,1,0.123559,2.371622,[81 81] ; [45 66],[74.76923077 87.23076923] ; [51.23076923 59.76923077],0
b4,1,0.132479,2.263218,[84 79] ; [68 44],[90.09454545 72.90545455] ; [61.90545455 50.09454545],0
s5,1,0.139455,2.183962,[ 43 117] ; [21 89],[ 37.92592593 122.07407407] ; [26.07407407 83.92592593],0
n6,1,0.148967,2.082798,[128  34] ; [80 32],[122.97810219  39.02189781] ; [85.02189781 26.97810219],0
p2,1,0.149461,2.07774,[125  37] ; [77 34],[119.86813187  42.13186813] ; [82.13186813 28.86813187],0
b2,1,0.174262,1.845895,[33 64] ; [14 45],[29.22435897 67.77564103] ; [17.77564103 41.22435897],0
b3,1,0.174262,1.845895,[33 64] ; [14 45],[29.22435897 67.77564103] ; [17.77564103 41.22435897],0
p11,1,0.183775,1.76683,[113  50] ; [69 43],[107.87636364  55.12363636] ; [74.12363636 37.87636364],0
a1,1,0.184509,1.760926,[ 10 153] ; [  3 109],[  7.70545455 155.29454545] ; [  5.29454545 106.70545455],0
v4,1,0.213356,1.548504,[145  18] ; [93 18],[141.58394161  21.41605839] ; [96.41605839 14.58394161],0
p7,1,0.241127,1.373994,[87 74] ; [50 57],[82.30223881 78.69776119] ; [54.69776119 52.30223881],0
u2,1,0.353833,0.859662,[22 16] ; [36 38],[19.67857143 18.32142857] ; [38.32142857 35.67857143],0
v3,1,0.369258,0.80616,[ 22 138] ; [11 98],[ 19.62825279 140.37174721] ; [13.37174721 95.62825279],0
n3,1,0.426803,0.631506,[37 20] ; [21 16],[35.17021277 21.82978723] ; [22.82978723 14.17021277],0
p6,1,0.428705,0.62633,[ 51 111] ; [30 81],[ 48.06593407 113.93406593] ; [32.93406593 78.06593407],0
a7,1,0.495271,0.465054,[105  58] ; [67 44],[102.32116788  60.67883212] ; [69.67883212 41.32116788],0
u3,1,0.502104,0.450487,[20 17] ; [35 39],[18.33333333 18.66666667] ; [36.66666667 37.33333333],0
a8,1,0.552538,0.35279,[ 18 135] ; [10 96],[ 16.54054054 136.45945946] ; [11.45945946 94.54054054],0
p1,1,0.703592,0.144762,[ 14 148] ; [11 99],[ 14.88970588 147.11029412] ; [10.11029412 99.88970588],0
b1,1,0.721816,0.12676,[69 94] ; [45 67],[67.57090909 95.42909091] ; [46.42909091 65.57090909],0
r3,1,0.736418,0.1133,[139  24] ; [93 18],[138.01459854  24.98540146] ; [93.98540146 17.01459854],0
s4,1,0.737758,0.112107,[ 31 130] ; [23 87],[ 32.08118081 128.91881919] ; [21.91881919 88.08118081],0
p8,1,0.812407,0.056322,[67 94] ; [45 67],[66.05128205 94.94871795] ; [45.94871795 66.05128205],0
n2,1,0.828742,0.046792,[37 23] ; [22 15],[36.49484536 23.50515464] ; [22.50515464 14.49484536],0
s1,1,0.859186,0.031474,[ 11 151] ; [  7 105],[ 10.64233577 151.35766423] ; [  7.35766423 104.64233577],0
s2,1,0.86545,0.02871,[ 62 100] ; [44 68],[62.67153285 99.32846715] ; [43.32846715 68.67153285],0
s3,1,0.919329,0.010257,[79 84] ; [54 56],[79.41025641 83.58974359] ; [53.58974359 56.41025641],0
