Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,54.700898,[37 45] ; [415  90],[63.14139693 18.85860307] ; [388.85860307 116.14139693],1
n4,1,0.0,38.18175,[43 40] ; [415  90],[64.64965986 18.35034014] ; [393.35034014 111.64965986],1
p10,1,3e-05,17.424153,[56 26] ; [431  67],[68.85172414 13.14827586] ; [418.14827586  79.85172414],1
r4,1,8.3e-05,15.496841,[69 14] ; [480  26],[77.36332767  5.63667233] ; [471.63667233  34.36332767],1
p11,1,0.000676,11.554787,[54 29] ; [412  94],[65.6672326 17.3327674] ; [400.3327674 105.6672326],1
p9,1,0.002227,9.352109,[63 19] ; [444  55],[71.55593804 10.44406196] ; [435.44406196  63.55593804],0
s7,1,0.002769,8.953551,[37 44] ; [306 178],[49.17345133 31.82654867] ; [293.82654867 190.17345133],0
v3,1,0.003707,8.422162,[19 56] ; [212 281],[30.50176056 44.49823944] ; [200.49823944 292.50176056],0
a4,1,0.003908,8.325924,[25 58] ; [237 266],[37.10921502 45.89078498] ; [224.89078498 278.10921502],0
u1,1,0.007978,7.038382,[ 8 75] ; [113 393],[17.05093379 65.94906621] ; [103.94906621 402.05093379],0
r2,1,0.011088,6.45108,[73  8] ; [483  18],[77.3814433  3.6185567] ; [478.6185567  22.3814433],0
p5,1,0.016408,5.758604,[ 4 77] ; [ 74 429],[10.81849315 70.18150685] ; [ 67.18150685 435.81849315],0
a3,1,0.02234,5.219128,[51 32] ; [371 133],[59.66950596 23.33049404] ; [362.33049404 141.66950596],0
b1,1,0.033168,4.537111,[40 43] ; [182 324],[31.28353141 51.71646859] ; [190.71646859 315.28353141],0
u2,1,0.037145,4.343733,[24  7] ; [76 57],[18.90243902 12.09756098] ; [81.09756098 51.90243902],0
s5,1,0.040562,4.194217,[25 53] ; [218 273],[33.31107206 44.68892794] ; [209.68892794 281.31107206],0
p12,1,0.040929,4.178952,[ 3 79] ; [ 55 448],[ 8.12991453 73.87008547] ; [ 49.87008547 453.12991453],0
p6,1,0.044198,4.048978,[24 56] ; [209 290],[32.19343696 47.80656304] ; [200.80656304 298.19343696],0
v4,1,0.066557,3.365953,[76  6] ; [489  16],[78.92674617  3.07325383] ; [486.07325383  18.92674617],0
a7,1,0.068759,3.312397,[54 29] ; [376 128],[60.80068143 22.19931857] ; [369.19931857 134.80068143],0
v1,1,0.075181,3.166122,[38 42] ; [286 206],[45.31468531 34.68531469] ; [278.68531469 213.31468531],0
a5,1,0.079747,3.070056,[56 27] ; [386 119],[62.39115646 20.60884354] ; [379.60884354 125.39115646],0
p4,1,0.083625,2.992994,[47 36] ; [334 169],[53.96416382 29.03583618] ; [327.03583618 175.96416382],0
a2,1,0.08859,2.899809,[15 68] ; [136 370],[21.27843803 61.72156197] ; [129.72156197 376.27843803],0
d2,1,0.091188,2.853268,[33 49] ; [254 251],[40.09199319 41.90800681] ; [246.90800681 258.09199319],0
d5,1,0.100179,2.702684,[63 19] ; [425  80],[68.17035775 13.82964225] ; [419.82964225  85.17035775],0
p3,1,0.101599,2.680265,[37 46] ; [274 231],[43.89965986 39.10034014] ; [267.10034014 237.89965986],0
s8,1,0.128098,2.315408,[40 43] ; [288 216],[46.37819421 36.62180579] ; [281.62180579 222.37819421],0
n2,1,0.141972,2.156449,[26  4] ; [73 26],[23.02325581  6.97674419] ; [75.97674419 23.02325581],0
r1,1,0.187569,1.736607,[64 18] ; [423  81],[68.14675768 13.85324232] ; [418.85324232  85.14675768],0
u3,1,0.190182,1.716209,[23  8] ; [82 51],[19.84756098 11.15243902] ; [85.15243902 47.84756098],0
d4,1,0.193918,1.687598,[65 17] ; [428  76],[68.98634812 13.01365188] ; [424.01365188  79.98634812],0
p2,1,0.214586,1.540211,[66 17] ; [427  76],[69.82764505 13.17235495] ; [423.17235495  79.82764505],0
p8,1,0.215014,1.537339,[38 43] ; [270 227],[43.16262976 37.83737024] ; [264.83737024 232.16262976],0
s2,1,0.263441,1.250582,[50 33] ; [334 168],[54.48205128 28.51794872] ; [329.51794872 172.48205128],0
b3,1,0.2869,1.13411,[16 37] ; [115 189],[19.44817927 33.55182073] ; [111.55182073 192.44817927],0
b2,1,0.2869,1.13411,[16 37] ; [115 189],[19.44817927 33.55182073] ; [111.55182073 192.44817927],0
d1,1,0.443161,0.588083,[47 36] ; [309 197],[50.1663837 32.8336163] ; [305.8336163 200.1663837],0
b4,1,0.443431,0.587389,[46 37] ; [303 203],[49.17996604 33.82003396] ; [299.82003396 206.17996604],0
b5,1,0.509502,0.43509,[54 29] ; [310 196],[51.29371817 31.70628183] ; [312.70628183 193.29371817],0
p7,1,0.516178,0.421523,[50 29] ; [329 162],[52.52807018 26.47192982] ; [326.47192982 164.52807018],0
v2,1,0.519707,0.414475,[41 34] ; [286 202],[43.56127886 31.43872114] ; [283.43872114 204.56127886],0
d3,1,0.529395,0.395552,[56 26] ; [362 143],[58.39182283 23.60817717] ; [359.60817717 145.39182283],0
p1,1,0.683824,0.165853,[ 6 77] ; [ 43 459],[ 6.95213675 76.04786325] ; [ 42.04786325 459.95213675],0
s3,1,0.731065,0.118136,[59 23] ; [349 149],[57.68275862 24.31724138] ; [350.31724138 147.68275862],0
n1,1,0.758548,0.094487,[11 19] ; [39 59],[11.71875 18.28125] ; [38.28125 59.71875],0
n3,1,0.839106,0.041224,[22  8] ; [70 28],[21.5625  8.4375] ; [70.4375 27.5625],0
a1,1,0.845087,0.038178,[ 4 79] ; [ 27 479],[ 4.36842105 78.63157895] ; [ 26.63157895 479.36842105],0
s4,1,0.867893,0.027668,[18 65] ; [104 394],[17.42857143 65.57142857] ; [104.57142857 393.42857143],0
a6,1,0.9447,0.004811,[55 27] ; [340 164],[55.27303754 26.72696246] ; [339.72696246 164.27303754],0
s1,1,0.945117,0.004739,[ 3 79] ; [ 19 479],[ 3.11034483 78.88965517] ; [ 18.88965517 479.11034483],0
a8,1,0.949661,0.003986,[11 65] ; [ 68 393],[11.18063315 64.81936685] ; [ 67.81936685 393.18063315],0
