Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.707139,[38 52] ; [157  15],[66.98473282 23.01526718] ; [128.01526718  43.98473282],1
r2,1,1e-06,24.905891,[64 24] ; [160   9],[76.70038911 11.29961089] ; [147.29961089  21.70038911],1
r3,1,4e-06,21.218516,[64 26] ; [159  13],[76.60305344 13.39694656] ; [146.39694656  25.60305344],1
v4,1,2.7e-05,17.635709,[66 23] ; [158  12],[76.97297297 12.02702703] ; [147.02702703  22.97297297],1
p10,1,0.000135,14.574285,[46 42] ; [128  41],[59.57976654 28.42023346] ; [114.42023346  54.57976654],1
a5,1,0.000153,14.336044,[43 47] ; [123  49],[57.02290076 32.97709924] ; [108.97709924  63.02290076],1
d4,1,0.000275,13.233612,[51 39] ; [133  37],[63.69230769 26.30769231] ; [120.30769231  49.69230769],1
v1,1,0.000778,11.29342,[28 60] ; [91 78],[40.74708171 47.25291829] ; [78.25291829 90.74708171],1
p11,1,0.00122,10.459311,[53 37] ; [134  38],[64.23664122 25.76335878] ; [122.76335878  49.23664122],0
d5,1,0.002099,9.46094,[50 40] ; [127  44],[61.03448276 28.96551724] ; [115.96551724  55.03448276],0
s8,1,0.00219,9.38294,[25 65] ; [81 90],[36.55172414 53.44827586] ; [ 69.44827586 101.55172414],0
s6,1,0.002285,9.305573,[38 50] ; [106  62],[49.5 38.5] ; [94.5 73.5],0
s5,1,0.003567,8.491975,[17 69] ; [ 62 102],[27.176 58.824] ; [ 51.824 112.176],0
a3,1,0.00462,8.02252,[48 41] ; [123  49],[58.31034483 30.68965517] ; [112.68965517  59.31034483],0
v3,1,0.005524,7.699526,[19 69] ; [ 64 101],[28.86956522 59.13043478] ; [ 54.13043478 110.86956522],0
s7,1,0.008346,6.957624,[29 57] ; [83 79],[38.83870968 47.16129032] ; [73.16129032 88.83870968],0
b2,1,0.009129,6.797458,[16 44] ; [51 57],[23.92857143 36.07142857] ; [43.07142857 64.92857143],0
b3,1,0.009129,6.797458,[16 44] ; [51 57],[23.92857143 36.07142857] ; [43.07142857 64.92857143],0
u2,1,0.010283,6.58523,[14 28] ; [29 19],[20.06666667 21.93333333] ; [22.93333333 25.06666667],0
p2,1,0.013355,6.121411,[54 35] ; [129  42],[62.64230769 26.35769231] ; [120.35769231  50.64230769],0
d1,1,0.016231,5.77767,[29 61] ; [82 90],[38.12977099 51.87022901] ; [72.87022901 99.12977099],0
p7,1,0.019166,5.486325,[41 48] ; [103  65],[49.86770428 39.13229572] ; [94.13229572 73.86770428],0
n4,1,0.023143,5.157722,[57 33] ; [131  40],[64.82758621 25.17241379] ; [123.17241379  47.82758621],0
v2,1,0.024905,5.03046,[31 55] ; [84 81],[39.40239044 46.59760956] ; [75.59760956 89.40239044],0
d3,1,0.032305,4.582227,[29 61] ; [79 93],[37.09923664 52.90076336] ; [ 70.90076336 101.09923664],0
p3,1,0.046854,3.950633,[29 60] ; [78 94],[36.48659004 52.51340996] ; [ 70.51340996 101.48659004],0
u3,1,0.047168,3.939394,[12 30] ; [24 25],[16.61538462 25.38461538] ; [19.38461538 29.61538462],0
p1,1,0.05125,3.800087,[10 80] ; [  8 163],[ 6.20689655 83.79310345] ; [ 11.79310345 159.20689655],0
s3,1,0.058214,3.587545,[38 49] ; [96 75],[45.18604651 41.81395349] ; [88.81395349 82.18604651],0
p8,1,0.065302,3.397331,[29 58] ; [77 93],[35.88326848 51.11673152] ; [70.11673152 99.88326848],0
p9,1,0.14328,2.142373,[58 29] ; [128  42],[62.96498054 24.03501946] ; [123.03501946  46.96498054],0
s2,1,0.151336,2.058737,[34 56] ; [80 90],[39.46153846 50.53846154] ; [74.53846154 95.46153846],0
a4,1,0.159436,1.979571,[32 57] ; [77 94],[37.31153846 51.68846154] ; [71.68846154 99.31153846],0
n6,1,0.175504,1.835294,[63 27] ; [132  38],[67.5 22.5] ; [127.5  42.5],0
p12,1,0.180398,1.794345,[ 2 87] ; [ 10 158],[ 4.15564202 84.84435798] ; [  7.84435798 160.15564202],0
a1,1,0.20504,1.606107,[ 7 83] ; [  7 165],[ 4.80916031 85.19083969] ; [  9.19083969 162.80916031],0
a8,1,0.236842,1.399295,[ 6 80] ; [ 19 143],[ 8.66935484 77.33064516] ; [ 16.33064516 145.66935484],0
p6,1,0.279831,1.167909,[22 64] ; [ 54 114],[25.73228346 60.26771654] ; [ 50.26771654 117.73228346],0
a2,1,0.288846,1.124993,[ 5 85] ; [ 16 156],[ 7.21374046 82.78625954] ; [ 13.78625954 158.21374046],0
u1,1,0.295314,1.095235,[ 3 87] ; [ 11 161],[ 4.80916031 85.19083969] ; [  9.19083969 162.80916031],0
b5,1,0.375017,0.786972,[46 44] ; [78 94],[42.59541985 47.40458015] ; [81.40458015 90.59541985],0
p4,1,0.443179,0.588038,[37 51] ; [80 90],[39.90697674 48.09302326] ; [77.09302326 92.90697674],0
s1,1,0.467683,0.527446,[ 3 87] ; [  9 160],[ 4.16988417 85.83011583] ; [  7.83011583 161.16988417],0
b1,1,0.479191,0.500704,[46 44] ; [80 92],[43.28244275 46.71755725] ; [82.71755725 89.28244275],0
b4,1,0.585404,0.29758,[46 44] ; [94 78],[48.09160305 41.90839695] ; [91.90839695 80.09160305],0
a6,1,0.586573,0.295728,[33 57] ; [ 69 103],[35.03816794 54.96183206] ; [ 66.96183206 105.03816794],0
n1,1,0.633228,0.227709,[17 23] ; [18 30],[15.90909091 24.09090909] ; [19.09090909 28.90909091],0
n5,1,0.689149,0.160008,[63 27] ; [123  47],[64.38461538 25.61538462] ; [121.61538462  48.38461538],0
n3,1,0.751969,0.099884,[26 15] ; [30 15],[26.69767442 14.30232558] ; [29.30232558 15.69767442],0
