Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.018013,[48  9] ; [13 30],[34.77 22.23] ; [26.23 16.77],1
a5,1,3.8e-05,16.950221,[34 23] ; [ 8 35],[23.94 33.06] ; [18.06 24.94],1
v2,1,0.000992,10.843347,[26 27] ; [ 7 35],[18.41052632 34.58947368] ; [14.58947368 27.41052632],1
a3,1,0.001326,10.306286,[37 19] ; [14 28],[29.14285714 26.85714286] ; [21.85714286 20.14285714],0
r2,1,0.001428,10.16939,[51  6] ; [27 16],[44.46 12.54] ; [33.54  9.46],0
p11,1,0.001434,10.161058,[43 14] ; [19 24],[35.34 21.66] ; [26.66 16.34],0
v4,1,0.001672,9.878856,[50  6] ; [27 16],[43.55555556 12.44444444] ; [33.44444444  9.55555556],0
d3,1,0.002831,8.913608,[27 30] ; [ 8 35],[19.95 37.05] ; [15.05 27.95],0
a4,1,0.004429,8.098947,[21 36] ; [ 5 38],[14.82 42.18] ; [11.18 31.82],0
r3,1,0.005765,7.622256,[49  8] ; [26 16],[43.18181818 13.81818182] ; [31.81818182 10.18181818],0
a7,1,0.007262,7.206896,[34 23] ; [14 29],[27.36 29.64] ; [20.64 22.36],0
d4,1,0.010436,6.558908,[30 26] ; [12 31],[23.75757576 32.24242424] ; [18.24242424 24.75757576],0
u2,1,0.013141,6.150003,[11  9] ; [ 6 23],[ 6.93877551 13.06122449] ; [10.06122449 18.93877551],0
a6,1,0.019155,5.487326,[32 25] ; [14 29],[26.22 30.78] ; [19.78 23.22],0
v1,1,0.047231,3.937146,[25 32] ; [10 31],[20.35714286 36.64285714] ; [14.64285714 26.35714286],0
v3,1,0.063797,3.435827,[18 37] ; [ 7 36],[14.03061224 40.96938776] ; [10.96938776 32.03061224],0
p7,1,0.090508,2.865318,[31 25] ; [16 26],[26.85714286 29.14285714] ; [20.14285714 21.85714286],0
n4,1,0.106864,2.599991,[37 20] ; [21 22],[33.06 23.94] ; [24.94 18.06],0
u3,1,0.109688,2.558707,[10 10] ; [ 8 21],[ 7.34693878 12.65306122] ; [10.65306122 18.34693878],0
p2,1,0.12774,2.319763,[39 18] ; [23 20],[35.34 21.66] ; [26.66 16.34],0
s2,1,0.132938,2.257852,[15 42] ; [ 6 37],[11.97 45.03] ; [ 9.03 33.97],0
a8,1,0.154114,2.031052,[ 7 45] ; [ 2 40],[ 4.9787234 47.0212766] ; [ 4.0212766 37.9787234],0
n2,1,0.207596,1.58811,[15  3] ; [11  6],[13.37142857  4.62857143] ; [12.62857143  4.37142857],0
s7,1,0.215156,1.536388,[13 40] ; [ 6 36],[10.6 42.4] ; [ 8.4 33.6],0
n6,1,0.251381,1.315615,[40 16] ; [26 17],[37.33333333 18.66666667] ; [28.66666667 14.33333333],0
p3,1,0.271548,1.208911,[19 38] ; [10 33],[16.53 40.47] ; [12.47 30.53],0
d1,1,0.28651,1.135949,[ 4 53] ; [ 1 42],[ 2.85 54.15] ; [ 2.15 40.85],0
p6,1,0.300521,1.07188,[16 41] ; [ 8 34],[13.81818182 43.18181818] ; [10.18181818 31.81818182],0
s5,1,0.397067,0.71719,[ 5 50] ; [ 2 41],[ 3.92857143 51.07142857] ; [ 3.07142857 39.92857143],0
p10,1,0.40139,0.704158,[32 25] ; [20 22],[29.93939394 27.06060606] ; [22.06060606 19.93939394],0
p1,1,0.412295,0.672174,[ 5 52] ; [ 6 37],[ 6.27 50.73] ; [ 4.73 38.27],0
p12,1,0.471647,0.518114,[ 3 54] ; [ 1 41],[ 2.3030303 54.6969697] ; [ 1.6969697 40.3030303],0
s8,1,0.481167,0.496218,[11 46] ; [ 6 37],[ 9.69 47.31] ; [ 7.31 35.69],0
p9,1,0.531965,0.390636,[34 23] ; [27 14],[35.47959184 21.52040816] ; [25.52040816 15.47959184],0
s3,1,0.54191,0.372012,[21 36] ; [13 29],[19.57575758 37.42424242] ; [14.42424242 27.57575758],0
p4,1,0.566305,0.328904,[20 36] ; [13 30],[18.66666667 37.33333333] ; [14.33333333 28.66666667],0
b5,1,0.58361,0.300434,[30 27] ; [25 18],[31.35 25.65] ; [23.65 19.35],0
b4,1,0.620996,0.24447,[32 25] ; [22 21],[30.78 26.22] ; [23.22 19.78],0
s4,1,0.637421,0.222132,[ 5 52] ; [ 5 38],[ 5.7 51.3] ; [ 4.3 38.7],0
p5,1,0.734945,0.11462,[ 2 54] ; [ 1 41],[ 1.71428571 54.28571429] ; [ 1.28571429 40.71428571],0
a1,1,0.743215,0.107321,[ 5 52] ; [ 3 40],[ 4.56 52.44] ; [ 3.44 39.56],0
b2,1,0.836225,0.042735,[16 23] ; [10 16],[15.6 23.4] ; [10.4 15.6],0
b3,1,0.836225,0.042735,[16 23] ; [10 16],[15.6 23.4] ; [10.4 15.6],0
n1,1,0.84519,0.038126,[ 8 10] ; [ 7 10],[ 7.71428571 10.28571429] ; [7.28571429 9.71428571],0
d2,1,0.879704,0.022905,[14 43] ; [10 33],[13.68 43.32] ; [10.32 32.68],0
b1,1,0.884278,0.021184,[27 30] ; [21 22],[27.36 29.64] ; [20.64 22.36],0
n3,1,0.908575,0.013187,[11  5] ; [12  5],[11.15151515  4.84848485] ; [11.84848485  5.15151515],0
p8,1,0.950799,0.003807,[19 37] ; [14 28],[18.85714286 37.14285714] ; [14.14285714 27.85714286],0
n5,1,0.979936,0.000633,[34 22] ; [26 17],[33.93939394 22.06060606] ; [26.06060606 16.93939394],0
s1,1,0.993684,6.3e-05,[ 4 53] ; [ 3 40],[ 3.99 53.01] ; [ 3.01 39.99],0
