Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,8.9e-05,15.35097,[1 5] ; [80 16],[4.76470588 1.23529412] ; [76.23529412 19.76470588],1
r3,1,0.000247,13.435484,[3 3] ; [90  6],[5.47058824 0.52941176] ; [87.52941176  8.47058824],1
r4,1,0.001311,10.326337,[3 3] ; [89  8],[5.3592233 0.6407767] ; [86.6407767 10.3592233],0
d5,1,0.001701,9.847225,[2 4] ; [82 15],[4.89320388 1.10679612] ; [79.10679612 17.89320388],0
p1,1,0.002926,8.853179,[3 3] ; [ 9 86],[0.71287129 5.28712871] ; [11.28712871 83.71287129],0
v4,1,0.003222,8.677083,[4 2] ; [92  4],[5.64705882 0.35294118] ; [90.35294118  5.64705882],0
p5,1,0.025156,5.013147,[3 3] ; [14 81],[1.00990099 4.99009901] ; [15.99009901 79.00990099],0
v1,1,0.034362,4.476586,[1 5] ; [57 37],[3.48 2.52] ; [54.52 39.48],0
v2,1,0.092123,2.836879,[1 5] ; [49 45],[3. 3.] ; [47. 47.],0
u2,1,0.10247,2.666667,[3 1] ; [12 24],[1.5 2.5] ; [13.5 22.5],0
s3,1,0.107515,2.590369,[1 5] ; [48 47],[2.91089109 3.08910891] ; [46.08910891 48.91089109],0
a7,1,0.124548,2.359169,[2 4] ; [62 34],[3.76470588 2.23529412] ; [60.23529412 35.76470588],0
d1,1,0.149471,2.077641,[2 4] ; [61 36],[3.66990291 2.33009709] ; [59.33009709 37.66990291],0
a5,1,0.150286,2.069346,[3 3] ; [74 23],[4.48543689 1.51456311] ; [72.51456311 24.48543689],0
a3,1,0.155718,2.015323,[2 4] ; [60 36],[3.64705882 2.35294118] ; [58.35294118 37.64705882],0
u3,1,0.269443,1.219579,[1 3] ; [20 17],[2.04878049 1.95121951] ; [18.95121951 18.04878049],0
b4,1,0.290019,1.119534,[5 1] ; [60 37],[3.78640777 2.21359223] ; [61.21359223 35.78640777],0
p9,1,0.313293,1.016741,[4 2] ; [78 16],[4.92 1.08] ; [77.08 16.92],0
p10,1,0.313293,1.016741,[4 2] ; [78 16],[4.92 1.08] ; [77.08 16.92],0
p8,1,0.321263,0.983796,[2 4] ; [52 44],[3.17647059 2.82352941] ; [50.82352941 45.17647059],0
a1,1,0.322211,0.979952,[1 5] ; [ 6 91],[0.40776699 5.59223301] ; [ 6.59223301 90.40776699],0
b1,1,0.356173,0.851344,[1 5] ; [34 63],[2.03883495 3.96116505] ; [32.96116505 64.03883495],0
b5,1,0.360047,0.837731,[2 4] ; [51 46],[3.08737864 2.91262136] ; [49.91262136 47.08737864],0
d2,1,0.385978,0.751576,[4 2] ; [46 49],[2.97029703 3.02970297] ; [47.02970297 47.97029703],0
p2,1,0.391119,0.73546,[4 2] ; [77 18],[4.81188119 1.18811881] ; [76.18811881 18.81188119],0
p6,1,0.406279,0.689664,[1 5] ; [31 63],[1.92 4.08] ; [30.08 63.92],0
v3,1,0.433636,0.613066,[1 5] ; [30 64],[1.86 4.14] ; [29.14 64.86],0
a6,1,0.458915,0.548538,[3 3] ; [63 34],[3.84466019 2.15533981] ; [62.15533981 34.84466019],0
d3,1,0.458915,0.548538,[3 3] ; [63 34],[3.84466019 2.15533981] ; [62.15533981 34.84466019],0
d4,1,0.485065,0.487455,[5 1] ; [88  8],[5.47058824 0.52941176] ; [87.52941176  8.47058824],0
p12,1,0.491735,0.472729,[1 5] ; [ 8 87],[0.53465347 5.46534653] ; [ 8.46534653 86.53465347],0
p7,1,0.496331,0.462773,[3 3] ; [60 34],[3.78 2.22] ; [59.22 34.78],0
s2,1,0.518548,0.416779,[2 4] ; [45 51],[2.76470588 3.23529412] ; [44.23529412 51.76470588],0
a4,1,0.533153,0.388379,[2 4] ; [45 52],[2.73786408 3.26213592] ; [44.26213592 52.73786408],0
p4,1,0.535725,0.383521,[4 2] ; [51 44],[3.26732673 2.73267327] ; [51.73267327 43.26732673],0
b3,1,0.552579,0.352717,[1 3] ; [22 33],[1.55932203 2.44067797] ; [21.44067797 33.55932203],0
b2,1,0.552579,0.352717,[1 3] ; [22 33],[1.55932203 2.44067797] ; [21.44067797 33.55932203],0
s8,1,0.654332,0.200482,[1 5] ; [24 73],[1.45631068 4.54368932] ; [23.54368932 73.45631068],0
s6,1,0.809345,0.058212,[4 2] ; [67 27],[4.26 1.74] ; [66.74 27.26],0
n6,1,0.829142,0.046571,[5 1] ; [83 13],[5.17647059 0.82352941] ; [82.82352941 13.17647059],0
n5,1,0.915031,0.011384,[4 2] ; [66 30],[4.11764706 1.88235294] ; [65.88235294 30.11764706],0
s4,1,0.93013,0.007688,[1 5] ; [17 77],[1.08 4.92] ; [16.92 77.08],0
p3,1,0.960507,0.002452,[3 3] ; [47 49],[2.94117647 3.05882353] ; [47.05882353 48.94117647],0
n4,1,0.986141,0.000302,[4 2] ; [65 32],[4.01941748 1.98058252] ; [64.98058252 32.01941748],0
