Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,54.89511,[134  18] ; [28 41],[111.42081448  40.57918552] ; [50.57918552 18.42081448],1
s8,1,0.0,48.141589,[115  36] ; [19 51],[91.55656109 59.44343891] ; [42.44343891 27.55656109],1
s3,1,0.0,35.019026,[125  25] ; [30 38],[106.65137615  43.34862385] ; [48.34862385 19.65137615],1
s6,1,0.0,26.852526,[145   7] ; [48 20],[133.34545455  18.65454545] ; [59.65454545  8.34545455],1
a3,1,0.000559,11.908921,[132  20] ; [47 23],[122.55855856  29.44144144] ; [56.44144144 13.55855856],1
v3,1,0.002612,9.06014,[82 69] ; [22 46],[71.70776256 79.29223744] ; [32.29223744 35.70776256],0
p9,1,0.00315,8.718266,[144   8] ; [56 12],[138.18181818  13.81818182] ; [61.81818182  6.18181818],0
u2,1,0.009393,6.746627,[15  6] ; [ 7 15],[10.74418605 10.25581395] ; [11.25581395 10.74418605],0
r3,1,0.014469,5.979991,[148   5] ; [61  8],[144.04054054   8.95945946] ; [64.95945946  4.04054054],0
v4,1,0.020377,5.379274,[151   2] ; [65  5],[148.19730942   4.80269058] ; [67.80269058  2.19730942],0
p4,1,0.020624,5.358251,[113  38] ; [41 28],[105.7  45.3] ; [48.3 20.7],0
p6,1,0.022116,5.236615,[82 69] ; [26 43],[74.12727273 76.87272727] ; [33.87272727 35.12727273],0
v2,1,0.025274,5.005029,[98 52] ; [33 34],[90.55299539 59.44700461] ; [40.44700461 26.55299539],0
u1,1,0.056022,3.651415,[ 42 111] ; [11 59],[ 36.3632287 116.6367713] ; [16.6367713 53.3632287],0
d4,1,0.078549,3.094674,[127  24] ; [64  5],[131.09545455  19.90454545] ; [59.90454545  9.09545455],0
p12,1,0.084158,2.98272,[ 24 129] ; [ 5 64],[ 19.98648649 133.01351351] ; [ 9.01351351 59.98648649],0
p2,1,0.094569,2.794829,[137  16] ; [57 13],[133.10313901  19.89686099] ; [60.89686099  9.10313901],0
u3,1,0.098099,2.736173,[16  5] ; [12 11],[13.36363636  7.63636364] ; [14.63636364  8.36363636],0
d3,1,0.099911,2.70697,[114  38] ; [45 25],[108.86486486  43.13513514] ; [50.13513514 19.86486486],0
b5,1,0.117981,2.443927,[85 68] ; [31 39],[79.58744395 73.41255605] ; [36.41255605 33.58744395],0
p3,1,0.119125,2.428786,[95 57] ; [36 34],[89.69369369 62.30630631] ; [41.30630631 28.69369369],0
p7,1,0.12579,2.343705,[116  30] ; [49 21],[111.52777778  34.47222222] ; [53.47222222 16.52777778],0
r2,1,0.138365,2.196044,[149   3] ; [66  4],[147.20720721   4.79279279] ; [67.79279279  2.20720721],0
p5,1,0.140173,2.176056,[ 40 113] ; [12 58],[ 35.67713004 117.32286996] ; [16.32286996 53.67713004],0
a2,1,0.162039,1.955095,[ 49 104] ; [16 54],[ 44.59641256 108.40358744] ; [20.40358744 49.59641256],0
n1,1,0.232923,1.422925,[20 16] ; [3 6],[18.4 17.6] ; [4.6 4.4],0
p8,1,0.241911,1.369422,[98 52] ; [40 30],[94.09090909 55.90909091] ; [43.90909091 26.09090909],0
a7,1,0.258013,1.279386,[105  48] ; [42 27],[101.31081081  51.68918919] ; [45.68918919 23.31081081],0
