Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.001586,9.975429,[4 4] ; [ 1 24],[1.21212121 6.78787879] ; [ 3.78787879 21.21212121],0
s6,1,0.011338,6.41161,[6 1] ; [ 8 17],[3.0625 3.9375] ; [10.9375 14.0625],0
r4,1,0.017884,5.607462,[6 2] ; [ 7 18],[3.15151515 4.84848485] ; [ 9.84848485 15.15151515],0
p3,1,0.02226,5.225371,[6 2] ; [ 7 17],[3.25 4.75] ; [ 9.75 14.25],0
p5,1,0.026285,4.937143,[4 4] ; [ 3 21],[1.75 6.25] ; [ 5.25 18.75],0
s2,1,0.050802,3.8148,[4 4] ; [ 4 21],[1.93939394 6.06060606] ; [ 6.06060606 18.93939394],0
p9,1,0.075425,3.160816,[6 1] ; [12 13],[3.9375 3.0625] ; [14.0625 10.9375],0
b4,1,0.097254,2.75,[4 4] ; [20  5],[5.81818182 2.18181818] ; [18.18181818  6.81818182],0
p2,1,0.10247,2.666667,[6 2] ; [10 14],[4. 4.] ; [12. 12.],0
p6,1,0.103604,2.649167,[3 5] ; [ 3 22],[1.45454545 6.54545455] ; [ 4.54545455 20.45454545],0
a5,1,0.106948,2.59875,[7 1] ; [14 11],[5.09090909 2.90909091] ; [15.90909091  9.09090909],0
d2,1,0.12437,2.361404,[5 3] ; [ 8 17],[3.15151515 4.84848485] ; [ 9.84848485 15.15151515],0
b1,1,0.150962,2.0625,[7 1] ; [15 10],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
s3,1,0.17346,1.852787,[4 3] ; [ 7 17],[2.48387097 4.51612903] ; [ 8.51612903 15.48387097],0
n6,1,0.208082,1.584717,[7 1] ; [16  9],[5.57575758 2.42424242] ; [17.42424242  7.57575758],0
d1,1,0.265953,1.2375,[5 3] ; [10 15],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
a6,1,0.265953,1.2375,[5 3] ; [10 15],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
d5,1,0.338426,0.916385,[6 2] ; [14 11],[4.84848485 3.15151515] ; [15.15151515  9.84848485],0
p10,1,0.338426,0.916385,[6 2] ; [14 11],[4.84848485 3.15151515] ; [15.15151515  9.84848485],0
r2,1,0.345779,0.888889,[7 1] ; [17  7],[6. 2.] ; [18.  6.],0
v2,1,0.345779,0.888889,[3 5] ; [ 5 19],[2. 6.] ; [ 6. 18.],0
p11,1,0.356957,0.848571,[4 4] ; [ 8 17],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
u1,1,0.380492,0.769113,[1 7] ; [ 1 24],[0.48484848 7.51515152] ; [ 1.51515152 23.48484848],0
a4,1,0.399075,0.711111,[4 4] ; [ 8 16],[3. 5.] ; [ 9. 15.],0
a3,1,0.428539,0.626779,[7 1] ; [17  6],[6.19354839 1.80645161] ; [17.80645161  5.19354839],0
s8,1,0.453508,0.56187,[3 4] ; [ 7 18],[2.1875 4.8125] ; [ 7.8125 17.1875],0
d4,1,0.565659,0.33,[6 2] ; [16  9],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
b5,1,0.603667,0.2695,[5 3] ; [13 12],[4.36363636 3.63636364] ; [13.63636364 11.36363636],0
a7,1,0.603667,0.2695,[5 3] ; [13 12],[4.36363636 3.63636364] ; [13.63636364 11.36363636],0
d3,1,0.618402,0.24812,[4 4] ; [15 10],[4.60606061 3.39393939] ; [14.39393939 10.60606061],0
v3,1,0.659658,0.193939,[3 5] ; [ 7 17],[2.5 5.5] ; [ 7.5 16.5],0
a1,1,0.699973,0.1485,[1 7] ; [ 2 23],[0.72727273 7.27272727] ; [ 2.27272727 22.72727273],0
p12,1,0.699973,0.1485,[1 7] ; [ 2 23],[0.72727273 7.27272727] ; [ 2.27272727 22.72727273],0
p7,1,0.718567,0.12987,[2 6] ; [ 7 15],[2.4 5.6] ; [ 6.6 15.4],0
b3,1,0.726053,0.122767,[1 5] ; [ 4 13],[1.30434783 4.69565217] ; [ 3.69565217 13.30434783],0
b2,1,0.726053,0.122767,[1 5] ; [ 4 13],[1.30434783 4.69565217] ; [ 3.69565217 13.30434783],0
s7,1,0.757782,0.095107,[3 4] ; [ 8 14],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
v1,1,0.773938,0.0825,[3 5] ; [ 8 17],[2.66666667 5.33333333] ; [ 8.33333333 16.66666667],0
s4,1,0.810088,0.05775,[1 7] ; [ 4 21],[1.21212121 6.78787879] ; [ 3.78787879 21.21212121],0
a2,1,0.810088,0.05775,[1 7] ; [ 4 21],[1.21212121 6.78787879] ; [ 3.78787879 21.21212121],0
p4,1,0.829856,0.046176,[3 5] ; [ 8 16],[2.75 5.25] ; [ 8.25 15.75],0
n3,1,0.923708,0.009171,[2 2] ; [10  9],[2.08695652 1.91304348] ; [9.91304348 9.08695652],0
v4,1,0.95419,0.0033,[6 2] ; [19  6],[6.06060606 1.93939394] ; [18.93939394  6.06060606],0
p8,1,0.957035,0.002902,[3 4] ; [11 14],[3.0625 3.9375] ; [10.9375 14.0625],0
s1,1,0.969915,0.001422,[1 7] ; [ 3 22],[0.96969697 7.03030303] ; [ 3.03030303 21.96969697],0
