Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,67.264575,[151  12] ; [56 58],[121.80866426  41.19133574] ; [85.19133574 28.80866426],1
p11,1,0.0,26.493826,[149  18] ; [74 42],[131.59363958  35.40636042] ; [91.40636042 24.59363958],1
p3,1,0.0,25.971635,[119  47] ; [48 68],[98.30496454 67.69503546] ; [68.69503546 47.30496454],1
p6,1,1e-06,24.197665,[98 67] ; [34 81],[77.78571429 87.21428571] ; [54.21428571 60.78571429],1
p2,1,3.4e-05,17.178139,[153  13] ; [86 30],[140.68794326  25.31205674] ; [98.31205674 17.68794326],1
p4,1,4.9e-05,16.502975,[129  37] ; [63 52],[113.42348754  52.57651246] ; [78.57651246 36.42348754],1
p5,1,5.2e-05,16.364519,[ 49 117] ; [ 11 105],[ 35.31914894 130.68085106] ; [24.68085106 91.31914894],1
v3,1,0.00041,12.486723,[87 78] ; [35 77],[72.67148014 92.32851986] ; [49.32851986 62.67148014],1
p10,1,0.000649,11.629662,[155  11] ; [91 23],[145.84285714  20.15714286] ; [100.15714286  13.84285714],1
b5,1,0.001064,10.713514,[75 92] ; [75 41],[88.51590106 78.48409894] ; [61.48409894 54.51590106],0
n5,1,0.002772,8.951457,[138  28] ; [78 37],[127.60142349  38.39857651] ; [88.39857651 26.60142349],0
p9,1,0.004086,8.245031,[156  10] ; [95 19],[148.80714286  17.19285714] ; [102.19285714  11.80714286],0
v1,1,0.007484,7.152854,[113  53] ; [59 54],[102.33691756  63.66308244] ; [69.66308244 43.33691756],0
s8,1,0.017103,5.685732,[106  59] ; [58 58],[96.29893238 68.70106762] ; [67.70106762 48.29893238],0
r1,1,0.030002,4.709174,[148  18] ; [91 23],[141.69285714  24.30714286] ; [97.30714286 16.69285714],0
a2,1,0.032335,4.580629,[ 37 130] ; [39 77],[ 44.84805654 122.15194346] ; [31.15194346 84.84805654],0
n4,1,0.038418,4.28642,[135  32] ; [80 34],[127.77580071  39.22419929] ; [87.22419929 26.77580071],0
s1,1,0.052962,3.745114,[  3 163] ; [  7 106],[  5.94982079 160.05017921] ; [  4.05017921 108.94982079],0
r4,1,0.123953,2.366644,[161   6] ; [107   9],[158.14840989   8.85159011] ; [109.85159011   6.14840989],0
d2,1,0.156027,2.012312,[81 85] ; [66 49],[86.83985765 79.16014235] ; [60.16014235 54.83985765],0
p1,1,0.16716,1.908234,[ 23 141] ; [ 10 106],[ 19.32857143 144.67142857] ; [ 13.67142857 102.32857143],0
p12,1,0.167246,1.907454,[ 25 141] ; [ 11 105],[ 21.19148936 144.80851064] ; [ 14.80851064 101.19148936],0
v2,1,0.185855,1.750173,[103  61] ; [62 51],[97.68953069 66.31046931] ; [67.31046931 45.68953069],0
s4,1,0.200859,1.63612,[ 37 128] ; [33 80],[ 41.54676259 123.45323741] ; [28.45323741 84.54676259],0
a8,1,0.223532,1.481552,[ 25 131] ; [11 92],[ 21.68339768 134.31660232] ; [14.31660232 88.68339768],0
n6,1,0.224681,1.47422,[150  14] ; [100  15],[146.95340502  17.04659498] ; [103.04659498  11.95340502],0
a1,1,0.238887,1.387151,[ 13 154] ; [  5 111],[ 10.62190813 156.37809187] ; [  7.37809187 108.62190813],0
b4,1,0.245235,1.350244,[98 69] ; [76 40],[102.67844523  64.32155477] ; [71.32155477 44.67844523],0
s7,1,0.268042,1.226741,[110  51] ; [68 42],[105.74907749  55.25092251] ; [72.25092251 37.74907749],0
n2,1,0.297008,1.087582,[26  4] ; [26  8],[24.375  5.625] ; [27.625  6.375],0
d4,1,0.299597,1.075989,[141  24] ; [104  12],[143.86120996  21.13879004] ; [101.13879004  14.86120996],0
a3,1,0.300105,1.073728,[124  42] ; [92 23],[127.60142349  38.39857651] ; [88.39857651 26.60142349],0
