Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,58.165739,[ 19 152] ; [69 67],[ 49.01628664 121.98371336] ; [38.98371336 97.01628664],1
r1,1,1.2e-05,19.162147,[114  59] ; [119  17],[130.44983819  42.55016181] ; [102.55016181  33.44983819],1
a3,1,0.000753,11.352677,[107  66] ; [109  28],[120.54193548  52.45806452] ; [95.45806452 41.54193548],1
a5,1,0.001077,10.690803,[111  62] ; [111  26],[123.89032258  49.10967742] ; [98.10967742 38.89032258],0
a7,1,0.001141,10.583143,[112  60] ; [112  25],[124.68608414  47.31391586] ; [99.31391586 37.68608414],0
d5,1,0.00414,8.221513,[125  47] ; [118  19],[135.26213592  36.73786408] ; [107.73786408  29.26213592],0
d2,1,0.011173,6.437581,[ 68 104] ; [74 63],[79.0420712 92.9579288] ; [62.9579288 74.0420712],0
p2,1,0.022625,5.19705,[149  23] ; [105  32],[141.38511327  30.61488673] ; [112.61488673  24.38511327],0
s1,1,0.043589,4.072414,[  8 165] ; [  1 135],[  5.03883495 167.96116505] ; [  3.96116505 132.03883495],0
p12,1,0.049398,3.861777,[  6 166] ; [ 12 125],[ 10.01941748 161.98058252] ; [  7.98058252 129.01941748],0
a1,1,0.052338,3.764929,[  3 170] ; [  8 129],[  6.13870968 166.86129032] ; [  4.86129032 132.13870968],0
r3,1,0.05533,3.672102,[158  14] ; [131   4],[161.91530945  10.08469055] ; [127.08469055   7.91530945],0
d1,1,0.061824,3.487756,[89 84] ; [85 52],[97.10322581 75.89677419] ; [76.89677419 60.10322581],0
r4,1,0.074352,3.184239,[143  30] ; [123  14],[148.44516129  24.55483871] ; [117.55483871  19.44516129],0
u1,1,0.095424,2.780401,[ 21 152] ; [ 26 111],[ 26.22903226 146.77096774] ; [ 20.77096774 116.22903226],0
a2,1,0.103227,2.654961,[ 31 142] ; [ 35 102],[ 36.83225806 136.16774194] ; [ 29.16774194 107.83225806],0
r2,1,0.124385,2.361217,[154  17] ; [128   7],[157.58823529  13.41176471] ; [124.41176471  10.58823529],0
n4,1,0.131302,2.27704,[122  51] ; [107  30],[127.79677419  45.20322581] ; [101.20322581  35.79677419],0
a6,1,0.137694,2.203539,[114  59] ; [101  36],[119.98387097  53.01612903] ; [95.01612903 41.98387097],0
p1,1,0.16731,1.90688,[ 16 157] ; [  7 130],[ 12.83548387 160.16451613] ; [ 10.16451613 126.83548387],0
p6,1,0.168638,1.895005,[ 59 113] ; [ 37 100],[ 53.4368932 118.5631068] ; [42.5631068 94.4368932],0
d3,1,0.180121,1.796629,[114  57] ; [101  36],[119.36688312  51.63311688] ; [95.63311688 41.36688312],0
d4,1,0.191106,1.70907,[135  38] ; [115  22],[139.51612903  33.48387097] ; [110.48387097  26.51612903],0
n1,1,0.203172,1.619423,[17 30] ; [ 7 24],[14.46153846 32.53846154] ; [ 9.53846154 21.46153846],0
s7,1,0.246837,1.341115,[77 92] ; [67 61],[81.93939394 87.06060606] ; [62.06060606 65.93939394],0
s8,1,0.265319,1.24079,[ 63 110] ; [58 78],[ 67.74433657 105.25566343] ; [53.25566343 82.74433657],0
u3,1,0.308923,1.035274,[32 33] ; [17 11],[34.24731183 30.75268817] ; [14.75268817 13.24731183],0
b5,1,0.317267,1.000179,[97 76] ; [69 68],[92.63870968 80.36129032] ; [73.36129032 63.63870968],0
p3,1,0.32624,0.963767,[ 72 100] ; [65 72],[76.25889968 95.74110032] ; [60.74110032 76.25889968],0
p7,1,0.369746,0.804517,[99 69] ; [87 49],[102.78947368  65.21052632] ; [83.21052632 52.78947368],0
s5,1,0.386277,0.750629,[ 50 120] ; [44 85],[ 53.44481605 116.55518395] ; [40.55518395 88.44481605],0
s3,1,0.40375,0.697129,[93 79] ; [80 56],[96.61038961 75.38961039] ; [76.38961039 59.61038961],0
s6,1,0.429853,0.623219,[104  65] ; [89 46],[107.29276316  61.70723684] ; [85.70723684 49.29276316],0
n2,1,0.434525,0.610697,[33 14] ; [25  7],[34.50632911 12.49367089] ; [23.49367089  8.50632911],0
u2,1,0.471434,0.518612,[39 26] ; [14 13],[37.44565217 27.55434783] ; [15.55434783 11.44565217],0
s2,1,0.494327,0.467094,[81 92] ; [69 67],[83.98058252 89.01941748] ; [66.01941748 69.98058252],0
p4,1,0.510939,0.432144,[95 77] ; [70 66],[92.14285714 79.85714286] ; [72.85714286 63.14285714],0
b1,1,0.62427,0.239912,[ 61 112] ; [52 85],[ 63.06129032 109.93870968] ; [49.93870968 87.06129032],0
a8,1,0.629035,0.233372,[ 18 145] ; [ 16 108],[ 19.31010453 143.68989547] ; [ 14.68989547 109.31010453],0
s4,1,0.633396,0.227484,[ 36 134] ; [ 26 111],[ 34.33224756 135.66775244] ; [ 27.66775244 109.33224756],0
b4,1,0.681284,0.168684,[97 76] ; [80 57],[98.77741935 74.22258065] ; [78.22258065 58.77741935],0
b3,1,0.683448,0.166271,[26 63] ; [26 55],[27.22352941 61.77647059] ; [24.77647059 56.22352941],0
b2,1,0.683448,0.166271,[26 63] ; [26 55],[27.22352941 61.77647059] ; [24.77647059 56.22352941],0
p8,1,0.709236,0.139041,[87 86] ; [65 70],[85.37662338 87.62337662] ; [66.62337662 68.37662338],0
n3,1,0.766348,0.088301,[35 12] ; [24  7],[35.55128205 11.44871795] ; [23.44871795  7.55128205],0
a4,1,0.779371,0.078478,[ 68 105] ; [56 81],[ 69.2 103.8] ; [54.8 82.2],0
n6,1,0.858974,0.03157,[145  28] ; [115  21],[145.56634304  27.43365696] ; [114.43365696  21.56634304],0
p11,1,0.888605,0.019619,[140  33] ; [110  27],[139.51612903  33.48387097] ; [110.48387097  26.51612903],0
v4,1,0.913246,0.011869,[162  11] ; [126   9],[161.76623377  11.23376623] ; [126.23376623   8.76623377],0
p9,1,0.94376,0.004977,[154  18] ; [123  14],[154.18770227  17.81229773] ; [122.81229773  14.18770227],0
n5,1,0.955417,0.003125,[119  53] ; [93 42],[118.7752443  53.2247557] ; [93.2247557 41.7752443],0
p5,1,0.978081,0.000755,[ 15 158] ; [ 12 125],[ 15.06774194 157.93225806] ; [ 11.93225806 125.06774194],0
