Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,26.770323,[3 5] ; [146  11],[7.22424242 0.77575758] ; [141.77575758  15.22424242],1
r2,1,0.000497,12.125412,[4 3] ; [146  10],[6.44171779 0.55828221] ; [143.55828221  12.44171779],1
p2,1,0.009639,6.700498,[3 5] ; [122  35],[6.06060606 1.93939394] ; [118.93939394  38.06060606],0
v2,1,0.01049,6.549708,[1 7] ; [89 63],[4.5 3.5] ; [85.5 66.5],0
p9,1,0.021818,5.260251,[3 5] ; [117  40],[5.81818182 2.18181818] ; [114.18181818  42.81818182],0
r1,1,0.023949,5.098314,[4 4] ; [130  28],[6.45783133 1.54216867] ; [127.54216867  30.45783133],0
s6,1,0.02799,4.828654,[2 6] ; [100  57],[4.94545455 3.05454545] ; [97.05454545 59.94545455],0
n6,1,0.033257,4.532525,[2 6] ; [99 59],[4.86746988 3.13253012] ; [96.13253012 61.86746988],0
a6,1,0.034776,4.456139,[3 5] ; [115  44],[5.65269461 2.34730539] ; [112.34730539  46.65269461],0
b1,1,0.035415,4.425076,[6 2] ; [60 99],[3.16167665 4.83832335] ; [62.83832335 96.16167665],0
p10,1,0.063649,3.439659,[3 5] ; [109  49],[5.39759036 2.60240964] ; [106.60240964  51.39759036],0
p7,1,0.069179,3.302397,[2 6] ; [90 66],[4.48780488 3.51219512] ; [87.51219512 68.48780488],0
n1,1,0.074305,3.185268,[2 1] ; [10 37],[0.72 2.28] ; [11.28 35.72],0
p11,1,0.082868,3.00774,[3 5] ; [107  52],[5.26946108 2.73053892] ; [104.73053892  54.26946108],0
a7,1,0.107893,2.584814,[4 4] ; [120  39],[5.94011976 2.05988024] ; [118.05988024  40.94011976],0
a4,1,0.124335,2.361851,[6 2] ; [75 84],[3.88023952 4.11976048] ; [77.11976048 81.88023952],0
n3,1,0.139983,2.178151,[1 2] ; [33 12],[2.125 0.875] ; [31.875 13.125],0
s3,1,0.157139,2.001548,[2 6] ; [79 77],[3.95121951 4.04878049] ; [77.04878049 78.95121951],0
s2,1,0.23975,1.382063,[2 6] ; [73 85],[3.61445783 4.38554217] ; [71.38554217 86.61445783],0
s7,1,0.25557,1.292596,[1 5] ; [60 91],[2.33121019 3.66878981] ; [58.66878981 92.33121019],0
s5,1,0.277881,1.177426,[1 7] ; [ 46 105],[2.36477987 5.63522013] ; [ 44.63522013 106.36477987],0
p8,1,0.291005,1.114967,[2 6] ; [69 88],[3.44242424 4.55757576] ; [67.55757576 89.44242424],0
s1,1,0.295365,1.095007,[1 7] ; [  7 152],[0.38323353 7.61676647] ; [  7.61676647 151.38323353],0
d3,1,0.39804,0.714239,[7 1] ; [118  41],[5.98802395 2.01197605] ; [119.01197605  39.98802395],0
a3,1,0.416998,0.658759,[7 1] ; [119  40],[6.03592814 1.96407186] ; [119.96407186  39.03592814],0
d1,1,0.462871,0.538943,[4 4] ; [100  59],[4.98203593 3.01796407] ; [99.01796407 59.98203593],0
d5,1,0.486789,0.483617,[6 2] ; [134  25],[6.70658683 1.29341317] ; [133.29341317  25.70658683],0
p4,1,0.501399,0.451973,[3 5] ; [78 79],[3.92727273 4.07272727] ; [77.07272727 79.92727273],0
n4,1,0.616689,0.250548,[3 5] ; [74 85],[3.68862275 4.31137725] ; [73.31137725 85.68862275],0
v1,1,0.652574,0.20267,[4 4] ; [65 90],[3.38650307 4.61349693] ; [65.61349693 89.38650307],0
v3,1,0.683907,0.16576,[3 5] ; [ 46 104],[2.48101266 5.51898734] ; [ 46.51898734 103.48101266],0
s4,1,0.738325,0.111605,[2 6] ; [ 32 127],[1.62874251 6.37125749] ; [ 32.37125749 126.62874251],0
p3,1,0.791244,0.070064,[4 4] ; [71 86],[3.63636364 4.36363636] ; [71.36363636 85.63636364],0
b5,1,0.849392,0.03606,[5 3] ; [94 65],[4.74251497 3.25748503] ; [94.25748503 64.74251497],0
a2,1,0.91017,0.012729,[2 6] ; [ 37 122],[1.86826347 6.13173653] ; [ 37.13173653 121.86826347],0
d2,1,0.958464,0.002712,[4 4] ; [81 78],[4.07185629 3.92814371] ; [80.92814371 78.07185629],0
b4,1,0.960847,0.00241,[5 3] ; [98 61],[4.93413174 3.06586826] ; [98.06586826 60.93413174],0
b2,1,0.989575,0.000171,[1 2] ; [31 61],[1.01052632 1.98947368] ; [30.98947368 61.01052632],0
b3,1,0.989575,0.000171,[1 2] ; [31 61],[1.01052632 1.98947368] ; [30.98947368 61.01052632],0
