Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,28.713993,[17 34] ; [100  32],[32.60655738 18.39344262] ; [84.39344262 47.60655738],1
a5,1,2.4e-05,17.842709,[26 25] ; [108  24],[37.3442623 13.6557377] ; [96.6557377 35.3442623],1
d3,1,6.8e-05,15.853476,[27 24] ; [108  24],[37.62295082 13.37704918] ; [97.37704918 34.62295082],1
r1,1,0.002084,9.473738,[32 19] ; [109  21],[39.72928177 11.27071823] ; [101.27071823  28.72928177],0
d4,1,0.002385,9.22708,[34 17] ; [114  18],[41.24590164  9.75409836] ; [106.75409836  25.24590164],0
u1,1,0.003182,8.700144,[ 1 50] ; [ 25 107],[ 7.24590164 43.75409836] ; [ 18.75409836 113.24590164],0
a2,1,0.003319,8.623304,[ 4 47] ; [37 95],[11.42622951 39.57377049] ; [ 29.57377049 102.42622951],0
p2,1,0.005444,7.725808,[37 13] ; [119  13],[42.85714286  7.14285714] ; [113.14285714  18.85714286],0
b5,1,0.008206,6.987989,[24 27] ; [90 42],[31.7704918 19.2295082] ; [82.2295082 49.7704918],0
b1,1,0.009009,6.821119,[26 25] ; [40 92],[18.39344262 32.60655738] ; [47.60655738 84.39344262],0
r4,1,0.015688,5.83753,[39 12] ; [119  13],[44.03278689  6.96721311] ; [113.96721311  18.03278689],0
d1,1,0.022504,5.206415,[23 28] ; [84 48],[29.81967213 21.18032787] ; [77.18032787 54.81967213],0
d5,1,0.03938,4.244386,[36 15] ; [111  21],[40.96721311 10.03278689] ; [106.03278689  25.96721311],0
n6,1,0.044412,4.040846,[36 15] ; [109  21],[40.85635359 10.14364641] ; [104.14364641  25.85635359],0
p5,1,0.051259,3.799784,[ 7 43] ; [  7 124],[ 3.86740331 46.13259669] ; [ 10.13259669 120.86740331],0
s6,1,0.094072,2.803271,[30 20] ; [94 35],[34.63687151 15.36312849] ; [89.36312849 39.63687151],0
s4,1,0.094284,2.799671,[ 4 47] ; [ 23 107],[ 7.60773481 43.39226519] ; [ 19.39226519 110.60773481],0
p7,1,0.148269,2.089969,[37 13] ; [82 49],[32.87292818 17.12707182] ; [86.12707182 44.87292818],0
r3,1,0.270102,1.216228,[46  5] ; [125   7],[47.6557377  3.3442623] ; [123.3442623   8.6557377],0
b3,1,0.307799,1.040096,[13 18] ; [27 58],[10.68965517 20.31034483] ; [29.31034483 55.68965517],0
b2,1,0.307799,1.040096,[13 18] ; [27 58],[10.68965517 20.31034483] ; [29.31034483 55.68965517],0
n5,1,0.318044,0.996975,[41 10] ; [96 35],[38.39010989 12.60989011] ; [98.60989011 32.39010989],0
b4,1,0.320636,0.986352,[26 25] ; [78 54],[28.98360656 22.01639344] ; [75.01639344 56.98360656],0
p6,1,0.359877,0.838321,[22 27] ; [49 82],[19.32777778 29.67222222] ; [51.67222222 79.32777778],0
u2,1,0.367703,0.811412,[8 9] ; [24 16],[9.54385965 7.45614035] ; [22.45614035 17.54385965],0
v4,1,0.367871,0.810844,[46  4] ; [125   6],[47.23756906  2.76243094] ; [123.76243094   7.23756906],0
v2,1,0.369328,0.805924,[24 26] ; [71 57],[26.68539326 23.31460674] ; [68.31460674 59.68539326],0
p1,1,0.370592,0.801678,[ 2 49] ; [ 10 122],[ 3.3442623 47.6557377] ; [  8.6557377 123.3442623],0
n2,1,0.407895,0.684926,[13  3] ; [21  9],[11.82608696  4.17391304] ; [22.17391304  7.82608696],0
p11,1,0.432971,0.614842,[37 14] ; [103  29],[39.01639344 11.98360656] ; [100.98360656  31.01639344],0
p10,1,0.449605,0.571648,[37 13] ; [103  27],[38.88888889 11.11111111] ; [101.11111111  28.88888889],0
n1,1,0.466296,0.530739,[7 8] ; [11 20],[5.86956522 9.13043478] ; [12.13043478 18.86956522],0
n4,1,0.4902,0.476087,[36 15] ; [99 32],[37.82967033 13.17032967] ; [97.17032967 33.82967033],0
r2,1,0.578627,0.308459,[44  5] ; [121  10],[44.91666667  4.08333333] ; [120.08333333  10.91666667],0
a3,1,0.582755,0.301803,[33 18] ; [91 41],[34.55737705 16.44262295] ; [89.44262295 42.55737705],0
s2,1,0.588599,0.292537,[25 26] ; [69 60],[26.63333333 24.36666667] ; [67.36666667 61.63333333],0
u3,1,0.668672,0.18316,[10  8] ; [24 15],[10.73684211  7.26315789] ; [23.26315789 15.73684211],0
s1,1,0.722062,0.126526,[ 2 47] ; [  7 123],[ 2.46368715 46.53631285] ; [  6.53631285 123.46368715],0
p9,1,0.722987,0.125649,[40 11] ; [105  25],[40.85635359 10.14364641] ; [104.14364641  25.85635359],0
s5,1,0.729123,0.119919,[14 35] ; [40 88],[14.94915254 34.05084746] ; [39.05084746 88.94915254],0
d2,1,0.756391,0.096239,[24 27] ; [65 66],[24.93956044 26.06043956] ; [64.06043956 66.93956044],0
v3,1,0.762525,0.091304,[18 32] ; [42 83],[17.14285714 32.85714286] ; [42.85714286 82.14285714],0
s3,1,0.792009,0.069539,[27 24] ; [70 57],[27.79213483 23.20786517] ; [69.20786517 57.79213483],0
p8,1,0.795516,0.067161,[25 26] ; [66 63],[25.78333333 25.21666667] ; [65.21666667 63.78333333],0
s7,1,0.801902,0.062944,[24 25] ; [60 68],[23.25423729 25.74576271] ; [60.74576271 67.25423729],0
a8,1,0.855194,0.033304,[ 6 42] ; [ 16 102],[ 6.36144578 41.63855422] ; [ 15.63855422 102.36144578],0
n3,1,0.86734,0.027902,[11  4] ; [22  9],[10.76086957  4.23913043] ; [22.23913043  8.76086957],0
a4,1,0.906825,0.013699,[23 27] ; [62 70],[23.35164835 26.64835165] ; [61.64835165 70.35164835],0
a1,1,0.966279,0.001787,[ 2 49] ; [  5 127],[ 1.95081967 49.04918033] ; [  5.04918033 126.95081967],0
v1,1,0.986736,0.000276,[28 23] ; [71 58],[28.05 22.95] ; [70.95 58.05],0
s8,1,0.994183,5.3e-05,[23 28] ; [59 72],[22.97802198 28.02197802] ; [59.02197802 71.97802198],0
