Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,67.419786,[98 10] ; [ 4 23],[81.6 26.4] ; [20.4  6.6],1
p2,1,3e-05,17.425374,[89 18] ; [12 15],[80.64925373 26.35074627] ; [20.35074627  6.64925373],1
p11,1,0.000167,14.169268,[81 27] ; [10 17],[72.8 35.2] ; [18.2  8.8],1
r4,1,0.001294,10.351633,[98 10] ; [18  9],[92.8 15.2] ; [23.2  3.8],0
v4,1,0.014429,5.984881,[102   5] ; [22  5],[99.01492537  7.98507463] ; [24.98507463  2.01492537],0
r2,1,0.014429,5.984881,[102   5] ; [22  5],[99.01492537  7.98507463] ; [24.98507463  2.01492537],0
b1,1,0.022479,5.208333,[31 77] ; [14 13],[36. 72.] ; [ 9. 18.],0
r3,1,0.022687,5.192308,[106   2] ; [24  3],[104.   4.] ; [26.  1.],0
s8,1,0.030383,4.6875,[53 55] ; [ 7 20],[48. 60.] ; [12. 15.],0
v1,1,0.042949,4.097397,[54 51] ; [ 8 19],[49.31818182 55.68181818] ; [12.68181818 14.31818182],0
r1,1,0.068729,3.313112,[82 25] ; [16 11],[78.25373134 28.74626866] ; [19.74626866  7.25373134],0
a5,1,0.084508,2.976001,[75 33] ; [14 13],[71.2 36.8] ; [17.8  9.2],0
s3,1,0.097012,2.753993,[73 33] ; [14 13],[69.33834586 36.66165414] ; [17.66165414  9.33834586],0
a4,1,0.124621,2.358257,[41 67] ; [ 6 21],[37.6 70.4] ; [ 9.4 17.6],0
n6,1,0.131711,2.272216,[75 31] ; [15 12],[71.72932331 34.27067669] ; [18.27067669  8.72932331],0
s7,1,0.14324,2.142799,[49 56] ; [ 8 18],[45.6870229 59.3129771] ; [11.3129771 14.6870229],0
a6,1,0.15747,1.998355,[79 29] ; [16 11],[76. 32.] ; [19.  8.],0
p7,1,0.157873,1.994486,[65 38] ; [13 14],[61.8 41.2] ; [16.2 10.8],0
a3,1,0.188941,1.725852,[67 41] ; [13 14],[64. 44.] ; [16. 11.],0
p4,1,0.196398,1.668956,[53 55] ; [17 10],[56. 52.] ; [14. 13.],0
n3,1,0.212417,1.554878,[29 12] ; [5 5],[27.33333333 13.66666667] ; [6.66666667 3.33333333],0
u2,1,0.226352,1.463641,[24 15] ; [6 8],[22.0754717 16.9245283] ; [7.9245283 6.0754717],0
a7,1,0.229517,1.44385,[84 24] ; [18  9],[81.6 26.4] ; [20.4  6.6],0
n5,1,0.230128,1.44007,[41 66] ; [ 7 20],[38.32835821 68.67164179] ; [ 9.67164179 17.32835821],0
n2,1,0.240294,1.378868,[32  9] ; [6 4],[30.54901961 10.45098039] ; [7.45098039 2.54901961],0
b3,1,0.262868,1.25359,[17 31] ; [ 3 12],[15.23809524 32.76190476] ; [ 4.76190476 10.23809524],0
b2,1,0.262868,1.25359,[17 31] ; [ 3 12],[15.23809524 32.76190476] ; [ 4.76190476 10.23809524],0
d4,1,0.267938,1.227273,[86 22] ; [24  3],[88. 20.] ; [22.  5.],0
s5,1,0.268044,1.226732,[49 56] ; [ 9 17],[46.48854962 58.51145038] ; [11.51145038 14.48854962],0
s1,1,0.285248,1.141917,[  1 107] ; [ 1 26],[  1.6 106.4] ; [ 0.4 26.6],0
v3,1,0.308103,1.038788,[33 69] ; [ 6 21],[30.8372093 71.1627907] ; [ 8.1627907 18.8372093],0
p1,1,0.33451,0.931359,[10 96] ; [ 1 26],[ 8.76691729 97.23308271] ; [ 2.23308271 24.76691729],0
d5,1,0.423092,0.641711,[80 28] ; [22  5],[81.6 26.4] ; [20.4  6.6],0
s2,1,0.424389,0.63813,[69 39] ; [15 12],[67.2 40.8] ; [16.8 10.2],0
b5,1,0.480817,0.497009,[64 44] ; [18  9],[65.6 42.4] ; [16.4 10.6],0
v2,1,0.49365,0.46856,[55 44] ; [13 14],[53.42857143 45.57142857] ; [14.57142857 12.42857143],0
u3,1,0.508009,0.438166,[24 15] ; [10  4],[25.01886792 13.98113208] ; [8.98113208 5.01886792],0
p6,1,0.525591,0.402908,[30 76] ; [ 6 21],[28.69172932 77.30827068] ; [ 7.30827068 19.69172932],0
d3,1,0.568904,0.324519,[78 30] ; [18  9],[76.8 31.2] ; [19.2  7.8],0
u1,1,0.572346,0.318772,[12 96] ; [ 2 25],[11.2 96.8] ; [ 2.8 24.2],0
p3,1,0.602686,0.270963,[46 62] ; [13 14],[47.2 60.8] ; [11.8 15.2],0
s4,1,0.648077,0.208333,[35 73] ; [10 17],[36. 72.] ; [ 9. 18.],0
a2,1,0.652548,0.202703,[20 88] ; [ 4 23],[19.2 88.8] ; [ 4.8 22.2],0
d2,1,0.722563,0.12605,[40 68] ; [11 16],[40.8 67.2] ; [10.2 16.8],0
p8,1,0.829481,0.046383,[53 54] ; [14 13],[53.5 53.5] ; [13.5 13.5],0
a1,1,0.834591,0.043605,[  5 103] ; [ 1 26],[  4.8 103.2] ; [ 1.2 25.8],0
b4,1,0.859619,0.031279,[66 42] ; [17 10],[66.4 41.6] ; [16.6 10.4],0
a8,1,0.963028,0.002149,[ 4 97] ; [ 1 23],[ 4.04 96.96] ; [ 0.96 23.04],0
n1,1,0.963683,0.002073,[12 29] ; [3 7],[12.05882353 28.94117647] ; [2.94117647 7.05882353],0
d1,1,1.0,0.0,[56 52] ; [14 13],[56. 52.] ; [14. 13.],0
