Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,23.530917,[35 24] ; [14 61],[21.57462687 37.42537313] ; [27.42537313 47.57462687],1
p8,1,1.5e-05,18.684265,[35 24] ; [17 58],[22.89552239 36.10447761] ; [29.10447761 45.89552239],1
p6,1,0.000614,11.731646,[24 34] ; [11 63],[15.37878788 42.62121212] ; [19.62121212 54.37878788],1
s5,1,0.00073,11.410116,[22 34] ; [10 64],[13.78461538 42.21538462] ; [18.21538462 55.78461538],1
p10,1,0.000939,10.943371,[46 13] ; [37 37],[36.81954887 22.18045113] ; [46.18045113 27.81954887],1
p9,1,0.001004,10.819821,[50  9] ; [42 30],[41.4351145 17.5648855] ; [50.5648855 21.4351145],0
d5,1,0.001866,9.677123,[47 12] ; [41 35],[38.45925926 20.54074074] ; [49.54074074 26.45925926],0
s8,1,0.004794,7.955424,[21 38] ; [11 64],[14.08955224 44.91044776] ; [17.91044776 57.08955224],0
s6,1,0.013903,6.050447,[30 28] ; [23 52],[23.11278195 34.88721805] ; [29.88721805 45.11278195],0
p5,1,0.023517,5.129903,[ 9 50] ; [ 3 72],[ 5.28358209 53.71641791] ; [ 6.71641791 68.28358209],0
v2,1,0.024992,5.024459,[32 25] ; [27 47],[25.67175573 31.32824427] ; [33.32824427 40.67175573],0
d2,1,0.025156,5.013132,[33 26] ; [27 47],[26.61654135 32.38345865] ; [33.38345865 40.61654135],0
p2,1,0.025893,4.963127,[44 14] ; [43 32],[37.93984962 20.06015038] ; [49.06015038 25.93984962],0
p7,1,0.026305,4.935843,[35 24] ; [30 45],[28.61940299 30.38059701] ; [36.38059701 38.61940299],0
d1,1,0.035227,4.434118,[30 29] ; [25 51],[24.03703704 34.96296296] ; [30.96296296 45.03703704],0
v3,1,0.038018,4.304207,[22 35] ; [16 57],[16.66153846 40.33846154] ; [21.33846154 51.66153846],0
p11,1,0.044721,4.029142,[46 13] ; [47 29],[40.64444444 18.35555556] ; [52.35555556 23.64444444],0
a4,1,0.046891,3.949307,[28 31] ; [23 52],[22.45522388 36.54477612] ; [28.54477612 46.45522388],0
r3,1,0.048297,3.899627,[51  8] ; [55 21],[46.32592593 12.67407407] ; [59.67407407 16.32592593],0
v1,1,0.053424,3.730614,[29 28] ; [26 50],[23.57142857 33.42857143] ; [31.42857143 44.57142857],0
a1,1,0.06658,3.365381,[ 1 58] ; [ 7 69],[ 3.4962963 55.5037037] ; [ 4.5037037 71.4962963],0
s7,1,0.072582,3.223643,[19 38] ; [14 58],[14.58139535 42.41860465] ; [18.41860465 53.58139535],0
u3,1,0.074791,3.174603,[11 10] ; [10 25],[ 7.875 13.125] ; [13.125 21.875],0
d4,1,0.085851,2.950491,[44 15] ; [46 30],[39.33333333 19.66666667] ; [50.66666667 25.33333333],0
a6,1,0.115103,2.482715,[20 39] ; [36 40],[24.47407407 34.52592593] ; [31.52592593 44.47407407],0
n4,1,0.157815,1.995041,[44 15] ; [48 28],[40.20740741 18.79259259] ; [51.79259259 24.20740741],0
v4,1,0.158982,1.983886,[52  7] ; [60 16],[48.94814815 10.05185185] ; [63.05185185 12.94814815],0
d3,1,0.172761,1.858823,[27 32] ; [26 50],[23.16296296 35.83703704] ; [29.83703704 46.16296296],0
n5,1,0.191842,1.703414,[47 12] ; [53 23],[43.7037037 15.2962963] ; [56.2962963 19.7037037],0
u2,1,0.198945,1.650106,[11  9] ; [13 22],[ 8.72727273 11.27272727] ; [15.27272727 19.72727273],0
r4,1,0.208512,1.58173,[44 15] ; [49 27],[40.64444444 18.35555556] ; [52.35555556 23.64444444],0
a3,1,0.221146,1.49692,[38 21] ; [41 35],[34.52592593 24.47407407] ; [44.47407407 31.52592593],0
b5,1,0.301984,1.065414,[25 34] ; [39 37],[27.97037037 31.02962963] ; [36.02962963 39.97037037],0
b4,1,0.301984,1.065414,[34 25] ; [37 39],[31.02962963 27.97037037] ; [39.97037037 36.02962963],0
s2,1,0.414904,0.664704,[10 49] ; [ 9 66],[ 8.36567164 50.63432836] ; [10.63432836 64.36567164],0
r2,1,0.420703,0.648352,[48  9] ; [59 16],[46.20454545 10.79545455] ; [60.79545455 14.20454545],0
a8,1,0.428881,0.625851,[ 5 50] ; [ 4 69],[ 3.8671875 51.1328125] ; [ 5.1328125 67.8671875],0
u1,1,0.454077,0.560454,[ 3 56] ; [ 2 74],[ 2.18518519 56.81481481] ; [ 2.81481481 73.18518519],0
n6,1,0.454825,0.5586,[48 11] ; [57 18],[46.23134328 12.76865672] ; [58.76865672 16.23134328],0
p1,1,0.458102,0.550529,[ 5 54] ; [ 4 72],[ 3.93333333 55.06666667] ; [ 5.06666667 70.93333333],0
a5,1,0.505798,0.442751,[39 20] ; [46 30],[37.14814815 21.85185185] ; [47.85185185 28.14814815],0
n1,1,0.514453,0.425,[6 9] ; [11 25],[ 5. 10.] ; [12. 24.],0
s4,1,0.588643,0.292468,[ 8 51] ; [ 8 68],[ 6.99259259 52.00740741] ; [ 9.00740741 66.99259259],0
n3,1,0.645823,0.211207,[9 5] ; [20 15],[8.28571429 5.71428571] ; [20.71428571 14.28571429],0
s1,1,0.711259,0.137023,[ 4 55] ; [ 4 72],[ 3.4962963 55.5037037] ; [ 4.5037037 71.4962963],0
a2,1,0.715319,0.133022,[ 3 56] ; [ 5 71],[ 3.4962963 55.5037037] ; [ 4.5037037 71.4962963],0
b1,1,0.803088,0.062177,[29 30] ; [39 37],[29.71851852 29.28148148] ; [38.28148148 37.71851852],0
p12,1,0.853226,0.034226,[ 2 57] ; [ 3 72],[ 2.20149254 56.79850746] ; [ 2.79850746 72.20149254],0
n2,1,0.940968,0.005484,[9 6] ; [22 14],[9.11764706 5.88235294] ; [21.88235294 14.11764706],0
