Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,78.411032,[154  69] ; [21 94],[115.45857988 107.54142012] ; [59.54142012 55.45857988],1
p6,1,0.0,36.245772,[121 101] ; [23 91],[ 95.14285714 126.85714286] ; [48.85714286 65.14285714],1
p2,1,1.2e-05,19.112658,[206  18] ; [85 29],[192.85207101  31.14792899] ; [98.14792899 15.85207101],1
d1,1,8.3e-05,15.488845,[168  56] ; [62 53],[151.97640118  72.02359882] ; [78.02359882 36.97640118],1
p5,1,8.4e-05,15.463345,[ 39 182] ; [  3 111],[ 27.70746269 193.29253731] ; [14.29253731 99.70746269],1
a5,1,0.00018,14.024099,[185  39] ; [74 41],[171.13864307  52.86135693] ; [87.86135693 27.13864307],1
p7,1,0.000189,13.936197,[160  62] ; [53 51],[145.04907975  76.95092025] ; [67.95092025 36.04907975],1
n6,1,0.000619,11.717151,[202  19] ; [89 25],[191.97313433  29.02686567] ; [99.02686567 14.97313433],1
p8,1,0.000669,11.573426,[134  90] ; [45 67],[119.33333333 104.66666667] ; [59.66666667 52.33333333],1
n4,1,0.000841,11.148433,[185  38] ; [77 38],[172.85798817  50.14201183] ; [89.14201183 25.85798817],1
v1,1,0.000931,10.959013,[133  83] ; [47 64],[118.89908257  97.10091743] ; [61.10091743 49.89908257],1
a4,1,0.001355,10.265683,[119 105] ; [40 75],[105.0619469 118.9380531] ; [53.9380531 61.0619469],0
n5,1,0.002011,9.539295,[183  39] ; [77 37],[171.78571429  50.21428571] ; [88.21428571 25.78571429],0
a3,1,0.002437,9.187129,[176  48] ; [72 42],[164.35502959  59.64497041] ; [83.64497041 30.35502959],0
s8,1,0.002532,9.117277,[141  82] ; [53 62],[127.99408284  95.00591716] ; [66.00591716 48.99408284],0
p12,1,0.003087,8.755408,[ 34 190] ; [  5 110],[ 25.7699115 198.2300885] ; [ 13.2300885 101.7699115],0
a2,1,0.003266,8.652699,[ 84 140] ; [25 90],[ 72.02359882 151.97640118] ; [36.97640118 78.02359882],0
r4,1,0.009926,6.648144,[215   9] ; [102  13],[209.46312684  14.53687316] ; [107.53687316   7.46312684],0
d2,1,0.011952,6.318008,[130  93] ; [50 64],[119.10979228 103.89020772] ; [60.89020772 53.10979228],0
p11,1,0.01254,6.232814,[181  43] ; [79 36],[171.79941003  52.20058997] ; [88.20058997 26.79941003],0
d3,1,0.014321,5.99812,[185  39] ; [81 33],[176.28402367  47.71597633] ; [89.71597633 24.28402367],0
r1,1,0.030462,4.683049,[193  28] ; [90 25],[186.13988095  34.86011905] ; [96.86011905 18.13988095],0
u1,1,0.041615,4.150806,[ 68 156] ; [23 92],[ 60.12979351 163.87020649] ; [30.87020649 84.12979351],0
d4,1,0.04975,3.849878,[203  21] ; [95 19],[197.49112426  26.50887574] ; [100.50887574  13.49112426],0
s6,1,0.056586,3.634715,[196  24] ; [93 21],[190.35928144  29.64071856] ; [98.64071856 15.35928144],0
p10,1,0.057616,3.604704,[199  23] ; [93 20],[193.50447761  28.49552239] ; [98.49552239 14.50447761],0
s5,1,0.059146,3.561165,[109 105] ; [43 65],[101.01863354 112.98136646] ; [50.98136646 57.01863354],0
a1,1,0.063701,3.438299,[ 14 210] ; [  2 113],[ 10.57227139 213.42772861] ; [  5.42772861 109.57227139],0
s7,1,0.076735,3.132727,[150  63] ; [68 44],[142.87384615  70.12615385] ; [75.12615385 36.87384615],0
v4,1,0.080244,3.059959,[220   3] ; [108   5],[217.69047619   5.30952381] ; [110.30952381   2.69047619],0
n3,1,0.138013,2.199972,[32  6] ; [20  9],[29.49253731  8.50746269] ; [22.50746269  6.49253731],0
a8,1,0.153311,2.038998,[ 30 176] ; [22 83],[ 34.4437299 171.5562701] ; [17.5562701 87.4437299],0
p1,1,0.154041,2.031771,[ 27 196] ; [  8 105],[ 23.22916667 199.77083333] ; [ 11.77083333 101.22916667],0
p9,1,0.159206,1.981753,[203  19] ; [96 15],[199.33333333  22.66666667] ; [99.66666667 11.33333333],0
d5,1,0.165462,1.923581,[192  32] ; [91 23],[187.55029586  36.44970414] ; [95.44970414 18.55029586],0
u2,1,0.239628,1.382782,[31 16] ; [22 19],[28.30681818 18.69318182] ; [24.69318182 16.30681818],0
u4,1,0.262259,1.256792,[  9 215] ; [  2 113],[  7.26843658 216.73156342] ; [  3.73156342 111.26843658],0
u3,1,0.368078,0.810142,[33 13] ; [27 16],[31.01123596 14.98876404] ; [28.98876404 14.01123596],0
b1,1,0.418277,0.655151,[ 86 138] ; [39 76],[ 82.59587021 141.40412979] ; [42.40412979 72.59587021],0
v3,1,0.489093,0.478521,[ 89 122] ; [42 68],[ 86.10903427 124.89096573] ; [44.89096573 65.10903427],0
a6,1,0.500649,0.45356,[172  52] ; [83 30],[169.49554896  54.50445104] ; [85.50445104 27.49554896],0
b5,1,0.516342,0.421193,[148  76] ; [80 35],[150.65486726  73.34513274] ; [77.34513274 37.65486726],0
b2,1,0.542607,0.37073,[52 85] ; [19 38],[50.13917526 86.86082474] ; [20.86082474 36.13917526],0
b3,1,0.542607,0.37073,[52 85] ; [19 38],[50.13917526 86.86082474] ; [20.86082474 36.13917526],0
s4,1,0.580342,0.305682,[ 50 170] ; [29 85],[ 52.03592814 167.96407186] ; [26.96407186 87.03592814],0
b4,1,0.658367,0.195513,[138  86] ; [68 47],[136.1179941  87.8820059] ; [69.8820059 45.1179941],0
n2,1,0.695897,0.152776,[30  8] ; [24  5],[30.62686567  7.37313433] ; [23.37313433  5.62686567],0
r3,1,0.805114,0.060878,[216   7] ; [110   3],[216.36309524   6.63690476] ; [109.63690476   3.36309524],0
v2,1,0.869584,0.026957,[129  88] ; [62 44],[128.31888545  88.68111455] ; [62.68111455 43.31888545],0
s1,1,0.888754,0.019567,[ 11 211] ; [  6 107],[ 11.26567164 210.73432836] ; [  5.73432836 107.26567164],0
s3,1,0.95216,0.003599,[195  27] ; [99 14],[194.82985075  27.17014925] ; [99.17014925 13.82985075],0
n1,1,0.981449,0.000541,[13 25] ; [10 19],[13.04477612 24.95522388] ; [ 9.95522388 19.04477612],0
r2,1,0.983399,0.000433,[218   4] ; [111   2],[218.0238806   3.9761194] ; [110.9761194   2.0238806],0
